sch_zip,valid_cbsa,valid_cbsatype
01001,NA,NA
01069,NA,NA
01518,NA,NA
01605,NA,NA
01803,NA,NA
02351,NA,NA
02382,NA,NA
02571,NA,NA
02780,NA,NA
02893,NA,NA
03079,NA,NA
03894,NA,NA
04096,NA,NA
04217,NA,NA
04252,NA,NA
04468,NA,NA
05832,NA,NA
05855,NA,NA
06001,NA,NA
06040,NA,NA
06770,NA,NA
06787,NA,NA
06804,NA,NA
06851,NA,NA
07018,NA,NA
07036,NA,NA
07040,NA,NA
07103,NA,NA
07109,NA,NA
07302,NA,NA
07442,NA,NA
07747,NA,NA
07879,NA,NA
08002,NA,NA
08034,NA,NA
08109,NA,NA
08110,NA,NA
08234,NA,NA
08344,NA,NA
08360,NA,NA
10029,NA,NA
10306,NA,NA
10463,NA,NA
10469,NA,NA
10706,NA,NA
10710,NA,NA
11207,NA,NA
11356,NA,NA
11361,NA,NA
11373,NA,NA
11432,NA,NA
11553,NA,NA
11756,NA,NA
11771,NA,NA
11901,NA,NA
11953,NA,NA
12077,NA,NA
12520,NA,NA
12533,NA,NA
12564,NA,NA
12603,NA,NA
12771,NA,NA
12974,NA,NA
12986,NA,NA
13080,NA,NA
13421,NA,NA
13619,NA,NA
13905,NA,NA
14057,NA,NA
14209,NA,NA
14221,NA,NA
14468,NA,NA
14564,NA,NA
14870,NA,NA
15009,NA,NA
15317,NA,NA
15666,NA,NA
15729,NA,NA
16117,NA,NA
16371,NA,NA
17061,NA,NA
17062,NA,NA
17109,NA,NA
17538,NA,NA
18102,NA,NA
18707,NA,NA
18853,NA,NA
19030,NA,NA
19073,NA,NA
19145,NA,NA
19464,NA,NA
19508,NA,NA
19606,NA,NA
19958,NA,NA
20011,NA,NA
20147,NA,NA
20678,NA,NA
20705,NA,NA
20707,NA,NA
20745,NA,NA
20814,NA,NA
20855,NA,NA
20860,NA,NA
21014,NA,NA
21209,NA,NA
21224,NA,NA
21286,NA,NA
22309,NA,NA
22846,NA,NA
22960,NA,NA
23112,NA,NA
23188,NA,NA
23322,NA,NA
23456,NA,NA
23487,NA,NA
23517,NA,NA
24477,NA,NA
25045,NA,NA
25661,NA,NA
25958,NA,NA
26062,NA,NA
27203,NA,NA
27408,NA,NA
27513,NA,NA
27701,NA,NA
28054,NA,NA
28078,NA,NA
28090,NA,NA
28112,NA,NA
28210,NA,NA
28226,NA,NA
28339,NA,NA
28443,NA,NA
28518,NA,NA
28713,NA,NA
28732,NA,NA
29003,NA,NA
29033,NA,NA
29063,NA,NA
29072,NA,NA
29445,NA,NA
29575,NA,NA
29673,NA,NA
29706,NA,NA
29832,NA,NA
30024,NA,NA
30032,NA,NA
30047,NA,NA
30066,NA,NA
30075,NA,NA
30076,NA,NA
30078,NA,NA
30083,NA,NA
30088,NA,NA
30189,NA,NA
30253,NA,NA
30281,NA,NA
30290,NA,NA
30311,NA,NA
30345,NA,NA
30349,NA,NA
30909,NA,NA
31078,NA,NA
31088,NA,NA
31305,NA,NA
31324,NA,NA
31401,NA,NA
31717,NA,NA
31730,NA,NA
31906,NA,NA
32095,NA,NA
32205,NA,NA
32246,NA,NA
32312,NA,NA
32444,NA,NA
32462,NA,NA
32503,NA,NA
32526,NA,NA
32570,NA,NA
32804,NA,NA
32963,NA,NA
33015,NA,NA
33018,NA,NA
33146,NA,NA
33166,NA,NA
33183,NA,NA
33312,NA,NA
33325,NA,NA
33332,NA,NA
33334,NA,NA
33409,NA,NA
33460,NA,NA
33496,NA,NA
33513,NA,NA
33709,NA,NA
33761,NA,NA
33777,NA,NA
33809,NA,NA
33844,NA,NA
33948,NA,NA
34142,NA,NA
34232,NA,NA
35020,NA,NA
35045,NA,NA
35083,NA,NA
