zips,cbsa,cbsa_type
27506,20380,2
28401,48900,1
28557,33980,2
28144,41580,2
28602,25860,1
28806,11700,1
27330,41820,2
28204,16740,1
27855,-2,-2
28152,43140,2
28546,27340,1
28562,35100,2
28035,16740,1
27708,20500,1
27703,20500,1
27858,24780,1
27886,40580,1
27909,21020,2
27244,15500,1
28303,22180,1
28301,22180,1
27103,49180,1
28017,43140,2
28034,16740,1
27410,24660,1
27282,24660,1
27890,40260,2
28721,11700,1
28334,20380,2
27262,24660,1
28160,22580,2
28349,-2,-2
27265,24660,1
28216,16740,1
27577,39580,1
28604,14380,2
28502,28820,2
28603,25860,1
27549,39580,1
28754,11700,1
27892,-2,-2
28777,-2,-2
28752,-2,-2
27607,39580,1
28311,22180,1
28405,48900,1
28677,44380,2
27371,-2,-2
28757,11700,1
28365,24140,1
27804,40580,1
27411,24660,1
28804,11700,1
27599,20500,1
28223,16740,1
27402,24660,1
27707,20500,1
27117,49180,1
27695,39580,1
28403,48900,1
28529,35100,2
27604,39580,1
28372,31300,2
28109,10620,2
27101,49180,1
27573,20500,1
28590,24780,1
28274,16740,1
27205,24660,1
28345,40460,2
27910,-2,-2
28360,31300,2
27375,24660,1
28146,41580,2
27610,39580,1
28329,-2,-2
28374,43860,2
27601,39580,1
28352,29900,2
28472,-2,-2
28779,-2,-2
28001,10620,2
27017,34340,2
27253,15500,1
28906,-2,-2
27536,-2,-2
27109,49180,1
27603,39580,1
28778,11700,1
27533,24140,1
28655,25860,1
28697,35900,2
28174,16740,1
27110,49180,1
28723,-2,-2
58103,22020,1
58506,13900,1
58601,19860,2
58763,-2,-2
58405,27420,2
58301,-2,-2
58335,-2,-2
58504,13900,1
58257,-2,-2
58501,13900,1
58707,33500,2
58202,24220,1
58076,47420,2
58318,-2,-2
58105,22020,1
58801,48780,2
58538,-2,-2
58436,-2,-2
58316,-2,-2
58072,-2,-2
44446,49660,1
45246,17140,1
44115,17460,1
44325,10420,1
44667,49300,2
45387,19380,1
45202,17140,1
44805,11740,2
44017,17460,1
43950,48540,1
45817,30620,1
44266,10420,1
44839,41780,1
43403,45780,1
44130,17460,1
43209,18140,1
44106,17460,1
45314,19380,1
43055,18140,1
45384,19380,1
45118,17140,1
45204,17140,1
45224,17140,1
45221,17140,1
45223,17140,1
45103,17140,1
45236,17140,1
43113,18140,1
45501,44220,1
44122,17460,1
43219,18140,1
43215,18140,1
43232,18140,1
43623,45780,1
45469,19380,1
43512,19580,2
43023,18140,1
45356,19380,1
44114,17460,1
45840,22300,2
44883,45660,2
44234,17460,1
45764,11900,2
45431,19380,1
45414,19380,1
43952,48260,1
44118,17460,1
44004,11780,2
43920,20620,2
44720,15940,1
44483,49660,1
44663,35420,2
44460,20620,2
44242,10420,1
44021,17460,1
43022,34540,2
45429,19380,1
44077,17460,1
44094,17460,1
45804,30620,1
44055,17460,1
44870,41780,1
44035,17460,1
43560,45780,1
44709,15940,1
45750,37620,1
43302,32020,2
43624,45780,1
45011,17140,1
45042,17140,1
45056,17140,1
45402,19380,1
43222,18140,1
44601,15940,1
43050,34540,2
45233,17140,1
43701,49780,2
43762,49780,2
44901,31900,1
43502,-2,-2
44121,17460,1
45805,30620,1
44074,17460,1
44321,10420,1
44103,17460,1
45439,19380,1
45810,-2,-2
44691,49300,2
44906,31900,1
43210,18140,1
45601,17060,2
43130,18140,1
45701,11900,2
43015,18140,1
43081,18140,1
43551,45780,1
43235,18140,1
44092,17460,1
45459,19380,1
45674,38580,2
45662,39020,2
45631,38580,2
45215,17140,1
44312,10420,1
45133,-2,-2
43420,23380,2
43606,45780,1
44484,49660,1
45206,17140,1
43078,46500,2
44095,17460,1
44107,17460,1
45177,48940,2
45504,44220,1
45435,19380,1
45822,16380,2
45207,17140,1
44509,49660,1
44555,49660,1
74403,34780,2
74006,12780,2
73008,36420,1
73505,30020,1
74953,22900,1
73034,36420,1
74469,34780,2
74820,10220,2
74578,-2,-2
73036,36420,1
73160,36420,1
73050,36420,1
73460,-2,-2
74115,46140,1
74464,45140,2
74653,38620,2
74354,33060,2
73717,-2,-2
73013,36420,1
73104,36420,1
73939,25100,2
74078,44660,2
73107,36420,1
74804,43060,2
73159,36420,1
73106,36420,1
73019,36420,1
74447,46140,1
74171,46140,1
74017,46140,1
73110,36420,1
73018,36420,1
74868,-2,-2
74701,20460,2
73096,-2,-2
74135,46140,1
74104,46140,1
73521,11060,2
97209,38900,1
97801,37820,2
97701,13460,1
97305,41420,1
97045,38900,1
97103,11820,2
97211,38900,1
97850,29260,2
97405,21660,1
97132,38900,1
97218,38900,1
97219,38900,1
97128,38900,1
97321,10540,2
97036,38900,1
97373,41420,1
97030,38900,1
97220,38900,1
97401,21660,1
97239,38900,1
97601,28900,2
97225,38900,1
97331,18700,1
97403,21660,1
97116,38900,1
97201,38900,1
97203,38900,1
97202,38900,1
97527,24420,2
97070,38900,1
97520,32780,1
97420,18300,2
97914,36620,2
97470,40700,2
97215,38900,1
97301,41420,1
97204,38900,1
97361,41420,1
97230,38900,1
17112,25420,1
19009,37980,1
19612,39740,1
15233,38300,1
16335,32740,2
18034,10900,1
19607,39740,1
19038,37980,1
17402,49620,1
19103,37980,1
15068,38300,1
15219,38300,1
18411,42540,1
15061,38300,1
17815,14100,2
19010,37980,1
17837,30260,2
18940,37980,1
16003,38300,1
19087,37980,1
15419,38300,1
15902,27780,1
15213,38300,1
18104,10900,1
17093,25420,1
15232,38300,1
19118,37980,1
19319,37980,1
16214,-2,-2
17404,49620,1
15226,38300,1
19063,37980,1
18901,37980,1
17013,25420,1
19104,37980,1
15801,20180,2
15222,38300,1
15282,38300,1
18301,20700,2
16444,21500,1
17022,29540,1
16501,21500,1
16509,21500,1
17604,29540,1
16541,21500,1
15010,38300,1
17325,23900,2
19027,37980,1
16127,49660,1
19437,37980,1
17110,25420,1
19041,37980,1
15905,27780,1
19114,37980,1
19107,37980,1
19345,37980,1
15705,26860,2
18109,10900,1
18508,42540,1
16652,26500,2
18440,42540,1
18711,42540,1
19530,39740,1
15237,38300,1
19141,37980,1
18509,42540,1
18042,10900,1
17601,29540,1
19454,37980,1
17003,30140,1
18078,10900,1
19610,39740,1
18015,10900,1
19136,37980,1
19352,37980,1
17745,30820,2
18634,42540,1
17701,48700,1
16101,35260,2
19046,37980,1
16933,-2,-2
16546,21500,1
17027,25420,1
17551,29540,1
18612,42540,1
19422,37980,1
18018,10900,1
16630,27780,1
19014,37980,1
16143,35260,2
18020,10900,1
16563,21500,1
17057,25420,1
16802,44300,1
19601,39740,1
19102,37980,1
15301,38300,1
19007,37980,1
17608,29540,1
19144,37980,1
19047,37980,1
19130,37980,1
16701,14620,2
15601,38300,1
15904,27780,1
15260,38300,1
16354,32740,2
15122,38300,1
15206,38300,1
15071,38300,1
19082,37980,1
19603,39740,1
19008,37980,1
15108,38300,1
15217,38300,1
15940,27780,1
19131,37980,1
15650,38300,1
17901,39060,2
18510,42540,1
16146,49660,1
17257,25420,1
16057,38300,1
19096,37980,1
16801,44300,1
17870,42780,2
19081,37980,1
17602,29540,1
19122,37980,1
16125,49660,1
16506,21500,1
16502,21500,1
15214,38300,1
15840,-2,-2
19426,37980,1
19460,37980,1
19085,37980,1
15370,-2,-2
19383,37980,1
16172,35260,2
15697,38300,1
19013,37980,1
18766,42540,1
17201,16540,2
18505,42540,1
17405,49620,1
02912,39300,1
02917,39300,1
02903,39300,1
02886,39300,1
02918,39300,1
02908,39300,1
02881,39300,1
02809,39300,1
02840,39300,1
29829,12260,1
29204,17900,1
29621,11340,1
29406,16700,1
29901,25940,2
29630,24860,1
29424,16700,1
29520,-2,-2
29409,16700,1
29115,36700,2
29634,24860,1
29550,22500,1
29203,17900,1
29302,43900,1
29042,-2,-2
29639,-2,-2
29501,22500,1
29624,11340,1
29506,22500,1
29613,24860,1
29606,24860,1
29526,34820,1
29649,24940,2
29340,23500,2
29425,16700,1
29170,17900,1
29150,44940,1
29108,35140,2
29688,24860,1
29118,36700,2
29646,24940,2
29325,24860,1
29801,12260,1
29208,17900,1
29720,29580,2
29810,-2,-2
29379,46420,2
29117,36700,2
29303,43900,1
29301,43900,1
29670,11340,1
29423,16700,1
29556,-2,-2
29733,16740,1
29730,16740,1
57197,43620,1
57799,43940,2
57103,43620,1
57042,-2,-2
57301,33580,2
57201,47980,2
57078,49460,2
57701,39660,1
57401,10100,2
57752,-2,-2
57007,15100,2
57555,-2,-2
57105,43620,1
57262,-2,-2
57107,43620,1
57069,46820,2
57703,39660,1
37207,34980,1
32705,34980,1
37044,17300,1
38104,32820,1
37212,34980,1
38201,-2,-2
37321,-2,-2
37760,34100,1
37406,16860,1
37320,17420,1
38401,17940,2
37087,34980,1
37204,34980,1
37217,34980,1
38024,20540,2
37614,27740,1
37411,16860,1
37208,34980,1
37205,34980,1
38340,27180,1
37354,-2,-2
38301,27180,1
37203,34980,1
37998,28940,1
37620,28700,1
37917,28940,1
38126,32820,1
37752,-2,-2
38478,-2,-2
37804,28940,1
38152,32820,1
38111,32820,1
37132,34980,1
37682,27740,1
37388,46100,2
37206,34980,1
37209,34980,1
37064,34980,1
38112,32820,1
37748,25340,2
38134,32820,1
37383,46100,2
37933,28940,1
37315,16860,1
37303,11940,2
37403,16860,1
37996,28940,1
38238,32280,2
37918,28940,1
38505,18260,2
37404,16860,1
37210,34980,1
37617,28700,1
37743,24620,2
38305,27180,1
37240,34980,1
37066,34980,1
37813,34100,1
79699,10180,1
77511,26420,1
79109,11100,1
75041,19100,1
75904,31260,2
76909,41660,1
76012,19100,1
77056,26420,1
75090,43300,1
78752,12420,1
75766,27380,2
77840,17780,1
76798,47380,1
78102,13300,2
77833,14780,2
77566,26420,1
75244,19100,1
75134,19100,1
76549,28660,1
76437,-2,-2
79226,-2,-2
78705,12420,1
76240,23620,2
78412,18580,1
75247,19100,1
75211,19100,1
75234,19100,1
75227,19100,1
75062,19100,1
78404,18580,1
75063,19100,1
75670,32220,2
75505,45500,1
75429,19100,1
75150,19100,1
75202,19100,1
79915,21340,1
79901,21340,1
75231,19100,1
79008,14420,2
77550,26420,1
75020,43300,1
78230,41700,1
79698,10180,1
75751,11980,2
76645,-2,-2
77074,26420,1
77058,26420,1
77266,26420,1
77002,26420,1
77901,47020,1
77204,26420,1
79720,13700,2
76801,15220,2
78702,12420,1
78209,41700,1
76011,19100,1
77063,26420,1
78741,12420,1
75765,-2,-2
75207,19100,1
75662,30980,1
77705,13140,1
77630,13140,1
77640,13140,1
78040,29700,1
78041,29700,1
77520,26420,1
75607,30980,1
79407,31180,1
77591,26420,1
76513,28660,1
76708,47380,1
79697,10180,1
77036,26420,1
79705,33260,1
76308,48660,1
75110,18620,2
77381,26420,1
75038,19100,1
76203,19100,1
75455,34420,2
79764,36220,1
78207,41700,1
78541,32580,1
78520,15180,1
75633,-2,-2
75460,37580,2
75241,19100,1
77446,26420,1
76470,-2,-2
77005,26420,1
75243,19100,1
78704,12420,1
78203,41700,1
77006,26420,1
77341,26660,2
78212,41700,1
77501,26420,1
78028,28500,2
78228,41700,1
79336,30220,2
75275,19100,1
78735,12420,1
78801,46620,2
75165,19100,1
78626,12420,1
75962,34860,2
78666,12420,1
76059,19100,1
75160,19100,1
79832,-2,-2
76402,44500,2
76102,19100,1
76504,28660,1
75390,19100,1
78229,41700,1
77555,26420,1
76705,47380,1
75599,45500,1
78363,28780,2
77554,26420,1
77843,17780,1
76013,19100,1
78712,12420,1
75080,19100,1
79968,21340,1
75799,46340,1
77505,26420,1
76129,19100,1
75702,46340,1
78155,41700,1
79762,36220,1
78249,41700,1
77004,26420,1
79409,31180,1
76105,19100,1
76201,19100,1
77030,26420,1
78550,15180,1
79556,45020,2
79430,31180,1
75789,46340,1
76384,46900,2
79072,38380,2
76086,19100,1
79016,11100,1
79549,43660,2
77488,20900,2
84602,39340,1
96762,26180,1
84088,41620,1
84501,39220,2
84770,41100,1
84123,41620,1
84111,41620,1
84119,41620,1
84627,-2,-2
84720,16260,2
84401,36260,1
84322,30860,1
84058,39340,1
84130,41620,1
84112,41620,1
84408,36260,1
84105,41620,1
05201,13540,2
05401,15540,1
05735,40860,2
05676,12740,2
05667,12740,2
05764,40860,2
05656,-2,-2
05851,-2,-2
05344,-2,-2
05753,-2,-2
05602,12740,2
05663,12740,2
05439,15540,1
05701,40860,2
05827,-2,-2
05061,15540,1
05405,15540,1
24541,19260,1
24486,44420,2
24605,14140,2
22812,25500,1
23187,47260,1
23464,47260,1
24502,31340,1
23606,47260,1
23462,47260,1
23235,40060,1
24016,40220,1
24422,-2,-2
24327,28700,1
22802,25500,1
23410,-2,-2
24088,40220,1
22030,47900,1
22508,-2,-2
23943,-2,-2
23668,47260,1
24020,40220,1
23228,40060,1
22807,25500,1
23831,40060,1
23909,-2,-2
22645,49020,1
24501,31340,1
24401,44420,2
22401,47900,1
22207,47900,1
24219,-2,-2
24153,40220,1
24084,13980,1
23504,47260,1
22003,47900,1
23529,47260,1
24112,32300,2
23851,-2,-2
22902,16820,1
24141,13980,1
23005,40060,1
24503,31340,1
23149,47260,1
23805,40060,1
23173,40060,1
23868,-2,-2
22601,49020,1
23821,-2,-2
24641,14140,2
24595,31340,1
23666,47260,1
23510,47260,1
24293,-2,-2
24212,28700,1
24201,28700,1
24061,13980,1
24018,40220,1
23284,40060,1
22904,16820,1
24450,-2,-2
23806,40060,1
23220,40060,1
23502,47260,1
24382,-2,-2
98121,42660,1
98007,42660,1
98225,13380,1
98837,34180,2
98926,21260,2
98531,36500,1
98005,42660,1
98663,38900,1
98499,42660,1
99301,28420,1
99004,44060,1
98037,42660,1
98201,42660,1
98505,36500,1
98498,42660,1
99258,44060,1
98520,10140,2
98092,42660,1
98948,49420,1
98198,42660,1
98168,42660,1
98028,42660,1
98034,42660,1
98632,31020,1
98029,42660,1
98103,42660,1
98083,42660,1
98337,14740,1
98447,42660,1
98362,38820,2
98416,42660,1
98056,42660,1
98503,36500,1
98106,42660,1
98122,42660,1
98119,42660,1
98133,42660,1
98273,34580,1
98512,36500,1
99217,44060,1
99224,44060,1
98466,42660,1
99362,47460,2
99324,47460,2
99164,39420,2
98195,42660,1
98801,48300,1
98226,13380,1
99251,44060,1
98907,49420,1
26416,-2,-2
25801,13220,2
26032,48260,1
24701,14140,2
25304,16620,1
24712,14140,2
26241,-2,-2
26554,21900,2
26351,-2,-2
25701,26580,1
25755,26580,1
26101,37620,1
25313,16620,1
26105,37620,1
26726,19060,1
26426,17220,2
25443,47900,1
25637,-2,-2
25112,16620,1
26074,48540,1
25136,16620,1
26201,-2,-2
26003,48540,1
25301,16620,1
26505,34060,1
26506,34060,1
53234,33340,1
53704,31540,1
54301,24580,1
53511,27500,1
53547,27500,1
53217,33340,1
53186,33340,1
53140,16980,1
53097,33340,1
53711,31540,1
54912,11540,1
53144,16980,1
53220,33340,1
53073,43100,1
53015,31820,2
53094,48020,2
54935,22540,1
53233,33340,1
54494,32270,2
53202,33340,1
54936,22540,1
53222,33340,1
54501,-2,-2
54401,48140,1
54307,24580,1
54806,-2,-2
54971,22540,1
54115,24580,1
54220,31820,2
53809,38420,2
53203,33340,1
53708,31540,1
54601,29100,1
54701,20740,1
53072,33340,1
54602,29100,1
53190,48580,2
54871,-2,-2
54311,24580,1
53226,33340,1
54901,36780,1
53141,16980,1
53718,31540,1
54751,32860,2
54880,20260,1
53706,31540,1
53211,33340,1
53818,38420,2
54022,33460,1
54481,44620,2
82601,16220,1
82501,40180,2
82240,-2,-2
82007,16940,1
82435,-2,-2
82801,43260,2
82902,40540,2
82072,29660,2
82071,29660,2
94305,41940,1
47907,29140,1
75229,19100,1
30034,12060,1
30021,12060,1
41042,17140,1
07882,10900,1
73170,36420,1
78224,41700,1
30601,12020,1
95478,41860,1
07860,35620,1
05346,-2,-2
48237,19820,1
75093,19100,1
42303,36980,1
23236,40060,1
18704,42540,1
15401,38300,1
17111,25420,1
47630,21780,1
36276,-2,-2
17603,29540,1
54843,-2,-2
91803,31100,1
80014,19740,1
60056,16980,1
24012,40220,1
11722,35620,1
63376,41180,1
34243,42260,1
85284,38060,1
85251,38060,1
95678,40900,1
79925,21340,1
85283,38060,1
85225,38060,1
78758,12420,1
77090,26420,1
70806,12940,1
59521,25660,2
11784,35620,1
94551,41860,1
36609,33660,1
80012,19740,1
33907,15980,1
02062,14460,1
37932,28940,1
78723,12420,1
92096,41740,1
50323,19780,1
55101,33460,1
72712,22220,1
80236,19740,1
34119,34940,1
37040,17300,1
37072,34980,1
90034,31100,1
87109,10740,1
91761,40140,1
95210,44700,1
91746,31100,1
90703,31100,1
80525,22660,1
32746,36740,1
89102,29820,1
14127,15380,1
44125,17460,1
98444,42660,1
98370,14740,1
25401,25180,1
90502,31100,1
77098,26420,1
49715,42300,2
55720,20260,1
84601,39340,1
48060,19820,1
80918,17820,1
80227,19740,1
92408,40140,1
05452,15540,1
88345,40760,2
34748,36740,1
61761,14060,1
08817,35620,1
33064,33100,1
37211,34980,1
32819,36740,1
37228,34980,1
57108,43620,1
87110,10740,1
62837,-2,-2
62454,-2,-2
62863,-2,-2
85204,38060,1
48326,19820,1
48035,19820,1
64129,28140,1
86001,22380,1
49601,15620,2
63042,41180,1
85306,38060,1
32244,27260,1
55430,33460,1
68127,36540,1
46815,23060,1
33012,33100,1
33328,33100,1
78502,32580,1
06078,25540,1
93955,41500,1
64116,28140,1
93906,41500,1
54135,-2,-2
56633,14660,2
95827,40900,1
93036,37100,1
40223,31140,1
29615,24860,1
49202,27100,1
33181,33100,1
15220,38300,1
15907,27780,1
94538,41860,1
64804,27900,1
11791,35620,1
38501,18260,2
37042,17300,1
19146,37980,1
22209,47900,1
32935,37340,1
33126,33100,1
35805,26620,1
76109,19100,1
78251,41700,1
14068,15380,1
04090,38860,1
85212,38060,1
60173,16980,1
42240,17300,1
47715,21780,1
91402,31100,1
31909,17980,1
93944,41500,1
15701,26860,2
48170,19820,1
02111,14460,1
89014,29820,1
80111,19740,1
97205,38900,1
17055,25420,1
15146,38300,1
45212,17140,1
44136,17460,1
28232,16740,1
70062,35380,1
40504,30460,1
33965,15980,1
68071,-2,-2
33156,33100,1
99723,-2,-2
29579,34820,1
56557,-2,-2
85086,38060,1
64506,41140,1
63127,41180,1
95330,44700,1
92590,40140,1
85711,46060,1
32751,36740,1
34208,42260,1
46219,26900,1
48858,34380,2
85634,46060,1
01001,44140,1
01069,44140,1
01518,49340,1
01605,49340,1
01803,14460,1
02351,14460,1
02382,14460,1
02571,14460,1
02780,39300,1
02893,39300,1
03079,14460,1
03894,-2,-2
04096,38860,1
04217,-2,-2
04252,30340,1
04468,12620,1
05832,-2,-2
05855,-2,-2
06001,25540,1
06040,25540,1
06770,35300,1
06787,45860,2
06804,14860,1
06851,14860,1
07018,35620,1
07036,35620,1
07040,35620,1
07103,35620,1
07109,35620,1
07302,35620,1
07442,35620,1
07747,35620,1
07879,35620,1
08002,37980,1
08034,37980,1
08109,37980,1
08110,37980,1
08234,12100,1
08344,12100,1
08360,12100,1
10029,35620,1
10306,35620,1
10463,35620,1
10469,35620,1
10706,35620,1
10710,35620,1
11207,35620,1
11356,35620,1
11361,35620,1
11373,35620,1
11432,35620,1
11553,35620,1
11756,35620,1
11771,35620,1
11901,35620,1
11953,35620,1
12077,10580,1
12520,39100,1
12533,35620,1
12564,39100,1
12603,39100,1
12771,39100,1
12974,-2,-2
12986,31660,2
13080,12180,2
13421,45060,1
13619,-2,-2
13905,13780,1
14057,15380,1
14209,15380,1
14221,15380,1
14468,40380,1
14564,40380,1
14870,-2,-2
15009,38300,1
15317,38300,1
15666,38300,1
15729,26860,2
16117,35260,2
16371,47620,1
17061,25420,1
17062,-2,-2
17109,25420,1
17538,29540,1
18102,10900,1
18707,42540,1
18853,42380,1
19030,37980,1
19073,37980,1
19145,37980,1
19464,37980,1
19508,39740,1
19606,39740,1
19958,42580,2
20011,47900,1
20147,47900,1
20678,47900,1
20705,47900,1
20707,47900,1
20745,47900,1
20814,47900,1
20855,47900,1
20860,47900,1
21014,12580,1
21209,12580,1
21224,12580,1
21286,12580,1
22309,47900,1
22846,25500,1
22960,-2,-2
23112,40060,1
23188,47260,1
23322,47260,1
23456,47260,1
23487,47260,1
23517,47260,1
24477,44420,2
25045,-2,-2
25661,-2,-2
25958,-2,-2
26062,48260,1
26301,17220,2
27203,24660,1
27408,24660,1
27513,39580,1
27701,20500,1
28054,16740,1
28078,16740,1
28090,30740,2
28112,16740,1
28210,16740,1
28226,16740,1
28339,20380,2
28443,48900,1
28518,-2,-2
28713,-2,-2
28732,11700,1
29003,-2,-2
29033,17900,1
29063,17900,1
29072,17900,1
29445,16700,1
29575,34820,1
29673,11340,1
29706,16740,1
29832,12260,1
29902,25940,2
30024,12060,1
30032,12060,1
30047,12060,1
30066,12060,1
30075,12060,1
30076,12060,1
30078,12060,1
30083,12060,1
30088,12060,1
30189,12060,1
30253,12060,1
30281,12060,1
30290,12060,1
30311,12060,1
30345,12060,1
30349,12060,1
30909,12260,1
31078,31420,1
31088,47580,1
31305,15260,1
31324,42340,1
31401,31401,1
31717,12460,2
31730,-2,-2
31906,17980,1
32095,27260,1
32205,27260,1
32246,27260,1
32312,45220,1
32444,37460,1
32462,-2,-2
32503,37860,1
32526,37860,1
32570,37860,1
32804,36740,1
32963,46940,1
33015,33100,1
33018,33100,1
33146,33100,1
33166,33100,1
33183,33100,1
33312,33100,1
33325,33100,1
33332,33100,1
33334,33100,1
33409,33100,1
33460,33100,1
33496,33100,1
33513,45540,2
33709,45300,1
33761,45300,1
33777,45300,1
33809,29460,1
33844,29460,1
33948,39460,1
34142,17500,2
34232,42260,1
35020,13820,1
35045,13820,1
35083,18980,2
35401,46220,1
35406,46220,1
35453,46220,1
35674,22520,1
35801,26620,1
35816,26620,1
36040,33860,1
36107,33860,1
36544,33660,1
36866,10760,2
37110,-2,-2
37185,-2,-2
37332,-2,-2
37341,16860,1
37401,16860,1
37421,16860,1
37721,28940,1
37818,24620,2
38127,32820,1
38801,46180,2
38901,-2,-2
39341,-2,-2
39367,-2,-2
39452,-2,-2
39482,-2,-2
39501,25060,1
39503,25060,1
39567,37700,1
39577,25060,1
39759,18060,2
40204,31140,1
40212,31140,1
40241,31140,1
40299,31140,1
40484,-2,-2
41001,17140,1
41015,17140,1
42633,-2,-2
43085,18140,1
43229,18140,1
43605,45780,1
44041,11780,2
44052,17460,1
44105,17460,1
44113,17460,1
44147,17460,1
44224,10420,1
44260,10420,1
44408,20620,2
44641,15940,1
44646,15940,1
44890,35940,2
44902,31900,1
45013,17140,1
45122,17140,1
45205,17140,1
45219,17140,1
45245,17140,1
45255,17140,1
45333,43380,2
45365,43380,2
45420,19380,1
45503,44220,1
45784,37620,1
45833,-2,-2
46112,26900,1
46327,16980,1
46373,16980,1
46382,33140,1
46514,21140,1
46614,43780,1
46733,19540,2
46761,-2,-2
46774,23060,1
47025,17140,1
47265,35860,2
47720,21780,1
48071,19820,1
48074,19820,1
48098,19820,1
48180,19820,1
48192,19820,1
48224,19820,1
48234,19820,1
48239,19820,1
48313,19820,1
48340,19820,1
48505,22420,1
48637,10940,2
48770,-2,-2
49031,43780,1
49038,28020,1
49072,44780,2
49085,35660,1
49319,24340,1
49504,24340,1
49659,-2,-2
50255,-2,-2
50313,19780,1
50315,19780,1
51445,-2,-2
53074,33340,1
53105,16980,1
53204,33340,1
53206,33340,1
53209,33340,1
53570,33820,2
53807,-2,-2
54452,-2,-2
54984,-2,-2
55044,33460,1
55056,33460,1
55060,36940,2
55109,33460,1
55117,33460,1
55386,33460,1
55411,33460,1
55439,33460,1
55443,33460,1
55768,20260,1
55951,-2,-2
56071,-2,-2
56159,-2,-2
56470,-2,-2
56671,-2,-2
57039,43620,1
57235,-2,-2
59015,-2,-2
59034,-2,-2
59752,-2,-2
60008,16980,1
60010,16980,1
60068,16980,1
60103,16980,1
60136,16980,1
60416,16980,1
60438,16980,1
60451,16980,1
60505,16980,1
60539,16980,1
60615,16980,1
60617,16980,1
60620,16980,1
60641,16980,1
60643,16980,1
61244,19340,1
61752,-2,-2
61760,37900,1
62080,-2,-2
62095,41180,1
62226,41180,1
62230,41180,1
62311,-2,-2
62549,19500,1
63077,41180,1
63090,41180,1
63630,41180,1
63775,-2,-2
64014,28140,1
64050,28140,1
64128,28140,1
64831,22220,1
64865,22220,1
65101,27620,1
65637,-2,-2
65809,44180,1
66025,28140,1
66205,28140,1
66436,11860,2
68047,-2,-2
70121,35380,1
70130,35380,1
70343,26380,1
70392,34020,2
70555,10020,2
70774,12940,1
71073,33380,2
71129,43340,1
71303,10780,1
71765,20980,2
71923,-2,-2
72331,-2,-2
72401,27860,1
72756,22220,1
72941,22900,1
73049,36420,1
73065,36420,1
73084,36420,1
73129,36420,1
74037,46140,1
74429,46140,1
74569,-2,-2
75007,19100,1
75069,19100,1
75572,-2,-2
75606,30980,1
75647,30980,1
75755,-2,-2
75901,31260,2
75951,-2,-2
75961,34860,2
76103,19100,1
76111,19100,1
76116,19100,1
77015,26420,1
77024,26420,1
77033,26420,1
77039,26420,1
77051,26420,1
77304,26420,1
77353,26420,1
77575,26420,1
77659,13140,1
78154,41700,1
78213,41700,1
78238,41700,1
78253,41700,1
78381,18580,1
78521,15180,1
78539,32580,1
78572,32580,1
78596,32580,1
78606,-2,-2
78644,12420,1
79059,37420,2
79095,-2,-2
79760,36220,1
79902,21340,1
80022,19740,1
80209,19740,1
80210,19740,1
80917,17820,1
80920,17820,1
81521,24300,1
81650,-2,-2
82935,40540,2
83204,38540,1
83274,13940,2
84003,39340,1
84021,-2,-2
84078,46860,2
84103,41620,1
84302,14940,2
85012,38060,1
85259,38060,1
85327,38060,1
85353,38060,1
85364,49740,1
85533,40940,2
85710,46060,1
85719,46060,1
86333,39140,1
87124,10740,1
87417,22140,1
87501,42140,1
89049,37220,2
89101,29820,1
89445,-2,-2
90011,31100,1
90037,31100,1
90255,31100,1
90706,31100,1
91007,31100,1
91011,31100,1
91202,31100,1
91364,31100,1
91710,40140,1
91764,40140,1
91801,31100,1
91932,41740,1
91941,41740,1
92154,41740,1
92201,40140,1
92243,20940,1
92250,20940,1
92335,40140,1
92345,40140,1
92374,40140,1
92503,40140,1
92505,40140,1
92544,40140,1
92545,40140,1
92553,40140,1
92557,40140,1
92562,40140,1
92584,40140,1
92592,40140,1
92629,31100,1
92688,31100,1
93306,12540,1
93436,42060,1
93640,23420,1
93706,23420,1
93710,23420,1
94044,41860,1
94124,41860,1
94403,41860,1
94561,41860,1
94587,41860,1
94591,46700,1
94605,41860,1
94611,41860,1
95121,41940,1
95206,44700,1
95209,44700,1
95367,33700,1
95470,46380,2
95492,42220,1
95531,18860,2
95608,40900,1
95628,40900,1
95926,17020,1
96007,39820,1
96022,39780,2
96025,-2,-2
96706,26180,1
96791,26180,1
97005,38900,1
97206,38900,1
97223,38900,1
97330,18700,1
97415,15060,2
97444,15060,2
97526,24420,2
98004,42660,1
98040,42660,1
98148,42660,1
98261,-2,-2
98371,42660,1
98516,36500,1
99022,44060,1
99037,44060,1
99207,44060,1
99577,11260,1
35022,13820,1
30309,12060,1
20902,47900,1
10601,35620,1
