UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR50,SATVR50,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT50,SATMT50,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM50,ACTCM50,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN50,ACTEN50,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT50,ACTMT50,XACTMT75,ACTMT75
110538,1,3,1,1,3,3,3,1,3,3,3,3,R,23322,R,9501,R,13821,S,,S,,R,21623,R,8756,R,12867,S,,S,,R,2197,R,904,R,1293,S,,S,,R,2151,R,887,R,1264,S,,S,,R,46,R,17,R,29,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110547,1,3,1,1,3,3,3,1,3,5,3,3,R,19921,R,8829,R,11092,S,,S,,R,18586,R,8142,R,10444,S,,S,,R,1732,R,736,R,996,S,,S,,R,1627,R,693,R,934,S,,S,,R,105,R,43,R,62,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110556,1,3,1,1,3,3,3,1,3,3,3,3,R,21521,R,9290,R,12231,S,,S,,R,20501,R,8821,R,11680,S,,S,,R,3591,R,1445,R,2146,S,,S,,R,3307,R,1306,R,2001,S,,S,,R,284,R,139,R,145,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110565,1,3,1,1,3,3,3,1,3,3,3,3,R,53559,R,22461,R,31098,S,,S,,R,48482,R,19933,R,28549,S,,S,,R,6887,R,3057,R,3830,S,,S,,R,6595,R,2918,R,3677,S,,S,,R,292,R,139,R,153,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110574,1,3,1,1,3,3,3,1,3,5,3,3,R,11867,R,5016,R,6851,S,,S,,R,11557,R,4893,R,6664,S,,S,,R,792,R,343,R,449,S,,S,,R,767,R,324,R,443,S,,S,,R,25,R,19,R,6,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110583,1,3,1,1,3,3,3,1,3,3,3,3,R,83967,R,34211,R,49756,S,,S,,R,38854,R,14479,R,24375,S,,S,,R,6482,R,2509,R,3973,S,,S,,R,6298,R,2433,R,3865,S,,S,,R,184,R,76,R,108,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110592,1,3,1,1,3,3,3,1,3,5,3,3,R,32723,R,14247,R,18476,S,,S,,R,29860,R,12802,R,17058,S,,S,,R,2814,R,1363,R,1451,S,,S,,R,2743,R,1323,R,1420,S,,S,,R,71,R,40,R,31,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110608,1,3,1,1,3,3,3,1,3,3,3,3,R,33005,R,14995,R,18010,S,,S,,R,30842,R,13870,R,16972,S,,S,,R,5543,R,2620,R,2923,S,,S,,R,5472,R,2586,R,2886,S,,S,,R,71,R,34,R,37,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110617,1,3,1,1,3,3,3,1,3,5,3,3,R,27702,R,12052,R,15650,S,,S,,R,26036,R,11238,R,14798,S,,S,,R,3989,R,1770,R,2219,S,,S,,R,3893,R,1715,R,2178,S,,S,,R,96,R,55,R,41,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110635,1,3,1,5,5,3,3,1,3,5,1,3,R,124242,R,60612,R,63630,A,,R,0,R,13639,R,5473,R,8166,A,,R,0,R,6272,R,2705,R,3567,A,,R,0,R,6232,R,2691,R,3541,A,,R,0,R,40,R,14,R,26,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110644,1,3,1,1,3,3,3,1,3,5,1,3,R,98864,R,43348,R,52516,A,,R,3000,R,41353,R,17217,R,24136,A,,R,0,R,6767,R,2771,R,3996,A,,R,0,R,6615,R,2714,R,3901,A,,R,0,R,152,R,57,R,95,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110653,1,1,1,1,3,3,3,1,3,5,1,3,R,122699,R,57725,R,64974,A,,R,0,R,35054,R,14772,R,20282,A,,R,0,R,6736,R,2846,R,3890,A,,R,0,R,6717,R,2835,R,3882,A,,R,0,R,19,R,11,R,8,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110662,1,3,1,1,3,3,3,1,3,3,1,3,R,146272,R,67788,R,78484,A,,R,0,R,13114,R,5468,R,7646,A,,R,0,R,6610,R,2629,R,3981,A,,R,0,R,6603,R,2624,R,3979,A,,R,0,R,7,R,5,R,2,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110671,1,3,1,1,3,3,3,1,3,3,3,3,R,58048,R,27684,R,30364,A,,R,0,R,44343,R,20031,R,24312,A,,R,0,R,5422,R,2512,R,2910,A,,R,0,R,5401,R,2501,R,2900,A,,R,0,R,21,R,11,R,10,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110680,1,3,1,1,3,3,3,1,3,5,1,3,R,134450,R,63349,R,71101,A,,R,0,R,35917,R,14810,R,21107,A,,R,0,R,7330,R,3155,R,4175,A,,R,0,R,7317,R,3148,R,4169,A,,R,0,R,13,R,7,R,6,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110705,1,3,1,1,3,3,3,1,3,3,1,3,R,110259,R,50112,R,60147,A,,R,0,R,36347,R,14725,R,21622,A,,R,0,R,5008,R,1918,R,3090,A,,R,0,R,4988,R,1911,R,3077,A,,R,0,R,20,R,7,R,13,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
110714,1,3,1,1,3,3,3,1,3,3,3,3,R,71722,R,31765,R,39957,A,,R,0,R,47186,R,19903,R,27283,A,,R,0,R,4383,R,1979,R,2404,A,,R,0,R,4373,R,1975,R,2398,A,,R,0,R,10,R,4,R,6,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
111081,5,5,1,5,1,1,3,1,3,3,1,3,R,2004,R,570,R,1235,R,196,R,3,R,648,R,186,R,398,R,63,R,1,R,181,R,45,R,109,R,27,R,0,R,181,R,45,R,109,R,27,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
111188,1,3,1,1,3,3,3,1,3,3,3,3,R,961,R,755,R,206,S,,S,,R,913,R,712,R,201,S,,S,,R,189,R,165,R,24,S,,S,,R,187,R,164,R,23,S,,S,,R,2,R,1,R,1,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
111638,5,3,1,3,5,3,3,1,1,5,1,3,R,47,R,7,R,40,A,,R,0,R,20,R,4,R,16,A,,R,0,R,20,R,4,R,16,A,,R,0,R,20,R,4,R,16,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
111948,1,5,1,1,1,1,5,1,3,5,1,3,R,15634,R,5652,R,9973,S,,S,,R,10230,R,3610,R,6612,S,,S,,R,1631,R,568,R,1060,S,,S,,R,1627,R,566,R,1058,S,,S,,R,4,R,2,R,2,S,,S,,R,236,R,14,R,78,R,5,R,630,R,680,R,720,R,630,R,670,R,720,R,28,R,30,R,31,R,28,R,32,R,35,R,25,R,27,R,29
111966,1,3,1,5,5,5,3,1,3,5,1,3,R,808,R,218,R,590,A,,R,0,R,313,R,44,R,269,A,,R,0,R,11,R,2,R,9,A,,R,0,R,11,R,2,R,9,A,,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
112075,1,5,1,5,5,5,3,1,3,3,5,3,R,4413,R,1915,R,2498,A,,R,0,R,2912,R,1099,R,1813,A,,R,0,R,338,R,143,R,195,A,,R,0,R,337,R,143,R,194,A,,R,0,R,1,R,0,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
112084,1,5,1,5,3,3,5,1,3,3,5,5,R,185,R,56,R,129,A,,R,0,R,57,R,22,R,35,A,,R,0,R,9,R,6,R,3,A,,R,0,R,9,R,6,R,3,A,,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
112260,5,5,1,1,1,3,5,1,3,5,1,5,R,6529,R,2967,R,3225,S,,S,,R,626,R,291,R,312,S,,S,,R,337,R,171,R,156,S,,S,,R,337,R,171,R,156,S,,S,,A,,A,,A,,S,,S,,R,87,R,26,R,45,R,13,R,720,R,750,R,770,R,750,R,780,R,790,R,33,R,34,R,35,R,34,R,35,R,35,R,31,R,33,R,35
112394,1,3,1,3,5,5,3,1,3,3,1,3,R,340,R,262,R,78,S,,S,,R,174,R,133,R,41,S,,S,,R,73,R,53,R,20,S,,S,,R,65,R,46,R,19,S,,S,,R,8,R,7,R,1,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
113582,1,3,1,3,1,3,3,1,3,3,1,3,R,7,Z,0,R,7,S,,S,,R,7,A,,R,7,S,,S,,R,2,A,,R,2,S,,S,,R,2,A,,R,2,S,,S,,R,0,A,,R,0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
113616,1,5,1,5,1,5,5,1,5,5,1,5,R,29,R,15,R,14,S,,S,,R,12,R,6,R,6,S,,S,,R,7,R,3,R,4,S,,S,,R,7,R,3,R,4,S,,S,,A,,A,,A,,S,,S,,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
113698,5,5,5,5,5,5,5,1,5,5,5,5,R,2006,R,551,R,1455,R,0,R,0,R,1675,R,474,R,1201,A,,R,0,R,213,R,64,R,149,A,,R,0,R,212,R,63,R,149,A,,R,0,R,1,R,1,R,0,A,,R,0,R,5,R,2,R,2,R,1,R,620,R,650,R,660,R,590,R,640,R,640,S,,S,,S,,S,,S,,S,,S,,S,,S,
114354,1,3,1,5,1,1,3,1,3,5,1,3,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
114813,1,5,1,1,5,5,3,1,3,3,5,3,R,1773,R,555,R,1213,A,,R,5,R,1136,R,367,R,767,A,,R,2,R,196,R,71,R,125,A,,R,0,R,193,R,69,R,124,A,,R,0,R,3,R,2,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
115409,5,5,1,1,1,3,5,1,3,5,1,3,R,5094,R,3424,R,1664,S,,S,,R,645,R,293,R,351,S,,S,,R,231,R,115,R,116,S,,S,,R,231,R,115,R,116,S,,S,,A,,A,,A,,S,,S,,R,119,R,52,R,36,R,16,R,730,R,750,R,770,R,770,R,790,R,800,R,34,R,35,R,36,R,35,R,35,R,36,R,33,R,35,R,35
115755,1,3,1,1,3,3,3,1,3,3,3,3,R,15725,R,7300,R,8425,S,,S,,R,15442,R,7160,R,8282,S,,S,,R,909,R,449,R,460,S,,S,,R,887,R,434,R,453,S,,S,,R,22,R,15,R,7,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117104,1,3,1,3,1,3,3,1,3,3,1,3,R,238,R,106,R,132,A,,R,0,R,228,R,99,R,129,A,,R,0,R,77,R,39,R,38,A,,R,0,R,69,R,35,R,34,A,,R,0,R,8,R,4,R,4,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117140,1,3,1,1,1,3,5,1,3,5,1,3,R,7110,R,2549,R,4561,S,,S,,R,5060,R,1717,R,3343,S,,S,,R,496,R,191,R,305,S,,S,,R,483,R,182,R,301,S,,S,,R,13,R,9,R,4,S,,S,,R,24,R,5,R,9,R,2,R,498,R,565,R,663,R,488,R,530,R,573,R,18,R,20,R,25,R,17,R,20,R,25,R,16,R,21,R,27
117168,1,3,1,3,5,1,3,1,3,3,1,3,R,528,R,97,R,431,R,0,R,0,R,498,R,89,R,409,A,,R,0,R,115,R,19,R,96,A,,R,0,R,115,R,19,R,96,A,,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117283,1,3,3,3,1,3,3,3,3,3,1,3,R,22,R,10,R,12,A,,R,0,R,12,R,6,R,6,A,,R,0,R,11,R,6,R,5,A,,R,0,R,9,R,5,R,4,A,,R,0,R,2,R,1,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117627,1,3,1,1,3,3,3,1,3,3,3,3,R,1917,R,645,R,1272,S,,S,,R,1754,R,585,R,1169,S,,S,,R,233,R,82,R,151,S,,S,,R,231,R,82,R,149,S,,S,,R,2,R,0,R,2,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117751,1,5,1,1,1,3,3,1,3,5,1,5,R,1051,R,515,R,536,A,,R,0,R,883,R,416,R,467,A,,R,0,R,404,R,210,R,194,A,,R,0,R,402,R,209,R,193,A,,R,0,R,2,R,1,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
117946,1,5,1,1,1,3,5,1,3,5,1,3,R,23089,R,9307,R,13782,A,,R,0,R,10409,R,4505,R,5904,A,,R,0,R,1541,R,737,R,804,A,,R,0,R,1537,R,736,R,801,A,,R,0,R,4,R,1,R,3,A,,R,0,R,279,R,18,R,122,R,8,R,640,R,680,R,720,R,620,R,670,R,710,R,28,R,30,R,32,R,29,R,32,R,34,R,25,R,27,R,30
118198,3,3,3,3,1,1,3,3,1,3,1,3,R,1704,R,620,R,1084,A,,R,0,R,1080,R,389,R,691,A,,R,0,R,441,R,147,R,294,A,,R,0,R,194,R,61,R,133,A,,R,0,R,247,R,86,R,161,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
118693,1,3,1,1,5,3,3,1,3,5,5,3,R,4637,R,1760,R,2548,R,11,R,318,R,3175,R,1181,R,1984,R,10,R,0,R,167,R,89,R,78,R,0,R,0,R,165,R,88,R,77,A,,R,0,R,2,R,1,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
118888,1,5,1,5,1,5,5,1,3,5,1,5,R,18030,R,8170,R,9853,A,,R,7,R,3002,R,1374,R,1626,A,,R,2,R,446,R,219,R,226,A,,R,1,R,446,R,219,R,226,A,,R,1,A,,A,,A,,A,,A,,R,87,R,20,R,21,R,5,R,690,R,720,R,740,R,730,R,760,R,780,R,32,R,32,R,33,R,32,R,34,R,35,R,29,R,31,R,32
119173,1,5,1,3,5,3,3,1,3,5,5,3,R,4882,R,174,R,4705,S,,S,,R,3570,R,84,R,3485,S,,S,,R,428,R,18,R,410,S,,S,,R,428,R,18,R,410,S,,S,,R,0,R,0,R,0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
119270,5,3,1,5,1,1,3,1,1,3,1,3,R,458,R,288,R,170,R,0,R,0,R,357,R,218,R,139,A,,R,0,R,145,R,92,R,53,A,,R,0,R,118,R,73,R,45,A,,R,0,R,27,R,19,R,8,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
119775,1,3,1,3,3,1,3,1,3,3,3,5,R,10,R,3,R,7,A,,R,0,R,10,R,3,R,7,A,,R,0,R,4,R,0,R,4,A,,R,0,R,4,A,,R,4,A,,R,0,R,0,A,,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
120166,1,3,1,3,5,5,3,1,3,5,5,3,R,853,R,354,R,487,R,12,R,0,R,817,R,329,R,476,R,12,R,0,R,46,R,26,R,20,R,0,R,0,R,45,R,26,R,19,A,,R,0,R,1,R,0,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
120254,5,5,1,5,1,5,5,1,3,5,1,3,R,6461,R,2628,R,3821,S,,S,,R,2854,R,1066,R,1783,S,,S,,R,509,R,210,R,299,S,,S,,R,509,R,210,R,299,S,,S,,A,,A,,A,,S,,S,,R,101,R,20,R,41,R,8,R,690,R,720,R,750,R,690,R,720,R,770,R,31,R,33,R,34,R,33,R,34,R,35,R,28,R,30,R,33
120403,5,3,5,5,5,1,5,1,3,3,1,5,R,2549,R,646,R,1888,A,,R,15,R,2084,R,493,R,1578,A,,R,13,R,218,R,69,R,148,A,,R,1,R,218,R,69,R,148,A,,R,1,R,0,R,0,R,0,A,,R,0,R,8,R,4,R,1,R,0,R,665,R,685,R,720,R,600,R,625,R,675,S,,S,,S,,S,,S,,S,,S,,S,,S,
120537,1,5,1,5,1,3,5,1,3,3,1,5,R,940,R,310,R,584,A,,R,46,R,310,R,112,R,187,A,,R,11,R,119,R,49,R,67,A,,R,3,R,119,R,49,R,67,A,,R,3,R,0,R,0,R,0,A,,R,0,R,13,R,11,R,3,R,3,R,420,R,510,R,570,R,420,R,510,R,650,S,,S,,S,,S,,S,,S,,S,,S,,S,
120661,3,3,1,3,3,3,3,3,1,5,3,3,R,207,R,24,R,183,Z,0,R,0,R,207,R,24,R,183,A,,R,0,R,141,R,16,R,125,A,,R,0,R,141,R,16,R,125,A,,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
120768,1,1,1,5,1,3,5,5,3,1,1,5,R,64,R,22,R,42,S,,S,,R,22,R,9,R,13,S,,S,,R,5,R,0,R,5,S,,S,,R,0,A,,R,0,S,,S,,R,5,A,,R,5,S,,S,,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
120865,1,3,1,5,5,3,3,1,3,3,3,3,R,1313,R,519,R,794,A,,R,0,R,621,R,232,R,389,A,,R,0,R,87,R,31,R,56,A,,R,0,R,87,R,31,R,56,A,,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
120883,1,5,1,1,1,1,5,1,3,5,1,3,R,7780,R,2613,R,4936,A,,R,231,R,5549,R,2007,R,3442,A,,R,100,R,766,R,315,R,446,A,,R,5,R,764,R,314,R,445,A,,R,5,R,2,R,1,R,1,A,,R,0,R,162,R,21,R,40,R,5,R,590,R,655,R,710,R,593,R,690,R,770,R,23,R,29,R,32,R,23,R,28,R,33,R,24,R,27,R,31
121150,1,3,1,3,1,3,5,1,3,5,1,3,R,11526,R,4197,R,7325,A,,R,4,R,7245,R,2716,R,4528,A,,R,1,R,843,R,353,R,490,A,,R,0,R,840,R,353,R,487,A,,R,0,R,3,Z,0,R,3,A,,R,0,R,149,R,18,R,84,R,10,R,650,R,680,R,710,R,640,R,690,R,740,R,29,R,31,R,32,R,30,R,33,R,35,R,27,R,28,R,32
121257,1,5,1,5,1,5,3,1,3,5,1,3,R,3438,R,973,R,1565,R,189,R,711,R,865,R,256,R,462,R,54,R,93,R,310,R,126,R,165,R,19,R,0,R,310,R,126,R,165,R,19,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
121309,1,3,1,1,1,3,5,5,3,3,1,5,R,3265,R,1084,R,2181,A,,R,0,R,2732,R,969,R,1763,A,,R,0,R,585,R,185,R,400,A,,R,0,R,584,R,185,R,399,A,,R,0,R,1,R,0,R,1,A,,R,0,R,44,R,8,R,35,R,6,R,610,R,645,R,695,R,565,R,615,R,670,R,25,R,28,R,32,R,23,R,29,R,34,R,23,R,26,R,28
121345,5,5,1,1,1,5,5,1,3,5,1,3,R,12249,R,5283,R,6956,S,,S,,R,868,R,401,R,466,S,,S,,R,436,R,194,R,242,S,,S,,R,436,R,194,R,242,S,,S,,R,0,R,0,R,0,S,,S,,R,155,R,36,R,59,R,14,R,740,R,760,R,770,R,750,R,780,R,790,R,33,R,34,R,35,R,35,R,35,R,36,R,31,R,33,R,35
121691,1,5,1,5,5,3,5,1,3,5,1,5,R,3766,R,1675,R,2088,S,,S,,R,3115,R,1334,R,1778,S,,S,,R,494,R,223,R,271,S,,S,,R,494,R,223,R,271,S,,S,,R,0,R,0,R,0,S,,S,,R,78,R,16,R,13,R,3,R,560,R,640,R,680,R,547,R,600,R,670,R,21,R,26,R,28,R,20,R,24,R,32,R,23,R,27,R,28
122409,1,3,1,1,3,3,3,1,3,3,3,3,R,89972,R,37490,R,52482,S,,S,,R,32561,R,12805,R,19756,S,,S,,R,6629,R,2624,R,4005,S,,S,,R,6552,R,2594,R,3958,S,,S,,R,77,R,30,R,47,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
122436,1,5,1,1,1,5,3,1,3,5,1,3,R,17008,R,6311,R,10697,S,,S,,R,8908,R,3262,R,5646,S,,S,,R,1104,R,401,R,703,S,,S,,R,1102,R,400,R,702,S,,S,,R,2,R,1,R,1,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
122506,1,3,1,3,1,1,3,1,3,5,1,3,R,428,R,206,R,196,S,,S,,R,235,R,117,R,102,S,,S,,R,64,R,34,R,29,S,,S,,R,64,R,34,R,29,S,,S,,A,,A,,A,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
122597,1,3,1,1,3,3,3,1,3,5,3,3,R,28221,R,11330,R,16891,S,,S,,R,27215,R,10837,R,16378,S,,S,,R,2340,R,1048,R,1292,S,,S,,R,2218,R,998,R,1220,S,,S,,R,122,R,50,R,72,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
122612,1,3,1,1,5,3,5,1,3,5,1,3,R,24888,R,8588,R,15958,R,321,R,21,R,15358,R,5098,R,9993,R,257,R,10,R,920,R,324,R,575,R,18,R,3,R,918,R,323,R,574,R,18,R,3,R,2,R,1,R,1,R,0,R,0,R,114,R,12,R,24,R,3,R,610,R,650,R,700,R,580,R,640,R,690,R,25,R,28,R,30,R,26,R,28,R,33,R,24,R,26,R,28
122728,1,3,1,5,3,3,5,5,3,3,5,3,R,1289,R,549,R,740,A,,R,0,R,1203,R,498,R,705,A,,R,0,C,236,R,97,C,139,A,,R,0,C,231,R,92,C,139,A,,R,0,R,5,R,5,R,0,A,,R,0,R,14,R,6,R,0,R,0,R,553,R,595,R,638,R,488,R,555,R,590,A,,A,,A,,A,,A,,A,,A,,A,,A,
122755,1,3,1,1,3,3,3,1,3,3,3,3,R,37132,R,18614,R,18518,S,,S,,R,31419,R,14620,R,16799,S,,S,,R,4604,R,2388,R,2216,S,,S,,R,4414,R,2269,R,2145,S,,S,,R,190,R,119,R,71,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
122931,1,5,1,1,1,3,5,1,3,3,1,3,R,18970,R,8928,R,10042,A,,R,0,R,9105,R,3975,R,5130,A,,R,0,R,1611,R,805,R,806,A,,R,0,R,1605,R,800,R,805,A,,R,0,R,6,R,5,R,1,A,,R,0,R,385,R,24,R,154,R,10,R,670,R,700,R,730,R,680,R,720,R,760,R,31,R,32,R,33,A,,A,,A,,R,29,R,31,R,33
123165,5,5,1,1,1,3,5,1,3,5,1,3,R,3199,Z,0,R,3199,A,,R,0,R,1225,A,,R,1225,A,,R,0,R,313,A,,R,313,A,,R,0,R,313,A,,R,313,A,,R,0,A,,A,,A,,A,,A,,R,76,R,24,R,49,R,16,R,720,R,750,R,770,R,720,R,750,R,770,R,31,R,33,R,34,R,34,R,35,R,35,R,27,R,30,R,32
123280,1,3,1,3,1,3,3,1,3,3,1,3,R,12,R,8,R,4,R,0,R,0,R,12,R,8,R,4,A,,R,0,R,10,R,8,R,2,A,,R,0,R,5,R,5,R,0,A,,R,0,R,5,R,3,R,2,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
123457,1,3,1,3,3,3,3,1,3,3,3,3,R,823,R,414,R,409,R,0,R,0,R,708,R,311,R,397,A,,R,0,R,171,R,118,R,53,A,,R,0,R,171,R,118,R,53,A,,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
123554,1,3,1,1,1,3,3,1,3,3,3,5,R,5175,R,2001,R,3171,S,,S,,R,4478,R,1741,R,2734,S,,S,,R,424,R,201,R,223,S,,S,,R,421,R,200,R,221,S,,S,,R,3,R,1,R,2,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
