UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A
101602,R,2130,R,1122,R,1008,R,381,R,18,R,2130,R,1122,R,1008,R,381,R,18,A,,A,,A,,A,,A,,R,1868,R,88,R,7342768,R,3931,R,908,R,81,R,5940554,R,6542,R,960,R,95,R,1402214,R,1461,R,678,R,32,R,3877238,R,5719,R,669,R,60,R,3845781,R,5749,R,9,R,1,R,31457,R,3495,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,343,R,90,R,324,R,85,R,324,R,85,R,2408357,R,7433,R,233,R,61,R,1554121,R,6670,R,232,R,61,R,1512109,R,6518,R,70,R,18,R,42012,R,600,R,72,R,19,R,81057,R,1126,R,166,R,44,R,773179,R,4658,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
101648,R,308,R,308,R,0,R,173,R,56,R,308,R,308,R,0,R,173,R,56,A,,A,,A,,A,,A,,R,293,R,95,R,3366334,R,11489,R,293,R,95,R,3366334,R,11489,R,0,Z,0,R,0,A,,R,165,R,54,R,946573,R,5737,R,165,R,54,R,946573,R,5737,R,0,Z,0,R,0,A,,R,118,R,38,R,527301,R,4469,R,118,R,38,R,527301,R,4469,R,0,Z,0,R,0,A,,R,170,R,98,R,167,R,97,R,167,R,97,R,1854519,R,11105,R,90,R,52,R,556905,R,6188,R,89,R,51,R,542839,R,6099,R,10,R,6,R,14066,R,1407,R,14,R,8,R,63470,R,4534,R,143,R,83,R,1234144,R,8630,R,58,R,34,R,274240,R,4728,R,56,R,32,R,224858,R,4015,R,4,R,2,R,49382,R,12346
101675,R,1151,R,1151,R,0,R,177,R,15,R,1151,R,1151,R,0,R,177,R,15,A,,A,,A,,A,,A,,R,1017,R,88,R,11200282,R,11013,R,1017,R,88,R,11200282,R,11013,R,0,Z,0,R,0,A,,R,828,R,72,R,5433897,R,6563,R,828,R,72,R,5433897,R,6563,R,0,Z,0,R,0,A,,R,839,R,73,R,5956102,R,7099,R,839,R,73,R,5956102,R,7099,R,0,Z,0,R,0,A,,R,156,R,88,R,156,R,88,R,153,R,86,R,1740165,R,11374,R,138,R,78,R,1076141,R,7798,R,136,R,77,R,936103,R,6883,R,50,R,28,R,140038,R,2801,R,36,R,20,R,76090,R,2114,R,101,R,57,R,587934,R,5821,R,138,R,78,R,873706,R,6331,R,137,R,77,R,849505,R,6201,R,4,R,2,R,24201,R,6050
101693,R,1688,R,1174,R,514,R,288,R,17,R,1688,R,1174,R,514,R,288,R,17,A,,A,,A,,A,,A,,R,1100,R,65,R,21945372,R,19950,R,1091,R,93,R,21847292,R,20025,R,9,R,2,R,98080,R,10898,R,433,R,26,R,3119757,R,7205,R,433,R,37,R,3119757,R,7205,R,0,R,0,R,0,A,,R,621,R,37,R,4384054,R,7060,R,613,R,52,R,4237444,R,6913,R,8,R,2,R,146610,R,18326,R,288,R,100,R,192,R,67,R,192,R,67,R,3596765,R,18733,R,103,R,36,R,490197,R,4759,R,103,R,36,R,487697,R,4735,R,5,R,2,R,2500,R,500,R,133,R,46,R,259475,R,1951,R,186,R,65,R,2847093,R,15307,R,113,R,39,R,748612,R,6625,R,112,R,39,R,625173,R,5582,R,10,R,3,R,123439,R,12344
101709,R,2545,R,2087,R,458,R,499,R,20,R,2545,R,2087,R,458,R,499,R,20,A,,A,,A,,A,,A,,R,1929,R,76,R,26049949,R,13504,R,1902,R,91,R,25998272,R,13669,R,27,R,6,R,51677,R,1914,R,824,R,32,R,5035486,R,6111,R,824,R,39,R,5035486,R,6111,R,0,R,0,R,0,A,,R,1055,R,41,R,6835081,R,6479,R,1055,R,51,R,6835081,R,6479,R,0,R,0,R,0,A,,R,495,R,99,R,495,R,99,R,493,R,99,R,6321899,R,12823,R,202,R,40,R,1284573,R,6359,R,201,R,40,R,1244743,R,6193,R,55,R,11,R,39830,R,724,R,34,R,7,R,54627,R,1607,R,487,R,98,R,4982699,R,10231,R,272,R,55,R,1806006,R,6640,R,267,R,54,R,1386012,R,5191,R,36,R,7,R,419994,R,11667
101736,R,4136,R,1926,R,2210,R,441,R,11,R,4136,R,1926,R,2210,R,441,R,11,A,,A,,A,,A,,A,,R,3527,R,85,R,12023853,R,3409,R,1340,R,70,R,8924006,R,6660,R,2187,R,99,R,3099847,R,1417,R,1104,R,27,R,7180991,R,6505,R,1090,R,57,R,7101295,R,6515,R,14,R,1,R,79696,R,5693,R,1003,R,24,R,2705112,R,2697,R,995,R,52,R,2689112,R,2703,R,8,R,0,R,16000,R,2000,R,414,R,94,R,414,R,94,R,354,R,80,R,2863982,R,8090,R,281,R,64,R,2255863,R,8028,R,281,R,64,R,2229437,R,7934,R,66,R,15,R,26426,R,400,R,75,R,17,R,40323,R,538,R,161,R,37,R,567796,R,3527,R,275,R,62,R,608202,R,2212,R,275,R,62,R,608202,R,2212,R,0,R,0,R,0,A,
101879,R,7451,R,5468,R,1983,R,1080,R,14,R,7451,R,5468,R,1983,R,1080,R,14,A,,A,,A,,A,,A,,R,4229,R,57,R,42907635,R,10146,R,4174,R,76,R,42702251,R,10231,R,55,R,3,R,205384,R,3734,R,1814,R,24,R,10282414,R,5668,R,1813,R,33,R,10276249,R,5668,R,1,R,0,R,6165,R,6165,R,2407,R,32,R,15765967,R,6550,R,2404,R,44,R,15748467,R,6551,R,3,R,0,R,17500,R,5833,R,1059,R,98,R,1057,R,98,R,1033,R,96,R,12312799,R,11919,R,399,R,37,R,2458443,R,6162,R,399,R,37,R,2417294,R,6058,R,111,R,10,R,41149,R,371,R,10,R,1,R,22422,R,2242,R,973,R,90,R,9831934,R,10105,R,514,R,48,R,3302417,R,6425,R,504,R,47,R,2586716,R,5132,R,66,R,6,R,715701,R,10844
101897,R,2905,R,1547,R,1358,R,377,R,13,R,2905,R,1547,R,1358,R,377,R,13,A,,A,,A,,A,,A,,R,1296,R,45,R,7348186,R,5670,R,1219,R,79,R,7214295,R,5918,R,77,R,6,R,133891,R,1739,R,993,R,34,R,5630927,R,5671,R,971,R,63,R,5569364,R,5736,R,22,R,2,R,61563,R,2798,R,347,R,12,R,1263861,R,3642,R,347,R,22,R,1263861,R,3642,R,0,R,0,R,0,A,,R,350,R,93,R,343,R,91,R,338,R,90,R,2457483,R,7271,R,249,R,66,R,1777531,R,7139,R,249,R,66,R,1744724,R,7007,R,26,R,7,R,32807,R,1262,R,38,R,10,R,30600,R,805,R,185,R,49,R,649352,R,3510,R,59,R,16,R,189532,R,3212,R,59,R,16,R,189532,R,3212,R,0,R,0,R,0,A,
101912,R,1332,R,1306,R,26,R,287,R,22,R,1332,R,1306,R,26,R,287,R,22,A,,A,,A,,A,,A,,R,1242,R,93,R,17846889,R,14369,R,1241,R,95,R,17845944,R,14380,R,1,R,4,R,945,R,945,R,591,R,44,R,3544194,R,5997,R,590,R,45,R,3543249,R,6006,R,1,R,4,R,945,R,945,R,758,R,57,R,5283671,R,6971,R,757,R,58,R,5278171,R,6972,R,1,R,4,R,5500,R,5500,R,287,R,100,R,284,R,99,R,284,R,99,R,3793076,R,13356,R,121,R,42,R,710772,R,5874,R,120,R,42,R,649772,R,5415,R,33,R,11,R,61000,R,1848,R,33,R,11,R,58274,R,1766,R,283,R,99,R,3024030,R,10686,R,222,R,77,R,1433107,R,6455,R,222,R,77,R,1338536,R,6029,R,8,R,3,R,94571,R,11821
101994,R,576,R,365,R,211,R,79,R,14,R,576,R,365,R,211,R,79,R,14,A,,A,,A,,A,,A,,R,558,R,97,R,3158509,R,5660,R,352,R,96,R,2689274,R,7640,R,206,R,98,R,469235,R,2278,R,288,R,50,R,1837140,R,6379,R,272,R,75,R,1741743,R,6403,R,16,R,8,R,95397,R,5962,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,77,R,97,R,77,R,97,R,77,R,97,R,769271,R,9991,R,59,R,75,R,465592,R,7891,R,58,R,73,R,456984,R,7879,R,9,R,11,R,8608,R,956,R,7,R,9,R,10645,R,1521,R,51,R,65,R,293034,R,5746,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
102030,R,3568,R,2100,R,1468,R,516,R,14,R,3568,R,2100,R,1468,R,516,R,14,A,,A,,A,,A,,A,,R,2559,R,72,R,10861279,R,4244,R,1664,R,79,R,9914523,R,5958,R,895,R,61,R,946756,R,1058,R,1406,R,39,R,7601541,R,5407,R,1403,R,67,R,7591022,R,5411,R,3,R,0,R,10519,R,3506,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,441,R,85,R,441,R,85,R,441,R,85,R,3331426,R,7554,R,379,R,73,R,2578252,R,6803,R,352,R,68,R,2439749,R,6931,R,130,R,25,R,138503,R,1065,R,58,R,11,R,45079,R,777,R,118,R,23,R,708095,R,6001,R,14,R,3,R,92775,R,6627,R,0,R,0,R,0,A,,R,14,R,3,R,92775,R,6627
102049,R,3832,R,3828,R,4,R,1080,R,28,R,3832,R,3828,R,4,R,1080,R,28,A,,A,,A,,A,,A,,R,3782,R,99,R,85774895,R,22680,R,3781,R,99,R,85774145,R,22686,R,1,R,25,R,750,R,750,R,425,R,11,R,2451844,R,5769,R,425,R,11,R,2451844,R,5769,R,0,R,0,R,0,A,,R,1030,R,27,R,6564987,R,6374,R,1030,R,27,R,6564987,R,6374,R,0,R,0,R,0,A,,R,1080,R,100,R,1080,R,100,R,1079,R,100,R,24309840,R,22530,R,117,R,11,R,807989,R,6906,R,117,R,11,R,700489,R,5987,R,108,R,10,R,107500,R,995,R,247,R,23,R,522172,R,2114,R,1078,R,100,R,22979679,R,21317,R,309,R,29,R,2815048,R,9110,R,296,R,27,R,1560707,R,5273,R,57,R,5,R,1254341,R,22006
102058,R,42,R,29,R,13,R,6,R,14,R,42,R,29,R,13,R,6,R,14,A,,A,,A,,A,,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,,Z,0,Z,0,Z,0,A,
102067,R,4537,R,3192,R,1345,R,755,R,17,R,4537,R,3192,R,1345,R,755,R,17,A,,A,,A,,A,,A,,R,3064,R,68,R,10294048,R,3360,R,2569,R,80,R,9242612,R,3598,R,495,R,37,R,1051436,R,2124,R,1953,R,43,R,8234463,R,4216,R,1568,R,49,R,7271496,R,4637,R,385,R,29,R,962967,R,2501,R,0,R,0,R,0,A,,R,0,R,0,Z,0,A,,R,0,R,0,R,0,A,,R,450,R,60,R,436,R,58,R,436,R,58,R,3089964,R,7087,R,425,R,56,R,2469372,R,5810,R,412,R,55,R,2445072,R,5935,R,24,R,3,R,24300,R,1013,R,21,R,3,R,17600,R,838,R,145,R,19,R,602992,R,4159,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
102076,R,2767,R,1494,R,1273,R,488,R,18,R,2767,R,1494,R,1273,R,488,R,18,A,,A,,A,,A,,A,,R,1476,R,53,R,7615560,R,5160,R,1423,R,95,R,7361110,R,5173,R,53,R,4,R,254450,R,4801,R,856,R,31,R,4692350,R,5482,R,855,R,57,R,4691425,R,5487,R,1,R,0,R,925,R,925,R,278,R,10,R,1669355,R,6005,R,278,R,19,R,1669355,R,6005,R,0,R,0,R,0,A,,R,451,R,92,R,447,R,92,R,436,R,89,R,3330911,R,7640,R,322,R,66,R,2049279,R,6364,R,322,R,66,R,2036421,R,6324,R,30,R,6,R,12858,R,429,R,58,R,12,R,29000,R,500,R,265,R,54,R,1252632,R,4727,R,73,R,15,R,392370,R,5375,R,71,R,15,R,360708,R,5080,R,4,R,1,R,31662,R,7916
102094,R,8914,R,8540,R,374,R,1898,R,21,R,8914,R,8540,R,374,R,1898,R,21,A,,A,,A,,A,,A,,R,6979,R,78,R,62730895,R,8989,R,6662,R,78,R,62159853,R,9331,R,317,R,85,R,571042,R,1801,R,3384,R,38,R,20246059,R,5983,R,3370,R,39,R,20152891,R,5980,R,14,R,4,R,93168,R,6655,R,4219,R,47,R,45775926,R,10850,R,4218,R,49,R,45768366,R,10851,R,1,R,0,R,7560,R,7560,R,1849,R,97,R,1832,R,97,R,1817,R,96,R,16951510,R,9329,R,892,R,47,R,5982652,R,6707,R,836,R,44,R,5122275,R,6127,R,197,R,10,R,860377,R,4367,R,58,R,3,R,123489,R,2129,R,1761,R,93,R,10845369,R,6159,R,988,R,52,R,11217874,R,11354,R,955,R,50,R,9899189,R,10366,R,95,R,5,R,1318685,R,13881
102234,R,851,R,850,R,1,R,215,R,25,R,851,R,850,R,1,R,215,R,25,A,,A,,A,,A,,A,,R,816,R,96,R,14506810,R,17778,R,816,R,96,R,14506810,R,17778,R,0,R,0,R,0,A,,R,269,R,32,R,1669606,R,6207,R,269,R,32,R,1669606,R,6207,R,0,R,0,R,0,A,,R,373,R,44,R,2393063,R,6416,R,373,R,44,R,2393063,R,6416,R,0,R,0,R,0,A,,R,212,R,99,R,212,R,99,C,212,C,99,R,3699077,C,17448,R,74,R,34,R,733009,R,9906,R,74,R,34,R,462149,R,6245,R,55,R,26,R,270860,R,4925,R,62,R,29,R,121325,R,1957,R,209,R,97,R,2844743,R,13611,R,86,R,40,R,602279,R,7003,R,86,R,40,R,449522,R,5227,R,9,R,4,R,152757,R,16973
102270,R,772,R,764,R,8,R,172,R,22,R,772,R,764,R,8,R,172,R,22,A,,A,,A,,A,,A,,R,692,R,90,R,7697875,R,11124,R,690,R,90,R,7691577,R,11147,R,2,R,25,R,6298,R,3149,R,589,R,76,R,3728389,R,6330,R,589,R,77,R,3728389,R,6330,R,0,R,0,R,0,A,,R,520,R,67,R,3453780,R,6642,R,520,R,68,R,3453780,R,6642,R,0,R,0,R,0,A,,R,165,R,96,R,165,R,96,R,162,R,94,R,1778900,R,10981,R,145,R,84,R,1068956,R,7372,R,145,R,84,R,951142,R,6560,R,92,R,53,R,117814,R,1281,R,93,R,54,R,186415,R,2004,R,77,R,45,R,523529,R,6799,R,130,R,76,R,880623,R,6774,R,127,R,74,R,795749,R,6266,R,7,R,4,R,84874,R,12125
102298,R,782,R,782,R,0,R,204,R,26,R,782,R,782,R,0,R,204,R,26,A,,A,,A,,A,,A,,R,738,R,94,R,9998947,R,13549,R,738,R,94,R,9998947,R,13549,R,0,Z,0,R,0,A,,R,521,R,67,R,3480725,R,6681,R,521,R,67,R,3480725,R,6681,R,0,Z,0,R,0,A,,R,497,R,64,R,3712215,R,7469,R,497,R,64,R,3712215,R,7469,R,0,Z,0,R,0,A,,R,182,R,89,R,182,R,89,R,181,R,89,R,4326425,R,23903,R,109,R,53,R,812488,R,7454,R,109,R,53,R,763210,R,7002,R,22,R,11,R,49278,R,2240,R,160,R,78,R,1324511,R,8278,R,175,R,86,R,2189426,R,12511,R,98,R,48,R,572527,R,5842,R,97,R,48,R,553438,R,5706,R,3,R,1,R,19089,R,6363
102313,R,1907,R,1584,R,323,R,299,R,16,R,1907,R,1584,R,323,R,299,R,16,A,,A,,A,,A,,A,,R,1538,R,81,R,7683361,R,4996,R,1295,R,82,R,7415853,R,5727,R,243,R,75,R,267508,R,1101,R,1215,R,64,R,6605864,R,5437,R,1213,R,77,R,6598468,R,5440,R,2,R,1,R,7396,R,3698,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,257,R,86,R,257,R,86,R,257,R,86,R,2263308,R,8807,R,248,R,83,R,2134658,R,8607,R,248,R,83,R,2125608,R,8571,R,15,R,5,R,9050,R,603,R,38,R,13,R,31728,R,835,R,30,R,10,R,96922,R,3231,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
102368,R,10468,R,10089,R,379,R,1446,R,14,R,10468,R,10089,R,379,R,1446,R,14,A,,A,,A,,A,,A,,R,7918,R,76,R,60892547,R,7690,R,7776,R,77,R,60387548,R,7766,R,142,R,37,R,504999,R,3556,R,4482,R,43,R,22571011,R,5036,R,4478,R,44,R,22562809,R,5039,R,4,R,1,R,8202,R,2051,R,6992,R,67,R,31950770,R,4570,R,6957,R,69,R,31787074,R,4569,R,35,R,9,R,163696,R,4677,R,1390,R,96,R,1371,R,95,R,1267,R,88,R,13130045,R,10363,R,669,R,46,R,4276097,R,6392,R,669,R,46,R,4011847,R,5997,R,113,R,8,R,264250,R,2338,R,72,R,5,R,214500,R,2979,R,922,R,64,R,8639448,R,9370,R,1210,R,84,R,5044445,R,4169,R,1206,R,83,R,3828028,R,3174,R,91,R,6,R,1216417,R,13367
102377,R,2400,R,2367,R,33,R,859,R,36,R,2400,R,2367,R,33,R,859,R,36,A,,A,,A,,A,,A,,C,2155,C,90,R,51159186,C,23740,C,2155,C,91,R,51159186,C,23740,R,0,R,0,R,0,A,,R,1384,R,58,R,8209546,R,5932,R,1384,R,58,R,8209546,R,5932,R,0,R,0,R,0,A,,R,1419,R,59,R,8680899,R,6118,R,1419,R,60,R,8680899,R,6118,R,0,R,0,R,0,A,,R,859,R,100,R,859,R,100,C,614,C,71,R,12224532,C,19910,R,564,R,66,R,3385862,R,6003,R,466,R,54,R,2895153,R,6213,R,218,R,25,R,490709,R,2251,R,43,R,5,R,79181,R,1841,R,522,R,61,R,8759489,R,16781,R,416,R,48,R,2301422,R,5532,R,416,R,48,R,2301422,R,5532,R,0,R,0,R,0,A,
102395,R,130,R,127,R,3,R,7,R,5,R,130,R,127,R,3,R,7,R,5,A,,A,,A,,A,,A,,R,82,R,63,R,426259,R,5198,R,82,R,65,R,426259,R,5198,R,0,R,0,R,0,A,,R,58,R,45,R,278776,R,4806,R,58,R,46,R,278776,R,4806,R,0,R,0,R,0,A,,R,67,R,52,R,556950,R,8313,R,67,R,53,R,556950,R,8313,R,0,R,0,R,0,A,,R,7,R,100,R,7,R,100,R,7,R,100,R,59711,R,8530,R,5,R,71,R,32817,R,6563,R,5,R,71,R,25817,R,5163,R,4,R,57,R,7000,R,1750,R,4,R,57,R,4731,R,1183,R,5,R,71,R,22163,R,4433,R,5,R,71,R,41927,R,8385,R,5,R,71,R,21759,R,4352,R,1,R,14,R,20168,R,20168
102429,R,3946,R,2189,R,1757,R,485,R,12,R,3946,R,2189,R,1757,R,485,R,12,A,,A,,A,,A,,A,,R,3214,R,81,R,11510683,R,3581,R,1551,R,71,R,9108705,R,5873,R,1663,R,95,R,2401978,R,1444,R,1177,R,30,R,6104739,R,5187,R,1164,R,53,R,6083750,R,5227,R,13,R,1,R,20989,R,1615,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,434,R,89,R,428,R,88,R,428,R,88,R,3243457,R,7578,R,306,R,63,R,2113822,R,6908,R,306,R,63,R,2103322,R,6874,R,20,R,4,R,10500,R,525,R,94,R,19,R,48468,R,516,R,241,R,50,R,1081167,R,4486,R,6,R,1,R,47793,R,7966,R,0,R,0,R,0,A,,R,6,R,1,R,47793,R,7966
102553,R,10216,R,6970,R,3246,R,860,R,8,R,10216,R,6970,R,3246,R,860,R,8,A,,A,,A,,A,,A,,R,4519,R,44,R,29440373,R,6515,R,4169,R,60,R,28128548,R,6747,R,350,R,11,R,1311825,R,3748,R,1886,R,18,R,8496396,R,4505,R,1866,R,27,R,8431335,R,4518,R,20,R,1,R,65061,R,3253,R,1406,R,14,R,9407638,R,6691,R,1399,R,20,R,9381180,R,6706,R,7,R,0,R,26458,R,3780,R,683,R,79,R,674,R,78,R,644,R,75,R,4650375,R,7221,R,255,R,30,R,1444373,R,5664,R,255,R,30,R,1368873,R,5368,R,93,R,11,R,75500,R,812,R,390,R,45,R,1586696,R,4068,R,475,R,55,R,1619306,R,3409,R,157,R,18,R,1051049,R,6695,R,144,R,17,R,785356,R,5454,R,21,R,2,R,265693,R,12652
102580,R,67,R,36,R,31,R,2,R,3,R,67,R,36,R,31,R,2,R,3,A,,A,,A,,A,,A,,R,35,R,52,R,235007,R,6714,R,33,R,92,R,233792,R,7085,R,2,R,6,R,1215,R,608,R,22,R,33,R,97157,R,4416,R,22,R,61,R,97157,R,4416,R,0,R,0,R,0,A,,R,4,R,6,R,22591,R,5648,R,4,R,11,R,22591,R,5648,R,0,R,0,R,0,A,,R,2,R,100,R,2,R,100,R,2,R,100,R,13395,R,6698,R,1,R,50,R,8395,R,8395,R,1,R,50,R,7395,R,7395,R,1,R,50,R,1000,R,1000,R,1,R,50,R,3000,R,3000,R,1,R,50,R,2000,R,2000,Z,0,R,0,Z,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
102614,R,5639,R,4028,R,1611,R,597,R,11,R,5639,R,4028,R,1611,R,597,R,11,A,,A,,A,,A,,A,,R,2793,R,50,R,25161774,R,9009,R,2701,R,67,R,24682789,R,9138,R,92,R,6,R,478985,R,5206,R,1265,R,22,R,5868572,R,4639,R,1256,R,31,R,5846101,R,4655,R,9,R,1,R,22471,R,2497,R,934,R,17,R,6274967,R,6718,R,929,R,23,R,6242233,R,6719,R,5,R,0,R,32734,R,6547,R,549,R,92,R,547,R,92,R,522,R,87,R,5441115,R,10424,R,187,R,31,R,1063079,R,5685,R,186,R,31,R,1019279,R,5480,R,51,R,9,R,43800,R,859,R,285,R,48,R,1499159,R,5260,R,452,R,76,R,2878877,R,6369,R,155,R,26,R,1057344,R,6822,R,150,R,25,R,762179,R,5081,R,23,R,4,R,295165,R,12833
102632,R,1678,R,920,R,758,R,89,R,5,R,1678,R,920,R,758,R,89,R,5,A,,A,,A,,A,,A,,R,645,R,38,R,4283408,R,6641,R,540,R,59,R,4047443,R,7495,R,105,R,14,R,235965,R,2247,R,240,R,14,R,1063957,R,4433,R,237,R,26,R,1055637,R,4454,R,3,R,0,R,8320,R,2773,R,192,R,11,R,1271026,R,6620,R,189,R,21,R,1232928,R,6523,R,3,R,0,R,38098,R,12699,R,75,R,84,R,75,R,84,R,73,R,82,R,528095,R,7234,R,26,R,29,R,140483,R,5403,R,26,R,29,R,134483,R,5172,R,6,R,7,R,6000,R,1000,R,43,R,48,R,182769,R,4250,R,47,R,53,R,204843,R,4358,R,18,R,20,R,75251,R,4181,R,18,R,20,R,72251,R,4014,R,1,R,1,R,3000,R,3000
102669,R,437,R,412,R,25,R,25,R,6,R,437,R,412,R,25,R,25,R,6,A,,A,,A,,A,,A,,R,363,R,83,R,4439459,R,12230,R,356,R,86,R,4399739,R,12359,R,7,R,28,R,39720,R,5674,R,140,R,32,R,606166,R,4330,R,139,R,34,R,602469,R,4334,R,1,R,4,R,3697,R,3697,R,174,R,40,R,1213820,R,6976,R,171,R,42,R,1196070,R,6995,R,3,R,12,R,17750,R,5917,R,25,R,100,R,25,R,100,R,25,R,100,R,286779,R,11471,R,9,R,36,R,55396,R,6155,R,9,R,36,R,48696,R,5411,R,4,R,16,R,6700,R,1675,R,9,R,36,R,26954,R,2995,R,25,R,100,R,204429,R,8177,R,11,R,44,R,47000,R,4273,R,11,R,44,R,47000,R,4273,R,0,R,0,R,0,A,
102711,R,1070,R,147,R,923,R,116,R,11,A,,A,,A,,A,,A,,R,1070,R,147,R,923,R,116,R,11,R,267,R,25,R,760374,R,2848,R,103,R,70,R,666033,R,6466,R,164,R,18,R,94341,R,575,R,35,R,3,R,189261,R,5407,R,35,R,24,R,189261,R,5407,R,0,R,0,R,0,A,,R,10,R,1,R,68867,R,6887,R,10,R,7,R,68867,R,6887,R,0,R,0,R,0,A,,R,70,R,60,R,70,R,60,R,70,R,60,R,411482,R,5878,R,31,R,27,R,169579,R,5470,R,31,R,27,R,169579,R,5470,R,0,R,0,R,0,A,,R,32,R,28,R,217608,R,6800,R,7,R,6,R,24295,R,3471,R,6,R,5,R,43112,R,7185,R,6,R,5,R,37112,R,6185,R,1,R,1,R,6000,R,6000
