UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5
100654,1,R,7295,R,325,R,4821,R,2149,R,219,R,106,R,0,R,0,R,0
100654,2,R,6370,R,257,R,4422,R,1691,R,168,R,89,R,0,R,0,R,0
100654,3,R,6124,R,251,R,4366,R,1507,R,162,R,89,R,0,R,0,R,0
100654,11,R,246,R,6,R,56,R,184,R,6,R,0,R,0,R,0,R,0
100654,12,R,925,R,68,R,399,R,458,R,51,R,17,R,0,R,0,R,0
100663,1,R,20905,R,5802,R,8665,R,6438,R,4231,R,1571,R,0,R,0,R,0
100663,2,R,11959,R,2288,R,6983,R,2688,R,2041,R,247,R,0,R,0,R,0
100663,3,R,11635,R,2169,R,6928,R,2538,R,1929,R,240,R,0,R,0,R,0
100663,11,R,324,R,119,R,55,R,150,R,112,R,7,R,0,R,0,R,0
100663,12,R,8946,R,3514,R,1682,R,3750,R,2190,R,1324,R,0,R,0,R,0
100690,1,R,639,R,639,A,,A,,R,303,R,175,R,0,R,0,R,161
100690,2,R,243,R,243,A,,A,,R,142,R,101,R,0,R,0,R,0
100690,3,R,241,R,241,A,,A,,R,140,R,101,R,0,R,0,R,0
100690,11,R,2,R,2,A,,A,,R,2,R,0,R,0,R,0,R,0
100690,12,R,396,R,396,A,,A,,R,161,R,74,R,0,R,0,R,161
100706,1,R,8564,R,924,R,4322,R,3318,R,760,R,164,R,0,R,0,R,0
100706,2,R,6800,R,440,R,4072,R,2288,R,389,R,51,R,0,R,0,R,0
100706,3,R,6591,R,405,R,4033,R,2153,R,356,R,49,R,0,R,0,R,0
100706,11,R,209,R,35,R,39,R,135,R,33,R,2,R,0,R,0,R,0
100706,12,R,1764,R,484,R,250,R,1030,R,371,R,113,R,0,R,0,R,0
100724,1,R,4081,R,548,R,3080,R,453,R,411,R,125,R,0,R,12,R,0
100724,2,R,3521,R,244,R,2864,R,413,R,175,R,67,R,0,R,2,R,0
100724,3,R,3477,R,209,R,2860,R,408,R,140,R,67,R,0,R,2,R,0
100724,11,R,44,R,35,R,4,R,5,R,35,R,0,R,0,R,0,R,0
100724,12,R,560,R,304,R,216,R,40,R,236,R,58,Z,0,R,10,R,0
100751,1,R,40846,R,6289,R,11899,R,22658,R,3717,R,2527,R,19,R,26,R,0
100751,2,R,34389,R,3400,R,11217,R,19772,R,2408,R,968,R,13,R,11,R,0
100751,3,R,33227,R,2389,R,11193,R,19645,R,1478,R,887,R,13,R,11,R,0
100751,11,R,1162,R,1011,R,24,R,127,R,930,R,81,Z,0,Z,0,R,0
100751,12,R,6457,R,2889,R,682,R,2886,R,1309,R,1559,R,6,R,15,R,0
100760,1,R,2140,R,487,R,778,R,875,R,482,R,4,R,1,R,0,R,0
100760,2,R,2140,R,487,R,778,R,875,R,482,R,4,R,1,R,0,R,0
100760,3,R,1203,R,249,R,543,R,411,R,247,R,1,R,1,R,0,R,0
100760,11,R,937,R,238,R,235,R,464,R,235,R,3,R,0,R,0,R,0
100812,1,R,2986,R,2141,R,650,R,195,R,1984,R,153,R,1,R,3,R,0
100812,2,R,2535,R,1702,R,640,R,193,R,1624,R,77,R,1,R,0,R,0
100812,3,R,2446,R,1623,R,636,R,187,R,1549,R,73,R,1,R,0,R,0
100812,11,R,89,R,79,R,4,R,6,R,75,R,4,R,0,R,0,R,0
100812,12,R,451,R,439,R,10,R,2,R,360,R,76,R,0,R,3,R,0
100830,1,R,5217,R,1356,R,1882,R,1979,R,1222,R,44,R,0,R,7,R,83
100830,2,R,3325,R,843,R,1403,R,1079,R,819,R,20,R,0,R,2,R,2
100830,3,R,2542,R,428,R,1285,R,829,R,405,R,20,R,0,R,1,R,2
100830,11,R,783,R,415,R,118,R,250,R,414,R,0,R,0,R,1,R,0
100830,12,R,1892,R,513,R,479,R,900,R,403,R,24,R,0,R,5,R,81
100858,1,R,34145,R,3255,R,10871,R,20019,R,1807,R,1420,R,0,R,11,R,17
100858,2,R,27907,R,1409,R,10339,R,16159,R,1067,R,336,R,0,R,1,R,5
100858,3,R,26816,R,614,R,10329,R,15873,R,363,R,246,R,0,R,1,R,4
100858,11,R,1091,R,795,R,10,R,286,R,704,R,90,R,0,R,0,R,1
100858,12,R,6238,R,1846,R,532,R,3860,R,740,R,1084,R,0,R,10,R,12
101028,1,R,1705,R,210,R,540,R,955,R,145,R,62,R,3,R,0,R,0
101028,2,R,1705,R,210,R,540,R,955,R,145,R,62,R,3,R,0,R,0
101028,3,R,1110,R,178,R,480,R,452,R,113,R,62,R,3,R,0,R,0
101028,11,R,595,R,32,R,60,R,503,R,32,R,0,R,0,R,0,R,0
101116,1,R,303,R,185,R,45,R,73,R,182,R,3,Z,0,Z,0,R,0
101116,2,R,299,R,181,R,45,R,73,R,178,R,3,Z,0,Z,0,R,0
101116,3,R,299,R,181,R,45,R,73,R,178,R,3,Z,0,Z,0,R,0
101116,12,R,4,R,4,R,0,R,0,R,4,R,0,Z,0,Z,0,R,0
101143,1,R,2699,R,752,R,738,R,1209,R,742,R,10,R,0,R,0,R,0
101143,2,R,2699,R,752,R,738,R,1209,R,742,R,10,R,0,R,0,R,0
101143,3,R,1585,R,393,R,582,R,610,R,385,R,8,R,0,R,0,R,0
101143,11,R,1114,R,359,R,156,R,599,R,357,R,2,R,0,R,0,R,0
101161,1,R,7553,R,2323,R,2218,R,3012,R,2266,R,57,Z,0,Z,0,R,0
101161,2,R,7553,R,2323,R,2218,R,3012,R,2266,R,57,Z,0,Z,0,R,0
101161,3,R,4798,R,1174,R,1935,R,1689,R,1131,R,43,Z,0,Z,0,R,0
101161,11,R,2755,R,1149,R,283,R,1323,R,1135,R,14,Z,0,Z,0,R,0
101189,1,R,3086,R,1472,R,381,R,1233,R,936,R,473,R,63,Z,0,R,0
101189,2,R,1758,R,772,R,334,R,652,R,561,R,177,R,34,Z,0,R,0
101189,3,R,1549,R,765,R,331,R,453,R,554,R,177,R,34,Z,0,R,0
101189,11,R,209,R,7,R,3,R,199,R,7,Z,0,Z,0,Z,0,R,0
101189,12,R,1328,R,700,R,47,R,581,R,375,R,296,R,29,Z,0,R,0
101240,1,R,5071,R,1060,R,1746,R,2265,R,1024,R,36,R,0,R,0,R,0
101240,2,R,5071,R,1060,R,1746,R,2265,R,1024,R,36,R,0,R,0,R,0
101240,3,R,3548,R,747,R,1600,R,1201,R,715,R,32,R,0,R,0,R,0
101240,11,R,1523,R,313,R,146,R,1064,R,309,R,4,R,0,R,0,R,0
101277,1,R,81,A,,A,,R,81,A,,A,,A,,A,,A,
101277,2,R,81,A,,A,,R,81,A,,A,,A,,A,,A,
101277,3,R,81,A,,A,,R,81,A,,A,,A,,A,,A,
101286,1,R,4044,R,696,R,1048,R,2300,R,639,R,57,Z,0,Z,0,R,0
101286,2,R,4044,R,696,R,1048,R,2300,R,639,R,57,Z,0,Z,0,R,0
101286,3,R,3017,R,530,R,966,R,1521,R,474,R,56,Z,0,Z,0,R,0
101286,11,R,1027,R,166,R,82,R,779,R,165,R,1,Z,0,Z,0,R,0
101295,1,R,6424,R,1292,R,2066,R,3066,R,1280,R,12,R,0,R,0,R,0
101295,2,R,6424,R,1292,R,2066,R,3066,R,1280,R,12,R,0,R,0,R,0
101295,3,R,4423,R,978,R,1803,R,1642,R,968,R,10,R,0,R,0,R,0
101295,11,R,2001,R,314,R,263,R,1424,R,312,R,2,R,0,R,0,R,0
101301,1,R,1925,R,890,R,392,R,643,R,886,R,4,Z,0,Z,0,R,0
101301,2,R,1925,R,890,R,392,R,643,R,886,R,4,Z,0,Z,0,R,0
101301,3,R,855,R,285,R,280,R,290,R,281,R,4,Z,0,Z,0,R,0
101301,11,R,1070,R,605,R,112,R,353,R,605,Z,0,Z,0,Z,0,R,0
101365,1,R,444,R,195,R,122,R,127,R,188,R,7,Z,0,Z,0,R,0
101365,2,R,442,R,193,R,122,R,127,R,186,R,7,Z,0,Z,0,R,0
101365,3,R,442,R,193,R,122,R,127,R,186,R,7,Z,0,Z,0,R,0
101365,12,R,2,R,2,R,0,R,0,R,2,R,0,Z,0,Z,0,R,0
101435,1,R,892,R,0,R,154,R,738,A,,A,,A,,A,,A,
101435,2,R,880,R,0,R,154,R,726,A,,A,,A,,A,,A,
101435,3,R,879,R,0,R,154,R,725,A,,A,,A,,A,,A,
101435,11,R,1,R,0,R,0,R,1,A,,A,,A,,A,,A,
101435,12,R,12,A,,A,,R,12,A,,A,,A,,A,,A,
101453,1,R,178,R,159,R,12,R,7,R,44,R,112,R,0,R,3,R,0
101453,2,R,93,R,75,R,11,R,7,R,19,R,56,R,0,R,0,R,0
101453,3,R,75,R,57,R,11,R,7,R,11,R,46,R,0,R,0,R,0
101453,11,R,18,R,18,R,0,R,0,R,8,R,10,R,0,R,0,R,0
101453,12,R,85,R,84,R,1,R,0,R,25,R,56,R,0,R,3,R,0
101462,1,R,1187,R,217,R,403,R,567,R,216,R,1,Z,0,Z,0,R,0
101462,2,R,1187,R,217,R,403,R,567,R,216,R,1,Z,0,Z,0,R,0
101462,3,R,755,R,103,R,393,R,259,R,102,R,1,Z,0,Z,0,R,0
101462,11,R,432,R,114,R,10,R,308,R,114,R,0,Z,0,Z,0,R,0
101471,1,R,960,A,,A,,R,960,A,,A,,A,,A,,A,
101471,2,R,960,A,,A,,R,960,A,,A,,A,,A,,A,
101471,3,R,960,A,,A,,R,960,A,,A,,A,,A,,A,
101480,1,R,9955,R,2358,R,5026,R,2571,R,2248,R,109,R,0,R,1,R,0
101480,2,R,8663,R,1430,R,4778,R,2455,R,1395,R,35,R,0,R,0,R,0
101480,3,R,7036,R,723,R,4531,R,1782,R,692,R,31,R,0,R,0,R,0
101480,11,R,1627,R,707,R,247,R,673,R,703,R,4,R,0,R,0,R,0
101480,12,R,1292,R,928,R,248,R,116,R,853,R,74,R,0,R,1,R,0
101505,1,R,9240,R,3199,R,2085,R,3956,R,3131,R,68,R,0,R,0,R,0
101505,2,R,9240,R,3199,R,2085,R,3956,R,3131,R,68,R,0,R,0,R,0
101505,3,R,5470,R,1983,R,1852,R,1635,R,1920,R,63,R,0,R,0,R,0
101505,11,R,3770,R,1216,R,233,R,2321,R,1211,R,5,R,0,R,0,R,0
101514,1,R,9119,R,3101,R,2630,R,3388,R,3042,R,59,R,0,R,0,R,0
101514,2,R,9119,R,3101,R,2630,R,3388,R,3042,R,59,R,0,R,0,R,0
101514,3,R,7070,R,2489,R,2509,R,2072,R,2450,R,39,R,0,R,0,R,0
101514,11,R,2049,R,612,R,121,R,1316,R,592,R,20,R,0,R,0,R,0
101569,1,R,3453,R,746,R,1126,R,1581,R,745,R,0,R,1,R,0,R,0
101569,2,R,3453,R,746,R,1126,R,1581,R,745,R,0,R,1,R,0,R,0
101569,3,R,2900,R,451,R,1100,R,1349,R,451,R,0,R,0,R,0,R,0
101569,11,R,553,R,295,R,26,R,232,R,294,R,0,R,1,R,0,R,0
101587,1,R,6820,R,5126,R,591,R,1103,R,4345,R,754,R,0,R,23,R,4
101587,2,R,2983,R,1745,R,421,R,817,R,1532,R,209,R,0,R,3,R,1
101587,3,R,2974,R,1741,R,421,R,812,R,1530,R,207,R,0,R,3,R,1
101587,11,R,9,R,4,R,0,R,5,R,2,R,2,R,0,R,0,R,0
101587,12,R,3837,R,3381,R,170,R,286,R,2813,R,545,R,0,R,20,R,3
101602,1,R,2062,R,599,R,755,R,708,R,590,R,9,R,0,R,0,R,0
101602,2,R,2062,R,599,R,755,R,708,R,590,R,9,R,0,R,0,R,0
101602,3,R,1097,R,206,R,601,R,290,R,199,R,7,R,0,R,0,R,0
101602,11,R,965,R,393,R,154,R,418,R,391,R,2,R,0,R,0,R,0
101648,1,R,332,R,0,R,98,R,234,A,,A,,A,,A,,A,
101648,2,R,332,R,0,R,98,R,234,A,,A,,A,,A,,A,
101648,3,R,329,R,0,R,98,R,231,A,,A,,A,,A,,A,
101648,11,R,3,R,0,R,0,R,3,A,,A,,A,,A,,A,
101675,1,R,1180,R,585,R,263,R,332,R,370,R,198,R,15,R,0,R,2
101675,2,R,1180,R,585,R,263,R,332,R,370,R,198,R,15,R,0,R,2
101675,3,R,1155,R,585,R,262,R,308,R,370,R,198,R,15,R,0,R,2
101675,11,R,25,R,0,R,1,R,24,A,,A,,A,,A,,A,
101693,1,R,1545,R,55,R,0,R,1490,R,52,R,3,R,0,R,0,R,0
101693,2,R,1308,R,50,R,0,R,1258,R,48,R,2,R,0,R,0,R,0
101693,3,R,1307,R,50,R,0,R,1257,R,48,R,2,R,0,R,0,R,0
101693,11,R,1,R,0,R,0,R,1,A,,A,,A,,A,,A,
101693,12,R,237,R,5,R,0,R,232,R,4,R,1,R,0,R,0,R,0
101709,1,R,3088,R,719,R,1262,R,1107,R,710,R,7,Z,0,R,2,R,0
101709,2,R,2642,R,514,R,1181,R,947,R,510,R,2,Z,0,R,2,R,0
101709,3,R,2151,R,54,R,1179,R,918,R,50,R,2,Z,0,R,2,R,0
101709,11,R,491,R,460,R,2,R,29,R,460,Z,0,Z,0,Z,0,R,0
101709,12,R,446,R,205,R,81,R,160,R,200,R,5,Z,0,Z,0,R,0
101736,1,R,4665,R,1094,R,1308,R,2263,R,1075,R,19,R,0,R,0,R,0
101736,2,R,4665,R,1094,R,1308,R,2263,R,1075,R,19,R,0,R,0,R,0
101736,3,R,1969,R,425,R,846,R,698,R,418,R,7,R,0,R,0,R,0
101736,11,R,2696,R,669,R,462,R,1565,R,657,R,12,R,0,R,0,R,0
101879,1,R,10204,R,3306,R,3436,R,3462,R,2370,R,895,R,25,R,16,R,0
101879,2,R,7662,R,1126,R,3317,R,3219,R,881,R,234,R,2,R,9,R,0
101879,3,R,5811,R,779,R,3271,R,1761,R,596,R,176,R,1,R,6,R,0
101879,11,R,1851,R,347,R,46,R,1458,R,285,R,58,R,1,R,3,R,0
101879,12,R,2542,R,2180,R,119,R,243,R,1489,R,661,R,23,R,7,R,0
101897,1,R,3208,R,835,R,860,R,1513,R,825,R,8,R,0,R,0,R,2
101897,2,R,3208,R,835,R,860,R,1513,R,825,R,8,R,0,R,0,R,2
101897,3,R,1629,R,405,R,502,R,722,R,399,R,4,R,0,R,0,R,2
101897,11,R,1579,R,430,R,358,R,791,R,426,R,4,R,0,R,0,R,0
101912,1,R,1226,R,74,R,527,R,625,R,29,R,43,R,1,R,1,R,0
101912,2,R,1177,R,29,R,523,R,625,R,12,R,16,Z,0,R,1,R,0
101912,3,R,1153,R,29,R,508,R,616,R,12,R,16,Z,0,R,1,R,0
101912,11,R,24,R,0,R,15,R,9,A,,A,,A,,A,,A,
101912,12,R,49,R,45,R,4,R,0,R,17,R,27,R,1,Z,0,R,0
101994,1,R,641,R,17,R,289,R,335,R,16,R,1,R,0,R,0,R,0
101994,2,R,641,R,17,R,289,R,335,R,16,R,1,R,0,R,0,R,0
101994,3,R,416,R,6,R,273,R,137,R,6,R,0,R,0,R,0,R,0
101994,11,R,225,R,11,R,16,R,198,R,10,R,1,R,0,R,0,R,0
102030,1,R,4001,R,612,R,1062,R,2327,R,601,R,11,R,0,R,0,R,0
102030,2,R,4001,R,612,R,1062,R,2327,R,601,R,11,R,0,R,0,R,0
102030,3,R,2437,R,489,R,997,R,951,R,479,R,10,R,0,R,0,R,0
102030,11,R,1564,R,123,R,65,R,1376,R,122,R,1,R,0,R,0,R,0
102049,1,R,6097,R,412,R,892,R,4793,R,286,R,107,R,0,R,19,R,0
102049,2,R,4210,R,46,R,608,R,3556,R,40,R,6,R,0,R,0,R,0
102049,3,R,4206,R,42,R,608,R,3556,R,37,R,5,R,0,R,0,R,0
102049,11,R,4,R,4,R,0,R,0,R,3,R,1,R,0,R,0,R,0
102049,12,R,1887,R,366,R,284,R,1237,R,246,R,101,R,0,R,19,R,0
102058,1,R,95,R,0,R,93,R,2,A,,A,,A,,A,,A,
102058,2,R,82,R,0,R,80,R,2,A,,A,,A,,A,,A,
102058,3,R,32,R,0,R,30,R,2,A,,A,,A,,A,,A,
102058,11,R,50,R,0,R,50,R,0,A,,A,,A,,A,,A,
102058,12,R,13,R,0,R,13,R,0,A,,A,,A,,A,,A,
102067,1,R,4601,R,1628,R,1356,R,1617,R,1524,R,104,R,0,R,0,R,0
102067,2,R,4601,R,1628,R,1356,R,1617,R,1524,R,104,R,0,R,0,R,0
102067,3,R,3148,R,811,R,1209,R,1128,R,762,R,49,R,0,R,0,R,0
102067,11,R,1453,R,817,R,147,R,489,R,762,R,55,R,0,R,0,R,0
102076,1,R,2917,R,1609,R,806,R,502,R,1442,R,167,R,0,R,0,R,0
102076,2,R,2917,R,1609,R,806,R,502,R,1442,R,167,R,0,R,0,R,0
102076,3,R,1427,R,532,R,670,R,225,R,520,R,12,R,0,R,0,R,0
102076,11,R,1490,R,1077,R,136,R,277,R,922,R,155,R,0,R,0,R,0
102094,1,R,14003,R,3884,R,4771,R,5348,R,1253,R,2620,R,0,R,11,R,0
102094,2,R,9241,R,778,R,4481,R,3982,R,648,R,128,R,0,R,2,R,0
102094,3,R,8879,R,487,R,4475,R,3917,R,363,R,123,R,0,R,1,R,0
102094,11,R,362,R,291,R,6,R,65,R,285,R,5,R,0,R,1,R,0
102094,12,R,4762,R,3106,R,290,R,1366,R,605,R,2492,R,0,R,9,R,0
102234,1,R,919,R,163,R,206,R,550,R,83,R,20,R,0,R,60,R,0
102234,2,R,782,R,42,R,201,R,539,R,21,R,20,R,0,R,1,R,0
102234,3,R,782,R,42,R,201,R,539,R,21,R,20,R,0,R,1,R,0
102234,12,R,137,R,121,R,5,R,11,R,62,Z,0,Z,0,R,59,R,0
102270,1,R,731,R,152,R,579,R,0,R,103,R,24,R,0,R,0,R,25
102270,2,R,731,R,152,R,579,R,0,R,103,R,24,R,0,R,0,R,25
102270,3,R,706,R,150,R,556,R,0,R,101,R,24,R,0,R,0,R,25
102270,11,R,25,R,2,R,23,R,0,R,2,R,0,R,0,R,0,R,0
102298,1,R,760,R,107,R,641,R,12,R,81,R,26,R,0,R,0,R,0
102298,2,R,701,R,48,R,641,R,12,R,48,R,0,R,0,R,0,R,0
102298,3,R,701,R,48,R,641,R,12,R,48,R,0,R,0,R,0,R,0
102298,12,R,59,R,59,R,0,R,0,R,33,R,26,R,0,R,0,R,0
102313,1,R,2046,R,708,R,707,R,631,R,706,R,1,Z,0,R,1,R,0
102313,2,R,2046,R,708,R,707,R,631,R,706,R,1,Z,0,R,1,R,0
102313,3,R,1674,R,612,R,680,R,382,R,611,R,1,Z,0,Z,0,R,0
102313,11,R,372,R,96,R,27,R,249,R,95,Z,0,Z,0,R,1,R,0
102368,1,R,13658,R,6980,R,2579,R,4099,R,3899,R,2866,R,0,R,210,R,5
102368,2,R,10222,R,4296,R,2289,R,3637,R,2846,R,1360,R,0,R,86,R,4
102368,3,R,9805,R,3927,R,2274,R,3604,R,2557,R,1289,R,0,R,78,R,3
102368,11,R,417,R,369,R,15,R,33,R,289,R,71,R,0,R,8,R,1
102368,12,R,3436,R,2684,R,290,R,462,R,1053,R,1506,R,0,R,124,R,1
102377,1,R,3121,R,42,R,0,R,3079,R,16,R,25,R,0,R,1,R,0
102377,2,R,2659,R,29,R,0,R,2630,R,6,R,23,R,0,R,0,R,0
102377,3,R,2630,R,29,R,0,R,2601,R,6,R,23,R,0,R,0,R,0
102377,11,R,29,R,0,R,0,R,29,A,,A,,A,,A,,A,
102377,12,R,462,R,13,R,0,R,449,R,10,R,2,R,0,R,1,R,0
102395,1,R,367,R,267,R,92,R,8,R,44,R,215,R,2,R,1,R,5
102395,2,R,234,R,134,R,92,R,8,R,26,R,102,R,0,R,1,R,5
102395,3,R,228,R,130,R,92,R,6,R,26,R,98,R,0,R,1,R,5
102395,11,R,6,R,4,R,0,R,2,R,0,R,4,R,0,R,0,R,0
102395,12,R,133,R,133,R,0,R,0,R,18,R,113,R,2,R,0,R,0
102429,1,R,4378,R,992,R,1053,R,2333,R,971,R,20,R,1,R,0,R,0
102429,2,R,4378,R,992,R,1053,R,2333,R,971,R,20,R,1,R,0,R,0
102429,3,R,2177,R,460,R,890,R,827,R,440,R,19,R,1,R,0,R,0
102429,11,R,2201,R,532,R,163,R,1506,R,531,R,1,R,0,R,0,R,0
102553,1,R,10493,R,3393,R,4123,R,2977,R,3173,R,210,R,5,R,1,R,4
102553,2,R,9853,R,3080,R,3958,R,2815,R,2879,R,191,R,5,R,1,R,4
102553,3,R,7212,R,2203,R,3471,R,1538,R,2060,R,137,R,4,R,0,R,2
102553,11,R,2641,R,877,R,487,R,1277,R,819,R,54,R,1,R,1,R,2
102553,12,R,640,R,313,R,165,R,162,R,294,R,19,R,0,R,0,R,0
102580,1,R,38,R,0,R,0,R,38,A,,A,,A,,A,,A,
102580,2,R,38,R,0,R,0,R,38,A,,A,,A,,A,,A,
102580,3,R,24,R,0,R,0,R,24,A,,A,,A,,A,,A,
102580,11,R,14,R,0,R,0,R,14,A,,A,,A,,A,,A,
102614,1,R,6893,R,3040,R,2069,R,1784,R,2490,R,517,R,13,R,8,R,12
102614,2,R,5827,R,2665,R,1884,R,1278,R,2188,R,449,R,12,R,6,R,10
102614,3,R,4207,R,1825,R,1664,R,718,R,1397,R,406,R,11,R,4,R,7
102614,11,R,1620,R,840,R,220,R,560,R,791,R,43,R,1,R,2,R,3
102614,12,R,1066,R,375,R,185,R,506,R,302,R,68,R,1,R,2,R,2
102632,1,R,2000,R,887,R,440,R,673,R,802,R,77,R,1,R,6,R,1
102632,2,R,1768,R,769,R,364,R,635,R,692,R,73,R,1,R,2,R,1
102632,3,R,907,R,370,R,314,R,223,R,333,R,36,R,1,R,0,R,0
102632,11,R,861,R,399,R,50,R,412,R,359,R,37,R,0,R,2,R,1
102632,12,R,232,R,118,R,76,R,38,R,110,R,4,R,0,R,4,R,0
102669,1,R,593,R,110,R,211,R,272,R,102,R,8,Z,0,Z,0,R,0
102669,2,R,479,R,108,R,195,R,176,R,100,R,8,Z,0,Z,0,R,0
102669,3,R,457,R,105,R,181,R,171,R,97,R,8,Z,0,Z,0,R,0
102669,11,R,22,R,3,R,14,R,5,R,3,Z,0,Z,0,Z,0,R,0
102669,12,R,114,R,2,R,16,R,96,R,2,Z,0,Z,0,Z,0,R,0
102711,1,R,269,A,,A,,R,269,A,,A,,A,,A,,A,
102711,2,R,269,A,,A,,R,269,A,,A,,A,,A,,A,
102711,3,R,107,A,,A,,R,107,A,,A,,A,,A,,A,
102711,11,R,162,A,,A,,R,162,A,,A,,A,,A,,A,
102845,1,R,2157,R,702,R,1455,R,0,R,95,R,607,R,0,R,0,R,0
102845,2,R,2157,R,702,R,1455,R,0,R,95,R,607,R,0,R,0,R,0
102845,3,R,2157,R,702,R,1455,R,0,R,95,R,607,R,0,R,0,R,0
103501,1,R,250,R,0,R,250,R,0,A,,A,,A,,A,,A,
103501,2,R,250,R,0,R,250,R,0,A,,A,,A,,A,,A,
103501,3,R,250,R,0,R,250,R,0,A,,A,,A,,A,,A,
103741,1,R,203,A,,A,,R,203,A,,A,,A,,A,,A,
103741,2,R,203,A,,A,,R,203,A,,A,,A,,A,,A,
103741,3,R,203,A,,A,,R,203,A,,A,,A,,A,,A,
103893,1,R,1080,R,142,R,277,R,661,R,107,R,35,R,0,R,0,R,0
103893,2,R,1080,R,142,R,277,R,661,R,107,R,35,R,0,R,0,R,0
103893,3,R,1080,R,142,R,277,R,661,R,107,R,35,R,0,R,0,R,0
103909,1,R,528,R,0,R,124,R,404,A,,A,,A,,A,,A,
103909,2,R,528,R,0,R,124,R,404,A,,A,,A,,A,,A,
103909,3,R,528,R,0,R,124,R,404,A,,A,,A,,A,,A,
103927,1,R,517,R,0,R,147,R,370,A,,A,,A,,A,,A,
103927,2,R,517,R,0,R,147,R,370,A,,A,,A,,A,,A,
103927,3,R,517,R,0,R,147,R,370,A,,A,,A,,A,,A,
103954,1,R,47,A,,A,,R,47,A,,A,,A,,A,,A,
103954,2,R,47,A,,A,,R,47,A,,A,,A,,A,,A,
103954,3,R,47,A,,A,,R,47,A,,A,,A,,A,,A,
103963,1,R,689,R,0,R,12,R,677,A,,A,,A,,A,,A,
103963,2,R,689,R,0,R,12,R,677,A,,A,,A,,A,,A,
103963,3,R,689,R,0,R,12,R,677,A,,A,,A,,A,,A,
104090,1,R,739,R,205,R,534,R,0,R,107,R,98,Z,0,Z,0,R,0
104090,2,R,712,R,205,R,507,R,0,R,107,R,98,Z,0,Z,0,R,0
104090,3,R,712,R,205,R,507,R,0,R,107,R,98,Z,0,Z,0,R,0
104090,12,R,27,Z,0,R,27,R,0,A,,A,,A,,A,,A,
104151,1,R,79818,R,3837,R,42409,R,33572,R,3361,R,368,R,0,R,107,R,1
104151,2,R,65450,R,3384,R,40316,R,21750,R,2984,R,312,R,0,R,87,R,1
104151,3,R,64674,R,2972,R,40251,R,21451,R,2667,R,280,R,0,R,25,R,0
104151,11,R,776,R,412,R,65,R,299,R,317,R,32,R,0,R,62,R,1
104151,12,R,14368,R,453,R,2093,R,11822,R,377,R,56,R,0,R,20,R,0
104160,1,R,8964,R,2226,R,2624,R,4114,R,2177,R,38,R,0,R,5,R,6
104160,2,R,8964,R,2226,R,2624,R,4114,R,2177,R,38,R,0,R,5,R,6
104160,3,R,6374,R,2048,R,2337,R,1989,R,2004,R,35,R,0,R,4,R,5
104160,11,R,2590,R,178,R,287,R,2125,R,173,R,3,R,0,R,1,R,1
104179,1,R,56365,R,12481,R,23089,R,20795,R,4466,R,6247,Z,0,R,1742,R,26
104179,2,R,44848,R,8959,R,21518,R,14371,R,2858,R,4747,Z,0,R,1333,R,21
104179,3,R,42537,R,7690,R,21486,R,13361,R,2745,R,4561,Z,0,R,363,R,21
104179,11,R,2311,R,1269,R,32,R,1010,R,113,R,186,Z,0,R,970,R,0
104179,12,R,11517,R,3522,R,1571,R,6424,R,1608,R,1500,Z,0,R,409,R,5
104346,1,R,5053,R,665,R,3401,R,987,R,566,R,97,R,2,R,0,R,0
104346,2,R,5053,R,665,R,3401,R,987,R,566,R,97,R,2,R,0,R,0
104346,3,R,4912,R,646,R,3323,R,943,R,548,R,96,R,2,R,0,R,0
104346,11,R,141,R,19,R,78,R,44,R,18,R,1,R,0,R,0,R,0
104391,1,R,76,A,,A,,R,76,A,,A,,A,,A,,A,
104391,2,R,76,A,,A,,R,76,A,,A,,A,,A,,A,
104391,3,R,76,A,,A,,R,76,A,,A,,A,,A,,A,
104425,1,R,3905,R,1197,R,1078,R,1630,R,816,R,366,R,0,R,3,R,12
104425,2,R,3905,R,1197,R,1078,R,1630,R,816,R,366,R,0,R,3,R,12
104425,3,R,3096,R,1080,R,1002,R,1014,R,707,R,361,R,0,R,3,R,9
104425,11,R,809,R,117,R,76,R,616,R,109,R,5,R,0,R,0,R,3
104443,1,R,104,A,,A,,R,104,A,,A,,A,,A,,A,
104443,2,R,104,A,,A,,R,104,A,,A,,A,,A,,A,
104443,3,R,104,A,,A,,R,104,A,,A,,A,,A,,A,
104568,1,R,298,R,0,R,298,R,0,A,,A,,A,,A,,A,
104568,2,R,298,R,0,R,298,R,0,A,,A,,A,,A,,A,
104568,3,R,298,R,0,R,298,R,0,A,,A,,A,,A,,A,
104577,1,R,5213,R,392,R,878,R,3943,R,385,R,7,R,0,R,0,R,0
104577,2,R,5213,R,392,R,878,R,3943,R,385,R,7,R,0,R,0,R,0
104577,3,R,2643,R,362,R,731,R,1550,R,355,R,7,R,0,R,0,R,0
104577,11,R,2570,R,30,R,147,R,2393,R,30,R,0,R,0,R,0,R,0
104586,1,R,3264,R,9,R,353,R,2902,R,2,R,5,R,0,R,2,R,0
