UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5
146339,3,R,708,R,31,R,320,R,357,R,30,R,1,R,0,R,0,R,0
146339,11,R,10,R,1,R,0,R,9,R,1,R,0,R,0,R,0,R,0
146339,12,R,242,R,18,R,140,R,84,R,13,R,3,R,0,R,2,R,0
146348,1,R,2564,R,189,R,772,R,1603,R,189,R,0,R,0,R,0,R,0
146348,2,R,2564,R,189,R,772,R,1603,R,189,R,0,R,0,R,0,R,0
146348,3,R,1985,R,149,R,710,R,1126,R,149,R,0,R,0,R,0,R,0
146348,11,R,579,R,40,R,62,R,477,R,40,R,0,R,0,R,0,R,0
146366,1,R,3669,R,452,R,880,R,2337,R,445,R,5,R,0,R,2,R,0
146366,2,R,3669,R,452,R,880,R,2337,R,445,R,5,R,0,R,2,R,0
146366,3,R,1920,R,371,R,817,R,732,R,366,R,4,R,0,R,1,R,0
146366,11,R,1749,R,81,R,63,R,1605,R,79,R,1,R,0,R,1,R,0
146418,1,R,2969,R,485,R,976,R,1508,R,482,R,2,R,0,R,1,R,0
146418,2,R,2969,R,485,R,976,R,1508,R,482,R,2,R,0,R,1,R,0
146418,3,R,1936,R,460,R,940,R,536,R,457,R,2,R,0,R,1,R,0
146418,11,R,1033,R,25,R,36,R,972,R,25,R,0,R,0,R,0,R,0
146427,1,R,1136,R,0,R,0,R,1136,A,,A,,A,,A,,A,
146427,2,R,1136,R,0,R,0,R,1136,A,,A,,A,,A,,A,
146427,3,R,1127,R,0,R,0,R,1127,A,,A,,A,,A,,A,
146427,11,R,9,R,0,R,0,R,9,A,,A,,A,,A,,A,
146454,1,R,52,A,,A,,R,52,A,,A,,A,,A,,A,
146454,2,R,52,A,,A,,R,52,A,,A,,A,,A,,A,
146454,3,R,52,A,,A,,R,52,A,,A,,A,,A,,A,
146472,1,R,12530,R,2542,R,3416,R,6572,R,2466,R,31,R,0,R,45,R,0
146472,2,R,12530,R,2542,R,3416,R,6572,R,2466,R,31,R,0,R,45,R,0
146472,3,R,9420,R,1891,R,3114,R,4415,R,1861,R,26,R,0,R,4,R,0
146472,11,R,3110,R,651,R,302,R,2157,R,605,R,5,R,0,R,41,R,0
146481,1,R,1837,R,0,R,148,R,1689,A,,A,,A,,A,,A,
146481,2,R,1814,R,0,R,148,R,1666,A,,A,,A,,A,,A,
146481,3,R,1813,R,0,R,148,R,1665,A,,A,,A,,A,,A,
146481,11,R,1,R,0,R,0,R,1,A,,A,,A,,A,,A,
146481,12,R,23,A,,A,,R,23,A,,A,,A,,A,,A,
146490,1,R,196,R,196,R,0,R,0,R,76,R,120,R,0,R,0,R,0
146490,12,R,196,R,196,R,0,R,0,R,76,R,120,R,0,R,0,R,0
146506,1,R,3960,R,572,R,1266,R,2122,R,559,R,10,R,0,R,3,R,0
146506,2,R,3960,R,572,R,1266,R,2122,R,559,R,10,R,0,R,3,R,0
146506,3,R,2448,R,430,R,1186,R,832,R,418,R,9,R,0,R,3,R,0
146506,11,R,1512,R,142,R,80,R,1290,R,141,R,1,R,0,R,0,R,0
146533,1,R,66,A,,A,,R,66,A,,A,,A,,A,,A,
146533,2,R,66,A,,A,,R,66,A,,A,,A,,A,,A,
146533,3,R,66,A,,A,,R,66,A,,A,,A,,A,,A,
146603,1,R,4606,R,356,R,769,R,3481,R,349,R,6,R,0,R,1,R,0
146603,2,R,4606,R,356,R,769,R,3481,R,349,R,6,R,0,R,1,R,0
146603,3,R,2487,R,260,R,754,R,1473,R,256,R,3,R,0,R,1,R,0
146603,11,R,2119,R,96,R,15,R,2008,R,93,R,3,R,0,R,0,R,0
146612,1,R,7011,R,1357,R,3662,R,1992,R,1229,R,127,R,0,R,0,R,1
146612,2,R,4326,R,673,R,2214,R,1439,R,598,R,75,R,0,R,0,R,0
146612,3,R,4015,R,583,R,2209,R,1223,R,543,R,40,R,0,R,0,R,0
146612,11,R,311,R,90,R,5,R,216,R,55,R,35,R,0,R,0,R,0
146612,12,R,2685,R,684,R,1448,R,553,R,631,R,52,R,0,R,0,R,1
146685,1,R,5677,R,1120,R,1251,R,3306,R,1097,R,10,R,0,R,13,R,0
146685,2,R,5677,R,1120,R,1251,R,3306,R,1097,R,10,R,0,R,13,R,0
146685,3,R,3976,R,935,R,1166,R,1875,R,922,R,4,R,0,R,9,R,0
146685,11,R,1701,R,185,R,85,R,1431,R,175,R,6,R,0,R,4,R,0
146700,1,R,1539,A,,A,,R,1539,A,,A,,A,,A,,A,
146700,2,R,1539,A,,A,,R,1539,A,,A,,A,,A,,A,
146700,3,R,1539,A,,A,,R,1539,A,,A,,A,,A,,A,
146719,1,R,17384,R,1393,R,3165,R,12826,R,865,R,481,R,0,R,47,R,0
146719,2,R,12538,R,242,R,1692,R,10604,R,186,R,55,R,0,R,1,R,0
146719,3,R,11737,R,240,R,1691,R,9806,R,185,R,54,R,0,R,1,R,0
146719,11,R,801,R,2,R,1,R,798,R,1,R,1,R,0,R,0,R,0
146719,12,R,4846,R,1151,R,1473,R,2222,R,679,R,426,R,0,R,46,R,0
146728,1,R,101,A,,A,,R,101,A,,A,,A,,A,,A,
146728,12,R,101,A,,A,,R,101,A,,A,,A,,A,,A,
146755,1,R,65,R,3,R,62,R,0,R,3,Z,0,Z,0,Z,0,R,0
146755,2,R,56,R,3,R,53,R,0,R,3,Z,0,Z,0,Z,0,R,0
146755,3,R,56,R,3,R,53,R,0,R,3,Z,0,Z,0,Z,0,R,0
146755,12,R,9,R,0,R,9,R,0,A,,A,,A,,A,,A,
146807,1,R,60,A,,A,,R,60,A,,A,,A,,A,,A,
146807,2,R,60,A,,A,,R,60,A,,A,,A,,A,,A,
146807,3,R,60,A,,A,,R,60,A,,A,,A,,A,,A,
146816,1,R,310,R,284,R,26,R,0,R,73,R,211,R,0,R,0,R,0
146816,2,R,310,R,284,R,26,R,0,R,73,R,211,R,0,R,0,R,0
146816,3,R,310,R,284,R,26,R,0,R,73,R,211,R,0,R,0,R,0
146977,1,R,125,R,33,R,28,R,64,R,13,R,20,R,0,R,0,R,0
146977,12,R,125,R,33,R,28,R,64,R,13,R,20,R,0,R,0,R,0
147004,1,R,9399,R,1117,R,2086,R,6196,R,1093,R,23,R,0,R,1,R,0
147004,2,R,9399,R,1117,R,2086,R,6196,R,1093,R,23,R,0,R,1,R,0
147004,3,R,4691,R,995,R,1966,R,1730,R,976,R,18,R,0,R,1,R,0
147004,11,R,4708,R,122,R,120,R,4466,R,117,R,5,R,0,R,0,R,0
147013,1,R,2392,R,891,R,994,R,507,R,781,R,89,R,1,R,20,R,0
147013,2,R,1757,R,398,R,903,R,456,R,343,R,35,R,0,R,20,R,0
147013,3,R,1752,R,395,R,903,R,454,R,341,R,34,R,0,R,20,R,0
147013,11,R,5,R,3,Z,0,R,2,R,2,R,1,R,0,R,0,R,0
147013,12,R,635,R,493,R,91,R,51,R,438,R,54,R,1,R,0,R,0
147031,1,R,62,R,25,R,36,R,1,R,2,R,21,R,0,R,2,R,0
147031,12,R,62,R,25,R,36,R,1,R,2,R,21,R,0,R,2,R,0
147129,1,R,267,R,40,R,151,R,76,R,38,R,2,R,0,R,0,R,0
147129,2,R,245,R,40,R,129,R,76,R,38,R,2,R,0,R,0,R,0
147129,3,R,245,R,40,R,129,R,76,R,38,R,2,R,0,R,0,R,0
147129,12,R,22,R,0,R,22,R,0,A,,A,,A,,A,,A,
147244,1,R,1586,R,66,R,561,R,959,R,62,R,4,R,0,R,0,R,0
147244,2,R,1495,R,53,R,520,R,922,R,49,R,4,R,0,R,0,R,0
147244,3,R,1382,R,18,R,513,R,851,R,18,R,0,R,0,R,0,R,0
147244,11,R,113,R,35,R,7,R,71,R,31,R,4,R,0,R,0,R,0
147244,12,R,91,R,13,R,41,R,37,R,13,R,0,R,0,R,0,R,0
147341,1,R,713,R,0,R,0,R,713,A,,A,,A,,A,,A,
147341,2,R,713,R,0,R,0,R,713,A,,A,,A,,A,,A,
147341,3,R,702,R,0,R,0,R,702,A,,A,,A,,A,,A,
147341,11,R,11,R,0,R,0,R,11,A,,A,,A,,A,,A,
147369,1,R,2202,R,803,R,320,R,1079,R,163,R,598,R,41,R,1,R,0
147369,2,R,1547,R,431,R,232,R,884,R,76,R,338,R,16,R,1,R,0
147369,3,R,1510,R,402,R,231,R,877,R,73,R,314,R,15,R,0,R,0
147369,11,R,37,R,29,R,1,R,7,R,3,R,24,R,1,R,1,R,0
147369,12,R,655,R,372,R,88,R,195,R,87,R,260,R,25,R,0,R,0
147378,1,R,11296,R,1390,R,3098,R,6808,R,1381,R,8,R,0,R,1,R,0
147378,2,R,11296,R,1390,R,3098,R,6808,R,1381,R,8,R,0,R,1,R,0
147378,3,R,7490,R,1097,R,2986,R,3407,R,1095,R,2,R,0,R,0,R,0
147378,11,R,3806,R,293,R,112,R,3401,R,286,R,6,R,0,R,1,R,0
147396,1,R,59,A,,A,,R,59,A,,A,,A,,A,,A,
147396,2,R,59,A,,A,,R,59,A,,A,,A,,A,,A,
147396,3,R,59,A,,A,,R,59,A,,A,,A,,A,,A,
147411,1,R,3562,R,18,R,393,R,3151,R,18,R,0,R,0,R,0,R,0
147411,2,R,3562,R,18,R,393,R,3151,R,18,R,0,R,0,R,0,R,0
147411,3,R,2640,R,15,R,379,R,2246,R,15,R,0,R,0,R,0,R,0
147411,11,R,922,R,3,R,14,R,905,R,3,R,0,R,0,R,0,R,0
147536,1,R,8915,R,5148,R,1078,R,2689,R,4359,R,464,R,0,R,298,R,27
147536,2,R,4471,R,2489,R,584,R,1398,R,2049,R,133,R,0,R,296,R,11
147536,3,R,4406,R,2449,R,584,R,1373,R,2043,R,133,R,0,R,263,R,10
147536,11,R,65,R,40,R,0,R,25,R,6,R,0,R,0,R,33,R,1
147536,12,R,4444,R,2659,R,494,R,1291,R,2310,R,331,R,0,R,2,R,16
147590,1,R,511,R,20,R,259,R,232,R,9,R,11,R,0,R,0,R,0
147590,2,R,21,R,6,R,14,R,1,R,4,R,2,Z,0,Z,0,R,0
147590,3,R,13,R,3,R,10,R,0,R,2,R,1,Z,0,Z,0,R,0
147590,11,R,8,R,3,R,4,R,1,R,2,R,1,Z,0,Z,0,R,0
147590,12,R,490,R,14,R,245,R,231,R,5,R,9,R,0,R,0,R,0
147642,1,R,31,A,,A,,R,31,A,,A,,A,,A,,A,
147642,2,R,31,A,,A,,R,31,A,,A,,A,,A,,A,
147642,3,R,31,A,,A,,R,31,A,,A,,A,,A,,A,
147660,1,R,3003,R,247,R,686,R,2070,R,221,R,26,Z,0,Z,0,R,0
147660,2,R,2454,R,1,R,571,R,1882,R,1,Z,0,Z,0,Z,0,R,0
147660,3,R,2428,R,1,R,571,R,1856,R,1,Z,0,Z,0,Z,0,R,0
147660,11,R,26,R,0,R,0,R,26,A,,A,,A,,A,,A,
147660,12,R,549,R,246,R,115,R,188,R,220,R,26,Z,0,Z,0,R,0
147679,1,R,2557,R,335,R,798,R,1424,R,243,R,81,R,0,R,5,R,6
147679,2,R,1841,R,105,R,543,R,1193,R,99,R,5,R,0,R,0,R,1
147679,3,R,1818,R,105,R,540,R,1173,R,99,R,5,R,0,R,0,R,1
147679,11,R,23,R,0,R,3,R,20,A,,A,,A,,A,,A,
147679,12,R,716,R,230,R,255,R,231,R,144,R,76,R,0,R,5,R,5
147697,1,R,315,R,9,R,158,R,148,Z,0,Z,0,Z,0,R,9,R,0
147697,12,R,315,R,9,R,158,R,148,Z,0,Z,0,Z,0,R,9,R,0
147703,1,R,15414,R,2197,R,7937,R,5280,R,2012,R,172,Z,0,R,13,R,0
147703,2,R,11348,R,830,R,7157,R,3361,R,787,R,42,Z,0,R,1,R,0
147703,3,R,11301,R,799,R,7151,R,3351,R,758,R,40,Z,0,R,1,R,0
147703,11,R,47,R,31,R,6,R,10,R,29,R,2,Z,0,Z,0,R,0
147703,12,R,4066,R,1367,R,780,R,1919,R,1225,R,130,Z,0,R,12,R,0
147767,1,R,23856,R,781,R,1509,R,21566,R,252,R,429,R,2,R,98,R,0
147767,2,R,9399,R,0,R,16,R,9383,A,,A,,A,,A,,A,
147767,3,R,9201,R,0,R,0,R,9201,A,,A,,A,,A,,A,
147767,11,R,198,R,0,R,16,R,182,A,,A,,A,,A,,A,
147767,12,R,14457,R,781,R,1493,R,12183,R,252,R,429,R,2,R,98,R,0
147776,1,R,5734,R,1101,R,2235,R,2398,R,1072,R,8,R,2,R,19,R,0
147776,2,R,4226,R,756,R,1804,R,1666,R,750,R,2,R,2,R,2,R,0
147776,3,R,3982,R,748,R,1782,R,1452,R,742,R,2,R,2,R,2,R,0
147776,11,R,244,R,8,R,22,R,214,R,8,R,0,R,0,R,0,R,0
147776,12,R,1508,R,345,R,431,R,732,R,322,R,6,R,0,R,17,R,0
147800,1,R,8329,R,1944,R,2053,R,4332,R,1691,R,181,R,0,R,72,R,0
147800,2,R,8329,R,1944,R,2053,R,4332,R,1691,R,181,R,0,R,72,R,0
147800,3,R,6072,R,1749,R,2018,R,2305,R,1499,R,181,R,0,R,69,R,0
147800,11,R,2257,R,195,R,35,R,2027,R,192,R,0,R,0,R,3,R,0
147819,1,R,65,A,,A,,R,65,A,,A,,A,,A,,A,
147819,2,R,65,A,,A,,R,65,A,,A,,A,,A,,A,
147819,3,R,65,A,,A,,R,65,A,,A,,A,,A,,A,
147828,1,R,3339,R,761,R,768,R,1810,R,521,R,238,Z,0,R,2,R,0
147828,2,R,2711,R,140,R,761,R,1810,R,102,R,38,Z,0,Z,0,R,0
147828,3,R,2603,R,140,R,761,R,1702,R,102,R,38,Z,0,Z,0,R,0
147828,11,R,108,Z,0,Z,0,R,108,A,,A,,A,,A,,A,
147828,12,R,628,R,621,R,7,R,0,R,419,R,200,Z,0,R,2,R,0
147916,1,R,6014,R,1065,R,1798,R,3151,R,981,R,56,R,0,R,28,R,0
147916,2,R,6014,R,1065,R,1798,R,3151,R,981,R,56,R,0,R,28,R,0
147916,3,R,3348,R,527,R,1405,R,1416,R,507,R,16,R,0,R,4,R,0
147916,11,R,2666,R,538,R,393,R,1735,R,474,R,40,R,0,R,24,R,0
148007,1,R,2953,R,416,R,841,R,1696,R,399,R,15,R,0,R,2,R,0
148007,2,R,2953,R,416,R,841,R,1696,R,399,R,15,R,0,R,2,R,0
148007,3,R,2443,R,408,R,808,R,1227,R,391,R,15,R,0,R,2,R,0
148007,11,R,510,R,8,R,33,R,469,R,8,R,0,R,0,R,0,R,0
148016,1,R,339,R,0,R,73,R,266,A,,A,,A,,A,,A,
148016,2,R,339,R,0,R,73,R,266,A,,A,,A,,A,,A,
148016,3,R,339,R,0,R,73,R,266,A,,A,,A,,A,,A,
148098,1,R,53,A,,A,,R,53,A,,A,,A,,A,,A,
148098,2,R,53,A,,A,,R,53,A,,A,,A,,A,,A,
148098,3,R,53,A,,A,,R,53,A,,A,,A,,A,,A,
148131,1,R,1210,R,51,R,760,R,399,R,34,R,13,R,0,R,4,R,0
148131,2,R,1072,R,9,R,745,R,318,R,7,R,2,R,0,R,0,R,0
148131,3,R,1010,R,8,R,744,R,258,R,7,R,1,R,0,R,0,R,0
148131,11,R,62,R,1,R,1,R,60,R,0,R,1,R,0,R,0,R,0
148131,12,R,138,R,42,R,15,R,81,R,27,R,11,R,0,R,4,R,0
148256,1,R,2015,R,205,R,814,R,996,R,204,R,1,R,0,R,0,R,0
148256,2,R,2015,R,205,R,814,R,996,R,204,R,1,R,0,R,0,R,0
148256,3,R,1175,R,171,R,724,R,280,R,170,R,1,R,0,R,0,R,0
148256,11,R,840,R,34,R,90,R,716,R,34,R,0,R,0,R,0,R,0
148292,1,R,2388,R,384,R,487,R,1517,R,383,R,1,R,0,R,0,R,0
148292,2,R,2388,R,384,R,487,R,1517,R,383,R,1,R,0,R,0,R,0
148292,3,R,1346,R,356,R,394,R,596,R,355,R,1,R,0,R,0,R,0
148292,11,R,1042,R,28,R,93,R,921,R,28,R,0,R,0,R,0,R,0
148380,1,R,5978,R,1079,R,1814,R,3085,R,1052,R,15,R,6,R,6,R,0
148380,2,R,5978,R,1079,R,1814,R,3085,R,1052,R,15,R,6,R,6,R,0
148380,3,R,4359,R,946,R,1592,R,1821,R,930,R,10,R,2,R,4,R,0
148380,11,R,1619,R,133,R,222,R,1264,R,122,R,5,R,4,R,2,R,0
148405,1,R,1241,R,63,R,782,R,396,R,59,R,4,R,0,R,0,R,0
148405,2,R,983,R,63,R,537,R,383,R,59,R,4,R,0,R,0,R,0
148405,3,R,972,R,63,R,535,R,374,R,59,R,4,R,0,R,0,R,0
148405,11,R,11,R,0,R,2,R,9,A,,A,,A,,A,,A,
148405,12,R,258,R,0,R,245,R,13,A,,A,,A,,A,,A,
148487,1,R,4281,R,463,R,2086,R,1732,R,415,R,45,R,0,R,3,R,0
148487,2,R,2868,R,229,R,1546,R,1093,R,211,R,18,R,0,R,0,R,0
148487,3,R,2849,R,223,R,1545,R,1081,R,205,R,18,R,0,R,0,R,0
148487,11,R,19,R,6,R,1,R,12,R,6,R,0,R,0,R,0,R,0
148487,12,R,1413,R,234,R,540,R,639,R,204,R,27,R,0,R,3,R,0
148496,1,R,3803,R,1040,R,2106,R,657,R,912,R,122,R,0,R,6,R,0
148496,2,R,2690,R,126,R,1996,R,568,R,121,R,4,R,0,R,1,R,0
148496,3,R,2561,R,124,R,1995,R,442,R,119,R,4,R,0,R,1,R,0
148496,11,R,129,R,2,R,1,R,126,R,2,R,0,R,0,R,0,R,0
148496,12,R,1113,R,914,R,110,R,89,R,791,R,118,R,0,R,5,R,0
148511,1,R,2769,R,834,R,1313,R,622,R,635,R,199,Z,0,Z,0,R,0
148511,2,R,138,R,44,R,89,R,5,R,43,R,1,Z,0,Z,0,R,0
148511,3,R,138,R,44,R,89,R,5,R,43,R,1,Z,0,Z,0,R,0
148511,12,R,2631,R,790,R,1224,R,617,R,592,R,198,Z,0,Z,0,R,0
148575,1,R,605,R,395,R,119,R,91,R,379,R,16,R,0,R,0,R,0
148575,2,R,273,R,63,R,119,R,91,R,60,R,3,R,0,R,0,R,0
148575,3,R,273,R,63,R,119,R,91,R,60,R,3,R,0,R,0,R,0
148575,12,R,332,R,332,R,0,R,0,R,319,R,13,Z,0,Z,0,R,0
148584,1,R,3074,R,1500,R,890,R,684,R,1389,R,111,R,0,R,0,R,0
148584,2,R,1343,R,140,R,723,R,480,R,120,R,20,R,0,R,0,R,0
148584,3,R,1223,R,137,R,723,R,363,R,117,R,20,R,0,R,0,R,0
148584,11,R,120,R,3,R,0,R,117,R,3,R,0,R,0,R,0,R,0
148584,12,R,1731,R,1360,R,167,R,204,R,1269,R,91,R,0,R,0,R,0
148593,1,R,132,R,34,R,49,R,49,R,31,R,3,R,0,R,0,R,0
148593,2,R,126,R,28,R,49,R,49,R,25,R,3,R,0,R,0,R,0
148593,3,R,126,R,28,R,49,R,49,R,25,R,3,R,0,R,0,R,0
148593,12,R,6,R,6,R,0,R,0,R,6,R,0,R,0,R,0,R,0
148627,1,R,3485,R,291,R,2241,R,953,R,258,R,33,R,0,R,0,R,0
148627,2,R,3098,R,109,R,2188,R,801,R,103,R,6,R,0,R,0,R,0
148627,3,R,3096,R,109,R,2188,R,799,R,103,R,6,R,0,R,0,R,0
148627,11,R,2,R,0,R,0,R,2,A,,A,,A,,A,,A,
148627,12,R,387,R,182,R,53,R,152,R,155,R,27,R,0,R,0,R,0
148654,1,R,4628,R,2191,R,1660,R,777,R,1690,R,406,R,0,R,95,R,0
148654,2,R,2309,R,1019,R,938,R,352,R,907,R,96,R,0,R,16,R,0
148654,3,R,2263,R,989,R,929,R,345,R,878,R,96,R,0,R,15,R,0
148654,11,R,46,R,30,R,9,R,7,R,29,R,0,R,0,R,1,R,0
148654,12,R,2319,R,1172,R,722,R,425,R,783,R,310,R,0,R,79,R,0
148672,1,R,1467,R,218,R,559,R,690,R,217,R,1,R,0,R,0,R,0
148672,2,R,1467,R,218,R,559,R,690,R,217,R,1,R,0,R,0,R,0
148672,3,R,1158,R,169,R,529,R,460,R,168,R,1,R,0,R,0,R,0
148672,11,R,309,R,49,R,30,R,230,R,49,R,0,R,0,R,0,R,0
148821,1,R,1156,R,238,R,390,R,528,R,221,R,16,R,0,R,1,R,0
148821,2,R,1156,R,238,R,390,R,528,R,221,R,16,R,0,R,1,R,0
148821,3,R,698,R,165,R,299,R,234,R,149,R,15,R,0,R,1,R,0
148821,11,R,458,R,73,R,91,R,294,R,72,R,1,R,0,R,0,R,0
148876,1,R,810,A,,A,,R,810,A,,A,,A,,A,,A,
148876,2,R,810,A,,A,,R,810,A,,A,,A,,A,,A,
148876,3,R,787,A,,A,,R,787,A,,A,,A,,A,,A,
148876,11,R,23,A,,A,,R,23,A,,A,,A,,A,,A,
148885,1,R,200,R,25,R,58,R,117,R,3,R,18,R,0,R,4,R,0
148885,12,R,200,R,25,R,58,R,117,R,3,R,18,R,0,R,4,R,0
148937,1,R,1446,R,117,R,451,R,878,R,115,R,2,R,0,R,0,R,0
148937,2,R,1446,R,117,R,451,R,878,R,115,R,2,R,0,R,0,R,0
148937,3,R,680,R,86,R,371,R,223,R,84,R,2,R,0,R,0,R,0
148937,11,R,766,R,31,R,80,R,655,R,31,R,0,R,0,R,0,R,0
148982,1,R,89,R,54,R,28,R,7,R,12,R,39,Z,0,R,3,R,0
148982,12,R,89,R,54,R,28,R,7,R,12,R,39,Z,0,R,3,R,0
148991,1,R,1247,R,454,R,321,R,472,R,447,R,6,R,0,R,1,R,0
148991,2,R,1247,R,454,R,321,R,472,R,447,R,6,R,0,R,1,R,0
148991,3,R,774,R,347,R,270,R,157,R,341,R,6,R,0,R,0,R,0
148991,11,R,473,R,107,R,51,R,315,R,106,R,0,R,0,R,1,R,0
149028,1,R,263,R,116,R,44,R,103,R,113,R,3,R,0,R,0,R,0
149028,2,R,172,R,25,R,44,R,103,R,25,R,0,R,0,R,0,R,0
149028,3,R,172,R,25,R,44,R,103,R,25,R,0,R,0,R,0,R,0
149028,12,R,91,R,91,R,0,R,0,R,88,R,3,R,0,R,0,R,0
149204,1,R,59,A,,A,,R,59,A,,A,,A,,A,,A,
149204,2,R,59,A,,A,,R,59,A,,A,,A,,A,,A,
149204,3,R,59,A,,A,,R,59,A,,A,,A,,A,,A,
149222,1,R,11790,R,2272,R,3360,R,6158,R,1746,R,511,Z,0,R,11,R,4
149222,2,R,8553,R,1492,R,3022,R,4039,R,1202,R,285,Z,0,R,3,R,2
149222,3,R,8494,R,1467,R,3016,R,4011,R,1181,R,281,Z,0,R,3,R,2
149222,11,R,59,R,25,R,6,R,28,R,21,R,4,Z,0,Z,0,R,0
149222,12,R,3237,R,780,R,338,R,2119,R,544,R,226,Z,0,R,8,R,2
149231,1,R,11893,R,1999,R,3314,R,6580,R,1591,R,405,R,0,R,3,R,0
149231,2,R,8945,R,822,R,2853,R,5270,R,706,R,115,R,0,R,1,R,0
149231,3,R,8750,R,813,R,2839,R,5098,R,699,R,114,R,0,R,0,R,0
149231,11,R,195,R,9,R,14,R,172,R,7,R,1,R,0,R,1,R,0
149231,12,R,2948,R,1177,R,461,R,1310,R,885,R,290,R,0,R,2,R,0
149310,1,R,115,A,,A,,R,115,A,,A,,A,,A,,A,
149310,2,R,115,A,,A,,R,115,A,,A,,A,,A,,A,
149310,3,R,98,A,,A,,R,98,A,,A,,A,,A,,A,
149310,11,R,17,A,,A,,R,17,A,,A,,A,,A,,A,
149329,1,R,91,A,,A,,R,91,A,,A,,A,,A,,A,
149329,2,R,78,A,,A,,R,78,A,,A,,A,,A,,A,
149329,3,R,78,A,,A,,R,78,A,,A,,A,,A,,A,
149329,12,R,13,A,,A,,R,13,A,,A,,A,,A,,A,
149365,1,R,3818,R,691,R,972,R,2155,R,665,R,26,R,0,R,0,R,0
149365,2,R,3818,R,691,R,972,R,2155,R,665,R,26,R,0,R,0,R,0
149365,3,R,2042,R,531,R,920,R,591,R,507,R,24,R,0,R,0,R,0
149365,11,R,1776,R,160,R,52,R,1564,R,158,R,2,R,0,R,0,R,0
149505,1,R,854,R,0,R,0,R,854,A,,A,,A,,A,,A,
149505,2,R,825,R,0,R,0,R,825,A,,A,,A,,A,,A,
149505,3,R,820,R,0,R,0,R,820,A,,A,,A,,A,,A,
149505,11,R,5,R,0,R,0,R,5,A,,A,,A,,A,,A,
149505,12,R,29,R,0,R,0,R,29,A,,A,,A,,A,,A,
149514,1,R,869,R,301,R,180,R,388,R,54,R,212,R,0,R,35,R,0
149514,2,R,55,R,28,R,0,R,27,R,7,R,21,R,0,R,0,R,0
149514,3,R,55,R,28,R,0,R,27,R,7,R,21,R,0,R,0,R,0
149514,12,R,814,R,273,R,180,R,361,R,47,R,191,R,0,R,35,R,0
149532,1,R,9842,R,827,R,1783,R,7232,R,799,R,7,R,19,R,2,R,0
149532,2,R,9842,R,827,R,1783,R,7232,R,799,R,7,R,19,R,2,R,0
149532,3,R,6902,R,718,R,1719,R,4465,R,701,R,3,R,13,R,1,R,0
149532,11,R,2940,R,109,R,64,R,2767,R,98,R,4,R,6,R,1,R,0
149550,1,R,164,A,,A,,R,164,A,,A,,A,,A,,A,
149550,2,R,164,A,,A,,R,164,A,,A,,A,,A,,A,
149550,3,R,164,A,,A,,R,164,A,,A,,A,,A,,A,
149639,1,R,323,R,195,R,21,R,107,R,69,R,120,R,0,R,6,R,0
149639,2,R,107,R,0,R,14,R,93,A,,A,,A,,A,,A,
149639,3,R,76,R,0,R,14,R,62,A,,A,,A,,A,,A,
149639,11,R,31,R,0,R,0,R,31,A,,A,,A,,A,,A,
149639,12,R,216,R,195,R,7,R,14,R,69,R,120,R,0,R,6,R,0
149727,1,R,8305,R,1250,R,2290,R,4765,R,1225,R,23,R,0,R,2,R,0
149727,2,R,8305,R,1250,R,2290,R,4765,R,1225,R,23,R,0,R,2,R,0
149727,3,R,5721,R,1043,R,2254,R,2424,R,1026,R,16,R,0,R,1,R,0
149727,11,R,2584,R,207,R,36,R,2341,R,199,R,7,R,0,R,1,R,0
149772,1,R,6332,R,1607,R,2917,R,1808,R,1348,R,193,R,32,R,34,R,0
149772,2,R,4525,R,973,R,2346,R,1206,R,821,R,118,R,0,R,34,R,0
149772,3,R,4410,R,912,R,2331,R,1167,R,761,R,117,R,0,R,34,R,0
149772,11,R,115,R,61,R,15,R,39,R,60,R,1,R,0,R,0,R,0
149772,12,R,1807,R,634,R,571,R,602,R,527,R,75,R,32,R,0,R,0
149781,1,R,2874,R,210,R,115,R,2549,R,41,R,156,R,0,R,13,R,0
149781,2,R,2150,R,0,R,4,R,2146,A,,A,,A,,A,,A,
149781,3,R,2121,R,0,R,2,R,2119,A,,A,,A,,A,,A,
149781,11,R,29,R,0,R,2,R,27,A,,A,,A,,A,,A,
149781,12,R,724,R,210,R,111,R,403,R,41,R,156,R,0,R,13,R,0
149842,1,R,13988,R,2136,R,3735,R,8117,R,2119,R,13,R,0,R,4,R,0
149842,2,R,13988,R,2136,R,3735,R,8117,R,2119,R,13,R,0,R,4,R,0
149842,3,R,9313,R,1790,R,3640,R,3883,R,1781,R,6,R,0,R,3,R,0
149842,11,R,4675,R,346,R,95,R,4234,R,338,R,7,R,0,R,1,R,0
150066,1,R,1228,R,108,R,374,R,746,R,59,R,47,R,0,R,2,R,0
150066,2,R,1092,R,36,R,352,R,704,R,24,R,12,R,0,R,0,R,0
150066,3,R,1057,R,26,R,352,R,679,R,14,R,12,R,0,R,0,R,0
150066,11,R,35,R,10,R,0,R,25,R,10,R,0,R,0,R,0,R,0
150066,12,R,136,R,72,R,22,R,42,R,35,R,35,R,0,R,2,R,0
