UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,PEO7ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL1A,LEVEL1B,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,NONCRDT1,NONCRDT2,NONCRDT3,NONCRDT4,NONCRDT5,NONCRDT6,NONCRDT7,NONCRDT8,NONCRDT9,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO521,SLO53,SLO6,SLO7,SLOA,SLO8,SLO81,SLO82,SLO83,SLOB,SLO9,YRSCOLL,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4
202903,0,1,0,0,0,0,0,4,-2,-2,79,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
202912,0,1,0,0,0,0,0,4,-2,-2,30,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,6.00,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
202949,1,1,-2,1,1,1,0,1,4,2,-2,1,1,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
202985,0,1,-2,0,0,0,0,1,4,0,-2,0,0,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
203030,1,0,-2,0,1,0,1,1,4,0,-2,0,0,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
203067,1,1,1,0,0,0,0,4,-2,-2,80,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,2,2,1,2,2,1,1,2,-2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,1,1,1,0,0,1,1,1,1,1,1,0,-2,-2,-2,1,1,0,1,1,-2,1,0,2,-2,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203085,0,1,1,0,0,0,0,4,-2,-2,76,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,-2,-2,2,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,9.00,1,1,0,0,0,0,0,1,191,1,191,1,191,1,191
203128,1,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,16.20,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189
203146,1,0,-2,0,0,0,0,3,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
203155,1,1,-2,0,0,1,0,1,2,0,-2,1,0,1,1,1,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,2,1,1,2,-2,-2,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,6.01,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
203234,1,0,-2,0,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-2,-2,-2,-2,0,0,-2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
203331,1,1,-2,0,1,1,1,1,2,0,-2,1,0,1,1,1,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,2,1,1,2,-2,-2,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203368,0,1,0,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,19.67,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189
203386,1,1,-2,0,0,0,0,2,-2,-2,-2,0,0,0,1,1,0,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,-2,1,1,-2,-2,-2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203438,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,1,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203447,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,8.00,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203456,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,7.00,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203465,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,2,2,R,6.00,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203474,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,6.00,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203483,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,6.00,1,0,0,0,1,0,0,2,-2,2,-2,2,-2,2,-2
203492,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,5.00,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203517,0,1,0,0,0,0,0,1,2,0,-2,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,9.00,1,1,0,0,0,0,0,1,119,1,119,1,119,1,119
203526,0,1,0,0,0,0,0,1,2,0,-2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,2,2,R,5.00,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203535,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,2,2,-2,-2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,2,R,21.00,1,1,0,0,0,0,0,1,189,1,189,1,189,1,189
203544,0,1,0,0,0,0,0,4,-2,-2,95,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,12.70,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203580,1,1,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,1,A,,1,1,0,0,0,0,0,1,371,1,371,1,371,1,371
203599,1,1,-2,0,0,0,1,1,2,5,-2,1,1,1,1,1,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,2,1,1,2,-2,-2,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,4.88,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
203614,1,0,-2,0,0,0,0,1,4,0,-2,1,1,1,1,0,1,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,2,2,2,2,-2,-2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203678,1,1,0,0,1,0,1,1,2,0,-2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203720,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,1,0,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203739,1,0,-2,0,0,0,0,2,-2,-2,-2,0,0,0,1,1,0,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203748,1,1,0,0,0,0,1,1,2,5,-2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,6.66,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2
203757,1,1,1,1,1,1,0,4,-2,-2,30,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,,1,0,1,0,0,0,0,2,-2,1,307,1,307,1,307
203775,0,1,1,0,0,0,0,4,-2,-2,65,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,10.74,1,1,0,0,0,1,0,2,-2,1,371,1,371,1,371
203845,0,1,1,1,0,0,1,3,-2,-2,-2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,9.22,1,1,0,0,0,0,0,1,191,1,191,1,191,1,191
203881,1,1,0,0,1,0,1,1,2,0,-2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,5.68,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203942,1,0,-2,0,0,0,0,1,2,4,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
203960,0,1,0,0,0,0,0,4,-2,-2,30,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,6.90,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
203997,0,1,0,0,0,0,0,4,-2,-2,71,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,2,2,1,2,2,1,1,2,-2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,1,1,1,1,1,0,-2,-2,-2,1,0,0,1,0,-2,1,0,2,-2,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
204006,0,1,1,0,0,0,1,1,2,0,-2,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-2,-2,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,8.70,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
204015,0,1,1,0,0,0,1,1,2,0,-2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,7.50,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
204024,0,1,1,0,0,0,1,1,2,0,-2,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,16.53,1,1,0,0,0,0,0,1,119,1,119,1,119,1,119
204121,0,1,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,1,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
204158,1,1,-2,0,1,0,0,1,8,0,-2,1,1,0,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,2,2,-2,1,1,-2,-2,-2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,-2,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
204176,0,1,0,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,2,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
204185,0,1,0,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,9.96,1,1,0,0,0,0,0,1,191,1,191,1,191,1,191
204194,0,1,1,0,0,0,1,4,-2,-2,59,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,-2,-2,2,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,12.00,1,0,1,0,0,0,0,2,-2,1,305,1,305,1,305
204200,1,1,1,0,1,0,0,4,-2,-2,30,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,2,2,R,7.00,1,1,0,0,0,0,0,1,175,1,175,1,175,1,175
204255,1,1,0,0,0,1,0,1,2,0,-2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,2,R,3.17,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
204264,0,1,0,0,0,0,0,4,-2,-2,66,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,-2,-2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,-2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,R,10.45,1,1,0,0,0,0,0,1,191,1,191,1,191,1,191
204334,1,0,-2,0,0,0,0,2,-2,-2,-2,1,0,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,2,-2,1,1,-2,-2,-2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
204422,1,1,0,0,1,0,1,1,2,0,-2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
204431,1,0,-2,0,0,0,0,2,-2,-2,-2,0,0,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
204440,0,1,-2,0,0,0,1,1,2,0,-2,1,0,1,1,1,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,2,1,1,2,-2,-2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
204459,1,0,-2,0,0,0,0,1,4,0,-2,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,2,2,2,2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,A,,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
