UNITID,EFFYALEV,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XEFYGUUN,EFYGUUN,XEFYGUAN,EFYGUAN,XEFYGUTO,EFYGUTOT,XEFYGUKN,EFYGUKN
230861,11,-2,1,R,4946,R,1783,R,3163,R,19,R,5,R,14,R,115,R,47,R,68,R,148,R,67,R,81,R,185,R,75,R,110,R,3,R,1,R,2,R,3944,R,1362,R,2582,R,182,R,68,R,114,R,296,R,140,R,156,R,54,R,18,R,36,A,,A,,A,,A,
230861,19,-2,1,R,567,R,174,R,393,R,3,R,1,R,2,R,9,R,6,R,3,R,23,R,10,R,13,R,32,R,12,R,20,R,2,R,1,R,1,R,455,R,128,R,327,R,16,R,8,R,8,R,25,R,8,R,17,R,2,Z,0,R,2,A,,A,,A,,A,
230861,20,-2,1,R,3090,R,755,R,2335,R,12,R,2,R,10,R,67,R,25,R,42,R,108,R,32,R,76,R,112,R,34,R,78,R,1,R,1,Z,0,R,2570,R,595,R,1975,R,151,R,47,R,104,R,51,R,10,R,41,R,18,R,9,R,9,A,,A,,A,,A,
230861,21,-2,999,R,964,R,323,R,641,R,2,Z,0,R,2,R,25,R,12,R,13,R,27,R,16,R,11,R,39,R,20,R,19,Z,0,Z,0,Z,0,R,784,R,252,R,532,R,49,R,14,R,35,R,28,R,7,R,21,R,10,R,2,R,8,A,,A,,A,,A,
230861,22,-2,1,R,964,R,323,R,641,R,2,Z,0,R,2,R,25,R,12,R,13,R,27,R,16,R,11,R,39,R,20,R,19,Z,0,Z,0,Z,0,R,784,R,252,R,532,R,49,R,14,R,35,R,28,R,7,R,21,R,10,R,2,R,8,A,,A,,A,,A,
230861,23,-2,1,R,684,R,224,R,460,R,2,Z,0,R,2,R,16,R,10,R,6,R,22,R,15,R,7,R,28,R,11,R,17,Z,0,Z,0,Z,0,R,554,R,172,R,382,R,34,R,10,R,24,R,21,R,4,R,17,R,7,R,2,R,5,A,,A,,A,,A,
230861,24,-2,1,R,182,R,61,R,121,Z,0,Z,0,Z,0,R,5,R,4,R,1,R,8,R,6,R,2,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,147,R,48,R,99,R,10,R,2,R,8,R,7,Z,0,R,7,R,2,Z,0,R,2,A,,A,,A,,A,
230861,25,-2,1,R,502,R,163,R,339,R,2,Z,0,R,2,R,11,R,6,R,5,R,14,R,9,R,5,R,25,R,10,R,15,Z,0,Z,0,Z,0,R,407,R,124,R,283,R,24,R,8,R,16,R,14,R,4,R,10,R,5,R,2,R,3,A,,A,,A,,A,
230861,31,-2,1,R,280,R,99,R,181,Z,0,Z,0,Z,0,R,9,R,2,R,7,R,5,R,1,R,4,R,11,R,9,R,2,Z,0,Z,0,Z,0,R,230,R,80,R,150,R,15,R,4,R,11,R,7,R,3,R,4,R,3,Z,0,R,3,A,,A,,A,,A,
230861,39,-2,1,R,102,R,39,R,63,R,1,Z,0,R,1,R,3,R,3,Z,0,R,5,R,4,R,1,R,7,R,4,R,3,Z,0,Z,0,Z,0,R,71,R,23,R,48,R,5,R,3,R,2,R,8,R,2,R,6,R,2,Z,0,R,2,A,,A,,A,,A,
230861,40,-2,1,R,400,R,124,R,276,R,1,Z,0,R,1,R,8,R,3,R,5,R,9,R,5,R,4,R,18,R,6,R,12,Z,0,Z,0,Z,0,R,336,R,101,R,235,R,19,R,5,R,14,R,6,R,2,R,4,R,3,R,2,R,1,A,,A,,A,,A,
230861,41,-2,999,R,8498,R,2668,R,5830,R,38,R,11,R,27,R,189,R,77,R,112,R,293,R,116,R,177,R,333,R,118,R,215,R,9,R,3,R,6,R,6859,R,2041,R,4818,R,340,R,120,R,220,R,370,R,157,R,213,R,67,R,25,R,42,A,,A,,A,,A,
230861,42,-2,1,R,8498,R,2668,R,5830,R,38,R,11,R,27,R,189,R,77,R,112,R,293,R,116,R,177,R,333,R,118,R,215,R,9,R,3,R,6,R,6859,R,2041,R,4818,R,340,R,120,R,220,R,370,R,157,R,213,R,67,R,25,R,42,A,,A,,A,,A,
230861,43,-2,1,R,3832,R,984,R,2848,R,19,R,6,R,13,R,83,R,32,R,51,R,150,R,50,R,100,R,159,R,52,R,107,R,6,R,2,R,4,R,3145,R,759,R,2386,R,173,R,56,R,117,R,81,R,20,R,61,R,16,R,7,R,9,A,,A,,A,,A,
230861,44,-2,1,R,677,R,218,R,459,R,6,R,3,R,3,R,18,R,7,R,11,R,33,R,17,R,16,R,40,R,16,R,24,R,3,Z,0,R,3,R,527,R,160,R,367,R,30,R,9,R,21,R,19,R,6,R,13,R,1,Z,0,R,1,A,,A,,A,,A,
230861,45,-2,1,R,3155,R,766,R,2389,R,13,R,3,R,10,R,65,R,25,R,40,R,117,R,33,R,84,R,119,R,36,R,83,R,3,R,2,R,1,R,2618,R,599,R,2019,R,143,R,47,R,96,R,62,R,14,R,48,R,15,R,7,R,8,A,,A,,A,,A,
230861,51,-2,1,R,4666,R,1684,R,2982,R,19,R,5,R,14,R,106,R,45,R,61,R,143,R,66,R,77,R,174,R,66,R,108,R,3,R,1,R,2,R,3714,R,1282,R,2432,R,167,R,64,R,103,R,289,R,137,R,152,R,51,R,18,R,33,A,,A,,A,,A,
230861,59,-2,1,R,465,R,135,R,330,R,2,R,1,R,1,R,6,R,3,R,3,R,18,R,6,R,12,R,25,R,8,R,17,R,2,R,1,R,1,R,384,R,105,R,279,R,11,R,5,R,6,R,17,R,6,R,11,Z,0,Z,0,Z,0,A,,A,,A,,A,
230861,60,-2,1,R,2690,R,631,R,2059,R,11,R,2,R,9,R,59,R,22,R,37,R,99,R,27,R,72,R,94,R,28,R,66,R,1,R,1,Z,0,R,2234,R,494,R,1740,R,132,R,42,R,90,R,45,R,8,R,37,R,15,R,7,R,8,A,,A,,A,,A,
230959,1,1,999,R,4726,R,2135,R,2591,R,9,R,2,R,7,R,306,R,125,R,181,R,213,R,96,R,117,R,477,R,198,R,279,R,2,R,1,R,1,R,2396,R,1151,R,1245,R,283,R,119,R,164,R,487,R,222,R,265,R,553,R,221,R,332,R,34,R,0,R,34,R,4692
230959,2,2,1,R,4154,R,1940,R,2214,R,7,R,1,R,6,R,278,R,115,R,163,R,202,R,92,R,110,R,420,R,171,R,249,R,2,R,1,R,1,R,2128,R,1058,R,1070,R,274,R,117,R,157,R,358,R,183,R,175,R,485,R,202,R,283,R,28,R,0,R,28,R,4126
230959,3,-2,1,R,3081,R,1449,R,1632,R,1,R,1,R,0,R,235,R,103,R,132,R,166,R,79,R,87,R,355,R,142,R,213,R,0,R,0,R,0,R,1738,R,870,R,868,R,235,R,103,R,132,R,25,R,16,R,9,R,326,R,135,R,191,A,,A,,A,,A,
230959,4,-2,1,R,716,R,330,R,386,R,0,R,0,R,0,R,66,R,25,R,41,R,34,R,15,R,19,R,88,R,35,R,53,R,0,R,0,R,0,R,372,R,198,R,174,R,65,R,21,R,44,R,10,R,7,R,3,R,81,R,29,R,52,A,,A,,A,,A,
230959,5,-2,1,R,2365,R,1119,R,1246,R,1,R,1,R,0,R,169,R,78,R,91,R,132,R,64,R,68,R,267,R,107,R,160,R,0,R,0,R,0,R,1366,R,672,R,694,R,170,R,82,R,88,R,15,R,9,R,6,R,245,R,106,R,139,A,,A,,A,,A,
230959,11,-2,1,R,1073,R,491,R,582,R,6,R,0,R,6,R,43,R,12,R,31,R,36,R,13,R,23,R,65,R,29,R,36,R,2,R,1,R,1,R,390,R,188,R,202,R,39,R,14,R,25,R,333,R,167,R,166,R,159,R,67,R,92,A,,A,,A,,A,
230959,12,4,3,R,572,R,195,R,377,R,2,R,1,R,1,R,28,R,10,R,18,R,11,R,4,R,7,R,57,R,27,R,30,R,0,R,0,R,0,R,268,R,93,R,175,R,9,R,2,R,7,R,129,R,39,R,90,R,68,R,19,R,49,R,6,R,0,R,6,R,566
230959,19,-2,1,R,10,R,7,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,5,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,2,Z,0,A,,A,,A,,A,
230959,20,-2,1,R,2355,R,1112,R,1243,R,1,R,1,R,0,R,168,R,78,R,90,R,132,R,64,R,68,R,267,R,107,R,160,R,0,R,0,R,0,R,1360,R,667,R,693,R,169,R,82,R,87,R,15,R,9,R,6,R,243,R,104,R,139,A,,A,,A,,A,
230959,21,-2,999,R,4559,R,2087,R,2472,R,5,R,2,R,3,R,305,R,124,R,181,R,212,R,96,R,116,R,475,R,197,R,278,R,2,R,1,R,1,R,2344,R,1136,R,1208,R,278,R,119,R,159,R,420,R,200,R,220,R,518,R,212,R,306,A,,A,,A,,A,
230959,22,-2,1,R,4054,R,1908,R,2146,R,3,R,1,R,2,R,278,R,115,R,163,R,201,R,92,R,109,R,418,R,170,R,248,R,2,R,1,R,1,R,2092,R,1046,R,1046,R,270,R,117,R,153,R,314,R,166,R,148,R,476,R,200,R,276,A,,A,,A,,A,
230959,23,-2,1,R,3066,R,1445,R,1621,R,1,R,1,R,0,R,235,R,103,R,132,R,166,R,79,R,87,R,355,R,142,R,213,R,0,R,0,R,0,R,1724,R,867,R,857,R,235,R,103,R,132,R,24,R,15,R,9,R,326,R,135,R,191,A,,A,,A,,A,
230959,24,-2,1,R,716,R,330,R,386,R,0,R,0,R,0,R,66,R,25,R,41,R,34,R,15,R,19,R,88,R,35,R,53,R,0,R,0,R,0,R,372,R,198,R,174,R,65,R,21,R,44,R,10,R,7,R,3,R,81,R,29,R,52,A,,A,,A,,A,
230959,25,-2,1,R,2350,R,1115,R,1235,R,1,R,1,R,0,R,169,R,78,R,91,R,132,R,64,R,68,R,267,R,107,R,160,R,0,R,0,R,0,R,1352,R,669,R,683,R,170,R,82,R,88,R,14,R,8,R,6,R,245,R,106,R,139,A,,A,,A,,A,
230959,31,-2,1,R,988,R,463,R,525,R,2,R,0,R,2,R,43,R,12,R,31,R,35,R,13,R,22,R,63,R,28,R,35,R,2,R,1,R,1,R,368,R,179,R,189,R,35,R,14,R,21,R,290,R,151,R,139,R,150,R,65,R,85,A,,A,,A,,A,
230959,32,-2,3,R,505,R,179,R,326,R,2,R,1,R,1,R,27,R,9,R,18,R,11,R,4,R,7,R,57,R,27,R,30,R,0,R,0,R,0,R,252,R,90,R,162,R,8,R,2,R,6,R,106,R,34,R,72,R,42,R,12,R,30,A,,A,,A,,A,
230959,39,-2,1,R,10,R,7,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,5,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,R,2,Z,0,A,,A,,A,,A,
230959,40,-2,1,R,2340,R,1108,R,1232,R,1,R,1,R,0,R,168,R,78,R,90,R,132,R,64,R,68,R,267,R,107,R,160,R,0,R,0,R,0,R,1346,R,664,R,682,R,169,R,82,R,87,R,14,R,8,R,6,R,243,R,104,R,139,A,,A,,A,,A,
230959,41,-2,999,R,167,R,48,R,119,R,4,R,0,R,4,R,1,R,1,R,0,R,1,R,0,R,1,R,2,R,1,R,1,R,0,Z,0,R,0,R,52,R,15,R,37,R,5,R,0,R,5,R,67,R,22,R,45,R,35,R,9,R,26,A,,A,,A,,A,
230959,42,-2,1,R,100,R,32,R,68,R,4,Z,0,R,4,R,0,Z,0,R,0,R,1,Z,0,R,1,R,2,R,1,R,1,R,0,Z,0,R,0,R,36,R,12,R,24,R,4,Z,0,R,4,R,44,R,17,R,27,R,9,R,2,R,7,A,,A,,A,,A,
230959,43,-2,1,R,15,R,4,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,R,3,R,11,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
230959,45,-2,1,R,15,R,4,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,R,3,R,11,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
230959,51,-2,1,R,85,R,28,R,57,R,4,Z,0,R,4,R,0,Z,0,R,0,R,1,Z,0,R,1,R,2,R,1,R,1,R,0,Z,0,R,0,R,22,R,9,R,13,R,4,Z,0,R,4,R,43,R,16,R,27,R,9,R,2,R,7,A,,A,,A,,A,
230959,52,-2,3,R,67,R,16,R,51,R,0,R,0,Z,0,R,1,R,1,Z,0,R,0,R,0,Z,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,16,R,3,R,13,R,1,R,0,R,1,R,23,R,5,R,18,R,26,R,7,R,19,A,,A,,A,,A,
230959,60,-2,1,R,15,R,4,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,R,3,R,11,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
230995,1,1,999,R,5186,R,3536,R,1650,R,21,R,18,R,3,R,142,R,104,R,38,R,284,R,191,R,93,R,538,R,347,R,191,R,6,R,3,R,3,R,3491,R,2399,R,1092,R,291,R,208,R,83,R,158,R,112,R,46,R,255,R,154,R,101,R,2,S,,S,,S,
230995,2,2,1,R,4266,R,3017,R,1249,R,16,R,14,R,2,R,110,R,85,R,25,R,204,R,150,R,54,R,449,R,303,R,146,R,5,R,2,R,3,R,2884,R,2051,R,833,R,249,R,180,R,69,R,108,R,85,R,23,R,241,R,147,R,94,R,2,R,22,R,24,R,4242
230995,3,-2,1,R,4027,R,2921,R,1106,R,16,R,14,R,2,R,105,R,83,R,22,R,200,R,148,R,52,R,429,R,292,R,137,R,5,R,2,R,3,R,2699,R,1980,R,719,R,239,R,176,R,63,R,101,R,84,R,17,R,233,R,142,R,91,A,,A,,A,,A,
230995,4,-2,1,R,589,R,420,R,169,R,0,R,0,Z,0,R,13,R,10,R,3,R,34,R,26,R,8,R,70,R,43,R,27,R,1,R,1,Z,0,R,365,R,269,R,96,R,47,R,31,R,16,R,4,R,4,Z,0,R,55,R,36,R,19,A,,A,,A,,A,
230995,5,-2,1,R,3438,R,2501,R,937,R,16,R,14,R,2,R,92,R,73,R,19,R,166,R,122,R,44,R,359,R,249,R,110,R,4,R,1,R,3,R,2334,R,1711,R,623,R,192,R,145,R,47,R,97,R,80,R,17,R,178,R,106,R,72,A,,A,,A,,A,
230995,11,-2,1,R,239,R,96,R,143,Z,0,Z,0,Z,0,R,5,R,2,R,3,R,4,R,2,R,2,R,20,R,11,R,9,Z,0,Z,0,Z,0,R,185,R,71,R,114,R,10,R,4,R,6,R,7,R,1,R,6,R,8,R,5,R,3,A,,A,,A,,A,
230995,12,4,3,R,920,R,519,R,401,R,5,R,4,R,1,R,32,R,19,R,13,R,80,R,41,R,39,R,89,R,44,R,45,R,1,R,1,Z,0,R,607,R,348,R,259,R,42,R,28,R,14,R,50,R,27,R,23,R,14,R,7,R,7,R,0,S,,S,,S,
230995,19,-2,1,R,279,R,202,R,77,Z,0,Z,0,Z,0,R,7,R,6,R,1,R,15,R,13,R,2,R,39,R,28,R,11,R,1,Z,0,R,1,R,190,R,130,R,60,R,14,R,12,R,2,R,9,R,9,Z,0,R,4,R,4,R,0,A,,A,,A,,A,
230995,20,-2,1,R,3159,R,2299,R,860,R,16,R,14,R,2,R,85,R,67,R,18,R,151,R,109,R,42,R,320,R,221,R,99,R,3,R,1,R,2,R,2144,R,1581,R,563,R,178,R,133,R,45,R,88,R,71,R,17,R,174,R,102,R,72,A,,A,,A,,A,
230995,21,-2,999,R,3509,R,2379,R,1130,R,11,R,10,R,1,R,101,R,75,R,26,R,188,R,134,R,54,R,360,R,213,R,147,R,4,R,2,R,2,R,2333,R,1606,R,727,R,206,R,149,R,57,R,95,R,61,R,34,R,211,R,129,R,82,A,,A,,A,,A,
230995,22,-2,1,R,2762,R,1897,R,865,R,8,R,7,R,1,R,81,R,62,R,19,R,135,R,100,R,35,R,281,R,170,R,111,R,3,R,1,R,2,R,1834,R,1273,R,561,R,172,R,124,R,48,R,49,R,36,R,13,R,199,R,124,R,75,A,,A,,A,,A,
230995,23,-2,1,R,2712,R,1877,R,835,R,8,R,7,R,1,R,80,R,62,R,18,R,135,R,100,R,35,R,280,R,170,R,110,R,3,R,1,R,2,R,1799,R,1260,R,539,R,167,R,122,R,45,R,49,R,36,R,13,R,191,R,119,R,72,A,,A,,A,,A,
230995,24,-2,1,R,478,R,324,R,154,Z,0,Z,0,Z,0,R,11,R,8,R,3,R,28,R,21,R,7,R,56,R,29,R,27,Z,0,Z,0,Z,0,R,292,R,207,R,85,R,41,R,26,R,15,R,1,R,1,Z,0,R,49,R,32,R,17,A,,A,,A,,A,
230995,25,-2,1,R,2234,R,1553,R,681,R,8,R,7,R,1,R,69,R,54,R,15,R,107,R,79,R,28,R,224,R,141,R,83,R,3,R,1,R,2,R,1507,R,1053,R,454,R,126,R,96,R,30,R,48,R,35,R,13,R,142,R,87,R,55,A,,A,,A,,A,
230995,31,-2,1,R,50,R,20,R,30,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,35,R,13,R,22,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,8,R,5,R,3,A,,A,,A,,A,
230995,32,-2,3,R,747,R,482,R,265,R,3,R,3,Z,0,R,20,R,13,R,7,R,53,R,34,R,19,R,79,R,43,R,36,R,1,R,1,Z,0,R,499,R,333,R,166,R,34,R,25,R,9,R,46,R,25,R,21,R,12,R,5,R,7,A,,A,,A,,A,
230995,39,-2,1,R,118,R,70,R,48,Z,0,Z,0,Z,0,R,4,R,3,R,1,R,9,R,8,R,1,R,14,R,9,R,5,R,1,Z,0,R,1,R,78,R,39,R,39,R,8,R,7,R,1,R,1,R,1,Z,0,R,3,R,3,R,0,A,,A,,A,,A,
230995,40,-2,1,R,2116,R,1483,R,633,R,8,R,7,R,1,R,65,R,51,R,14,R,98,R,71,R,27,R,210,R,132,R,78,R,2,R,1,R,1,R,1429,R,1014,R,415,R,118,R,89,R,29,R,47,R,34,R,13,R,139,R,84,R,55,A,,A,,A,,A,
230995,41,-2,999,R,1677,R,1157,R,520,R,10,R,8,R,2,R,41,R,29,R,12,R,96,R,57,R,39,R,178,R,134,R,44,R,2,R,1,R,1,R,1158,R,793,R,365,R,85,R,59,R,26,R,63,R,51,R,12,R,44,R,25,R,19,A,,A,,A,,A,
230995,42,-2,1,R,1504,R,1120,R,384,R,8,R,7,R,1,R,29,R,23,R,6,R,69,R,50,R,19,R,168,R,133,R,35,R,2,R,1,R,1,R,1050,R,778,R,272,R,77,R,56,R,21,R,59,R,49,R,10,R,42,R,23,R,19,A,,A,,A,,A,
230995,43,-2,1,R,1315,R,1044,R,271,R,8,R,7,R,1,R,25,R,21,R,4,R,65,R,48,R,17,R,149,R,122,R,27,R,2,R,1,R,1,R,900,R,720,R,180,R,72,R,54,R,18,R,52,R,48,R,4,R,42,R,23,R,19,A,,A,,A,,A,
230995,44,-2,1,R,111,R,96,R,15,R,0,R,0,Z,0,R,2,R,2,Z,0,R,6,R,5,R,1,R,14,R,14,Z,0,R,1,R,1,Z,0,R,73,R,62,R,11,R,6,R,5,R,1,R,3,R,3,Z,0,R,6,R,4,R,2,A,,A,,A,,A,
230995,45,-2,1,R,1204,R,948,R,256,R,8,R,7,R,1,R,23,R,19,R,4,R,59,R,43,R,16,R,135,R,108,R,27,R,1,Z,0,R,1,R,827,R,658,R,169,R,66,R,49,R,17,R,49,R,45,R,4,R,36,R,19,R,17,A,,A,,A,,A,
230995,51,-2,1,R,189,R,76,R,113,Z,0,Z,0,Z,0,R,4,R,2,R,2,R,4,R,2,R,2,R,19,R,11,R,8,Z,0,Z,0,Z,0,R,150,R,58,R,92,R,5,R,2,R,3,R,7,R,1,R,6,Z,0,Z,0,Z,0,A,,A,,A,,A,
230995,52,-2,3,R,173,R,37,R,136,R,2,R,1,R,1,R,12,R,6,R,6,R,27,R,7,R,20,R,10,R,1,R,9,Z,0,Z,0,Z,0,R,108,R,15,R,93,R,8,R,3,R,5,R,4,R,2,R,2,R,2,R,2,Z,0,A,,A,,A,,A,
230995,59,-2,1,R,161,R,132,R,29,Z,0,Z,0,Z,0,R,3,R,3,Z,0,R,6,R,5,R,1,R,25,R,19,R,6,Z,0,Z,0,Z,0,R,112,R,91,R,21,R,6,R,5,R,1,R,8,R,8,Z,0,R,1,R,1,Z,0,A,,A,,A,,A,
230995,60,-2,1,R,1043,R,816,R,227,R,8,R,7,R,1,R,20,R,16,R,4,R,53,R,38,R,15,R,110,R,89,R,21,R,1,Z,0,R,1,R,715,R,567,R,148,R,60,R,44,R,16,R,41,R,37,R,4,R,35,R,18,R,17,A,,A,,A,,A,
231004,1,1,999,R,180,R,13,R,167,R,1,R,0,R,1,R,6,R,1,R,5,R,3,R,0,R,3,R,2,R,1,R,1,R,0,R,0,R,0,R,162,R,8,R,154,R,4,R,2,R,2,R,2,R,1,R,1,R,0,R,0,R,0,R,0,A,,R,0,R,180
231004,2,2,1,R,180,R,13,R,167,R,1,R,0,R,1,R,6,R,1,R,5,R,3,R,0,R,3,R,2,R,1,R,1,R,0,R,0,R,0,R,162,R,8,R,154,R,4,R,2,R,2,R,2,R,1,R,1,R,0,R,0,R,0,R,0,A,,R,0,R,180
231004,3,-2,1,R,180,R,13,R,167,R,1,R,0,R,1,R,6,R,1,R,5,R,3,R,0,R,3,R,2,R,1,R,1,R,0,R,0,R,0,R,162,R,8,R,154,R,4,R,2,R,2,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
231004,4,-2,1,R,106,R,9,R,97,R,1,R,0,R,1,R,4,R,1,R,3,R,3,R,0,R,3,R,1,R,1,R,0,R,0,R,0,R,0,R,93,R,5,R,88,R,2,R,1,R,1,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
231004,5,-2,1,R,74,R,4,R,70,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,69,R,3,R,66,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
231004,20,-2,1,R,74,R,4,R,70,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,69,R,3,R,66,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
231004,21,-2,999,R,180,R,13,R,167,R,1,R,0,R,1,R,6,R,1,R,5,R,3,R,0,R,3,R,2,R,1,R,1,R,0,R,0,R,0,R,162,R,8,R,154,R,4,R,2,R,2,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
231004,22,-2,1,R,180,R,13,R,167,R,1,R,0,R,1,R,6,R,1,R,5,R,3,R,0,R,3,R,2,R,1,R,1,R,0,R,0,R,0,R,162,R,8,R,154,R,4,R,2,R,2,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
231004,23,-2,1,R,180,R,13,R,167,R,1,R,0,R,1,R,6,R,1,R,5,R,3,R,0,R,3,R,2,R,1,R,1,R,0,R,0,R,0,R,162,R,8,R,154,R,4,R,2,R,2,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
231004,24,-2,1,R,106,R,9,R,97,R,1,R,0,R,1,R,4,R,1,R,3,R,3,R,0,R,3,R,1,R,1,R,0,R,0,R,0,R,0,R,93,R,5,R,88,R,2,R,1,R,1,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
231004,25,-2,1,R,74,R,4,R,70,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,69,R,3,R,66,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
231004,40,-2,1,R,74,R,4,R,70,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,69,R,3,R,66,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
231059,1,1,999,R,2121,R,827,R,1294,R,4,R,2,R,2,R,43,R,17,R,26,R,61,R,34,R,27,R,100,R,49,R,51,Z,0,Z,0,Z,0,R,1607,R,611,R,996,R,40,R,16,R,24,R,175,R,44,R,131,R,91,R,54,R,37,R,35,S,,S,,S,
231059,2,2,1,R,1604,R,720,R,884,R,4,R,2,R,2,R,39,R,17,R,22,R,58,R,32,R,26,R,89,R,46,R,43,Z,0,Z,0,Z,0,R,1256,R,540,R,716,R,35,R,16,R,19,R,40,R,16,R,24,R,83,R,51,R,32,R,25,S,,S,,S,
231059,3,-2,1,R,1222,R,570,R,652,R,3,R,1,R,2,R,18,R,8,R,10,R,43,R,24,R,19,R,72,R,39,R,33,Z,0,Z,0,Z,0,R,998,R,446,R,552,R,34,R,16,R,18,R,3,R,3,Z,0,R,51,R,33,R,18,A,,A,,A,,A,
231059,4,-2,1,R,324,R,133,R,191,R,1,Z,0,R,1,R,8,R,4,R,4,R,15,R,9,R,6,R,24,R,10,R,14,Z,0,Z,0,Z,0,R,254,R,99,R,155,R,12,R,6,R,6,Z,0,Z,0,Z,0,R,10,R,5,R,5,A,,A,,A,,A,
231059,5,-2,1,R,898,R,437,R,461,R,2,R,1,R,1,R,10,R,4,R,6,R,28,R,15,R,13,R,48,R,29,R,19,Z,0,Z,0,Z,0,R,744,R,347,R,397,R,22,R,10,R,12,R,3,R,3,Z,0,R,41,R,28,R,13,A,,A,,A,,A,
231059,11,-2,1,R,382,R,150,R,232,R,1,R,1,Z,0,R,21,R,9,R,12,R,15,R,8,R,7,R,17,R,7,R,10,Z,0,Z,0,Z,0,R,258,R,94,R,164,R,1,Z,0,R,1,R,37,R,13,R,24,R,32,R,18,R,14,A,,A,,A,,A,
231059,12,4,3,R,517,R,107,R,410,Z,0,Z,0,Z,0,R,4,Z,0,R,4,R,3,R,2,R,1,R,11,R,3,R,8,Z,0,Z,0,Z,0,R,351,R,71,R,280,R,5,Z,0,R,5,R,135,R,28,R,107,R,8,R,3,R,5,R,10,S,,S,,S,
231059,19,-2,1,R,33,R,20,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,6,R,5,R,1,Z,0,Z,0,Z,0,R,22,R,13,R,9,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,2,R,1,A,,A,,A,,A,
