UNITID,EFFYALEV,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XEFYGUUN,EFYGUUN,XEFYGUAN,EFYGUAN,XEFYGUTO,EFYGUTOT,XEFYGUKN,EFYGUKN
146427,1,1,999,R,1034,R,497,R,537,R,3,R,0,R,3,R,40,R,14,R,26,R,62,R,31,R,31,R,134,R,61,R,73,R,1,R,1,R,0,R,498,R,226,R,272,R,56,R,26,R,30,R,35,R,16,R,19,R,205,R,122,R,83,R,3,A,,R,3,R,1031
146427,2,2,1,R,1034,R,497,R,537,R,3,R,0,R,3,R,40,R,14,R,26,R,62,R,31,R,31,R,134,R,61,R,73,R,1,R,1,R,0,R,498,R,226,R,272,R,56,R,26,R,30,R,35,R,16,R,19,R,205,R,122,R,83,R,3,A,,R,3,R,1031
146427,3,-2,1,R,1027,R,495,R,532,R,3,R,0,R,3,R,40,R,14,R,26,R,62,R,31,R,31,R,133,R,61,R,72,R,1,R,1,R,0,R,495,R,225,R,270,R,56,R,26,R,30,R,35,R,16,R,19,R,202,R,121,R,81,A,,A,,A,,A,
146427,4,-2,1,R,253,R,146,R,107,R,0,R,0,R,0,R,10,R,3,R,7,R,19,R,12,R,7,R,49,R,23,R,26,R,1,R,1,R,0,R,105,R,58,R,47,R,7,R,5,R,2,R,10,R,7,R,3,R,52,R,37,R,15,A,,A,,A,,A,
146427,5,-2,1,R,774,R,349,R,425,R,3,R,0,R,3,R,30,R,11,R,19,R,43,R,19,R,24,R,84,R,38,R,46,R,0,R,0,R,0,R,390,R,167,R,223,R,49,R,21,R,28,R,25,R,9,R,16,R,150,R,84,R,66,A,,A,,A,,A,
146427,11,-2,1,R,7,R,2,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,A,,A,,A,,A,
146427,19,-2,1,R,28,R,20,R,8,R,0,R,0,Z,0,R,1,R,1,Z,0,R,2,R,2,Z,0,R,2,R,2,Z,0,R,0,R,0,Z,0,R,10,R,8,R,2,R,2,R,1,R,1,R,5,R,1,R,4,R,6,R,5,R,1,A,,A,,A,,A,
146427,20,-2,1,R,746,R,329,R,417,R,3,R,0,R,3,R,29,R,10,R,19,R,41,R,17,R,24,R,82,R,36,R,46,R,0,R,0,R,0,R,380,R,159,R,221,R,47,R,20,R,27,R,20,R,8,R,12,R,144,R,79,R,65,A,,A,,A,,A,
146427,21,-2,999,R,1026,R,496,R,530,R,3,R,0,R,3,R,40,R,14,R,26,R,62,R,31,R,31,R,133,R,61,R,72,R,1,R,1,R,0,R,492,R,225,R,267,R,56,R,26,R,30,R,35,R,16,R,19,R,204,R,122,R,82,A,,A,,A,,A,
146427,22,-2,1,R,1026,R,496,R,530,R,3,R,0,R,3,R,40,R,14,R,26,R,62,R,31,R,31,R,133,R,61,R,72,R,1,R,1,R,0,R,492,R,225,R,267,R,56,R,26,R,30,R,35,R,16,R,19,R,204,R,122,R,82,A,,A,,A,,A,
146427,23,-2,1,R,1024,R,495,R,529,R,3,R,0,R,3,R,40,R,14,R,26,R,62,R,31,R,31,R,133,R,61,R,72,R,1,R,1,R,0,R,492,R,225,R,267,R,56,R,26,R,30,R,35,R,16,R,19,R,202,R,121,R,81,A,,A,,A,,A,
146427,24,-2,1,R,253,R,146,R,107,R,0,R,0,R,0,R,10,R,3,R,7,R,19,R,12,R,7,R,49,R,23,R,26,R,1,R,1,R,0,R,105,R,58,R,47,R,7,R,5,R,2,R,10,R,7,R,3,R,52,R,37,R,15,A,,A,,A,,A,
146427,25,-2,1,R,771,R,349,R,422,R,3,R,0,R,3,R,30,R,11,R,19,R,43,R,19,R,24,R,84,R,38,R,46,R,0,R,0,R,0,R,387,R,167,R,220,R,49,R,21,R,28,R,25,R,9,R,16,R,150,R,84,R,66,A,,A,,A,,A,
146427,31,-2,1,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,A,,A,,A,,A,
146427,39,-2,1,R,28,R,20,R,8,R,0,R,0,Z,0,R,1,R,1,Z,0,R,2,R,2,Z,0,R,2,R,2,Z,0,R,0,R,0,Z,0,R,10,R,8,R,2,R,2,R,1,R,1,R,5,R,1,R,4,R,6,R,5,R,1,A,,A,,A,,A,
146427,40,-2,1,R,743,R,329,R,414,R,3,R,0,R,3,R,29,R,10,R,19,R,41,R,17,R,24,R,82,R,36,R,46,R,0,R,0,R,0,R,377,R,159,R,218,R,47,R,20,R,27,R,20,R,8,R,12,R,144,R,79,R,65,A,,A,,A,,A,
146427,41,-2,999,R,8,R,1,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,A,,A,,A,,A,
146427,42,-2,1,R,8,R,1,R,7,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,A,,A,,A,,A,
146427,43,-2,1,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
146427,45,-2,1,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
146427,51,-2,1,R,5,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,A,,A,,A,,A,
146427,60,-2,1,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,1,1,999,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,Z,0,R,11,Z,0,Z,0,Z,0,R,60,Z,0,R,60,R,5,Z,0,R,5,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,0,A,,R,0,R,80
146454,2,2,1,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,Z,0,R,11,Z,0,Z,0,Z,0,R,60,Z,0,R,60,R,5,Z,0,R,5,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,0,A,,R,0,R,80
146454,3,-2,1,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,Z,0,R,11,Z,0,Z,0,Z,0,R,60,Z,0,R,60,R,5,Z,0,R,5,R,2,Z,0,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,4,-2,1,R,46,R,1,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,5,Z,0,R,5,Z,0,Z,0,Z,0,R,33,Z,0,R,33,R,5,Z,0,R,5,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,5,-2,1,R,34,Z,0,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,R,6,Z,0,Z,0,Z,0,R,27,Z,0,R,27,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,20,-2,1,R,34,Z,0,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,R,6,Z,0,Z,0,Z,0,R,27,Z,0,R,27,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,21,-2,999,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,Z,0,R,11,Z,0,Z,0,Z,0,R,60,Z,0,R,60,R,5,Z,0,R,5,R,2,Z,0,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,22,-2,1,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,Z,0,R,11,Z,0,Z,0,Z,0,R,60,Z,0,R,60,R,5,Z,0,R,5,R,2,Z,0,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,23,-2,1,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,Z,0,R,11,Z,0,Z,0,Z,0,R,60,Z,0,R,60,R,5,Z,0,R,5,R,2,Z,0,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,24,-2,1,R,46,R,1,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,5,Z,0,R,5,Z,0,Z,0,Z,0,R,33,Z,0,R,33,R,5,Z,0,R,5,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,25,-2,1,R,34,Z,0,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,R,6,Z,0,Z,0,Z,0,R,27,Z,0,R,27,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
146454,40,-2,1,R,34,Z,0,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,R,6,Z,0,Z,0,Z,0,R,27,Z,0,R,27,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
146472,1,1,999,R,22299,R,10040,R,12259,R,30,R,15,R,15,R,1392,R,618,R,774,R,1421,R,546,R,875,R,9358,R,3898,R,5460,R,23,R,11,R,12,R,8046,R,4007,R,4039,R,673,R,324,R,349,R,931,R,461,R,470,R,425,R,160,R,265,R,123,R,96,R,219,R,22080
146472,2,2,1,R,22299,R,10040,R,12259,R,30,R,15,R,15,R,1392,R,618,R,774,R,1421,R,546,R,875,R,9358,R,3898,R,5460,R,23,R,11,R,12,R,8046,R,4007,R,4039,R,673,R,324,R,349,R,931,R,461,R,470,R,425,R,160,R,265,R,123,R,96,R,219,R,22080
146472,3,-2,1,R,12620,R,5829,R,6791,R,15,R,8,R,7,R,697,R,314,R,383,R,987,R,370,R,617,R,5594,R,2413,R,3181,R,15,R,7,R,8,R,4256,R,2193,R,2063,R,411,R,198,R,213,R,499,R,254,R,245,R,146,R,72,R,74,A,,A,,A,,A,
146472,4,-2,1,R,2007,R,1078,R,929,R,7,R,4,R,3,R,77,R,41,R,36,R,160,R,70,R,90,R,962,R,505,R,457,R,1,Z,0,R,1,R,669,R,384,R,285,R,49,R,25,R,24,R,55,R,35,R,20,R,27,R,14,R,13,A,,A,,A,,A,
146472,5,-2,1,R,10613,R,4751,R,5862,R,8,R,4,R,4,R,620,R,273,R,347,R,827,R,300,R,527,R,4632,R,1908,R,2724,R,14,R,7,R,7,R,3587,R,1809,R,1778,R,362,R,173,R,189,R,444,R,219,R,225,R,119,R,58,R,61,A,,A,,A,,A,
146472,11,-2,1,R,9679,R,4211,R,5468,R,15,R,7,R,8,R,695,R,304,R,391,R,434,R,176,R,258,R,3764,R,1485,R,2279,R,8,R,4,R,4,R,3790,R,1814,R,1976,R,262,R,126,R,136,R,432,R,207,R,225,R,279,R,88,R,191,A,,A,,A,,A,
146472,19,-2,1,R,679,R,325,R,354,R,1,R,1,Z,0,R,48,R,21,R,27,R,67,R,31,R,36,R,158,R,65,R,93,R,1,R,1,Z,0,R,332,R,172,R,160,R,29,R,14,R,15,R,34,R,15,R,19,R,9,R,5,R,4,A,,A,,A,,A,
146472,20,-2,1,R,9934,R,4426,R,5508,R,7,R,3,R,4,R,572,R,252,R,320,R,760,R,269,R,491,R,4474,R,1843,R,2631,R,13,R,6,R,7,R,3255,R,1637,R,1618,R,333,R,159,R,174,R,410,R,204,R,206,R,110,R,53,R,57,A,,A,,A,,A,
146472,21,-2,999,R,4759,R,2407,R,2352,R,9,R,3,R,6,R,287,R,141,R,146,R,286,R,122,R,164,R,1965,R,907,R,1058,R,4,R,1,R,3,R,1719,R,978,R,741,R,175,R,89,R,86,R,177,R,106,R,71,R,137,R,60,R,77,A,,A,,A,,A,
146472,22,-2,1,R,4759,R,2407,R,2352,R,9,R,3,R,6,R,287,R,141,R,146,R,286,R,122,R,164,R,1965,R,907,R,1058,R,4,R,1,R,3,R,1719,R,978,R,741,R,175,R,89,R,86,R,177,R,106,R,71,R,137,R,60,R,77,A,,A,,A,,A,
146472,23,-2,1,R,4118,R,2150,R,1968,R,7,R,3,R,4,R,239,R,125,R,114,R,253,R,113,R,140,R,1691,R,812,R,879,R,4,R,1,R,3,R,1525,R,873,R,652,R,158,R,81,R,77,R,136,R,90,R,46,R,105,R,52,R,53,A,,A,,A,,A,
146472,24,-2,1,R,978,R,544,R,434,R,6,R,3,R,3,R,45,R,25,R,20,R,60,R,28,R,32,R,431,R,232,R,199,Z,0,Z,0,Z,0,R,377,R,220,R,157,R,26,R,15,R,11,R,17,R,11,R,6,R,16,R,10,R,6,A,,A,,A,,A,
146472,25,-2,1,R,3140,R,1606,R,1534,R,1,Z,0,R,1,R,194,R,100,R,94,R,193,R,85,R,108,R,1260,R,580,R,680,R,4,R,1,R,3,R,1148,R,653,R,495,R,132,R,66,R,66,R,119,R,79,R,40,R,89,R,42,R,47,A,,A,,A,,A,
146472,31,-2,1,R,641,R,257,R,384,R,2,Z,0,R,2,R,48,R,16,R,32,R,33,R,9,R,24,R,274,R,95,R,179,Z,0,Z,0,Z,0,R,194,R,105,R,89,R,17,R,8,R,9,R,41,R,16,R,25,R,32,R,8,R,24,A,,A,,A,,A,
146472,39,-2,1,R,263,R,139,R,124,Z,0,Z,0,Z,0,R,12,R,6,R,6,R,28,R,15,R,13,R,61,R,28,R,33,Z,0,Z,0,Z,0,R,133,R,73,R,60,R,13,R,6,R,7,R,10,R,6,R,4,R,6,R,5,R,1,A,,A,,A,,A,
146472,40,-2,1,R,2877,R,1467,R,1410,R,1,Z,0,R,1,R,182,R,94,R,88,R,165,R,70,R,95,R,1199,R,552,R,647,R,4,R,1,R,3,R,1015,R,580,R,435,R,119,R,60,R,59,R,109,R,73,R,36,R,83,R,37,R,46,A,,A,,A,,A,
146472,41,-2,999,R,17540,R,7633,R,9907,R,21,R,12,R,9,R,1105,R,477,R,628,R,1135,R,424,R,711,R,7393,R,2991,R,4402,R,19,R,10,R,9,R,6327,R,3029,R,3298,R,498,R,235,R,263,R,754,R,355,R,399,R,288,R,100,R,188,A,,A,,A,,A,
146472,42,-2,1,R,17540,R,7633,R,9907,R,21,R,12,R,9,R,1105,R,477,R,628,R,1135,R,424,R,711,R,7393,R,2991,R,4402,R,19,R,10,R,9,R,6327,R,3029,R,3298,R,498,R,235,R,263,R,754,R,355,R,399,R,288,R,100,R,188,A,,A,,A,,A,
146472,43,-2,1,R,8502,R,3679,R,4823,R,8,R,5,R,3,R,458,R,189,R,269,R,734,R,257,R,477,R,3903,R,1601,R,2302,R,11,R,6,R,5,R,2731,R,1320,R,1411,R,253,R,117,R,136,R,363,R,164,R,199,R,41,R,20,R,21,A,,A,,A,,A,
146472,44,-2,1,R,1029,R,534,R,495,R,1,R,1,Z,0,R,32,R,16,R,16,R,100,R,42,R,58,R,531,R,273,R,258,R,1,Z,0,R,1,R,292,R,164,R,128,R,23,R,10,R,13,R,38,R,24,R,14,R,11,R,4,R,7,A,,A,,A,,A,
146472,45,-2,1,R,7473,R,3145,R,4328,R,7,R,4,R,3,R,426,R,173,R,253,R,634,R,215,R,419,R,3372,R,1328,R,2044,R,10,R,6,R,4,R,2439,R,1156,R,1283,R,230,R,107,R,123,R,325,R,140,R,185,R,30,R,16,R,14,A,,A,,A,,A,
146472,51,-2,1,R,9038,R,3954,R,5084,R,13,R,7,R,6,R,647,R,288,R,359,R,401,R,167,R,234,R,3490,R,1390,R,2100,R,8,R,4,R,4,R,3596,R,1709,R,1887,R,245,R,118,R,127,R,391,R,191,R,200,R,247,R,80,R,167,A,,A,,A,,A,
146472,59,-2,1,R,416,R,186,R,230,R,1,R,1,Z,0,R,36,R,15,R,21,R,39,R,16,R,23,R,97,R,37,R,60,R,1,R,1,Z,0,R,199,R,99,R,100,R,16,R,8,R,8,R,24,R,9,R,15,R,3,Z,0,R,3,A,,A,,A,,A,
146472,60,-2,1,R,7057,R,2959,R,4098,R,6,R,3,R,3,R,390,R,158,R,232,R,595,R,199,R,396,R,3275,R,1291,R,1984,R,9,R,5,R,4,R,2240,R,1057,R,1183,R,214,R,99,R,115,R,301,R,131,R,170,R,27,R,16,R,11,A,,A,,A,,A,
146481,1,1,999,R,1984,R,856,R,1128,R,6,R,1,R,5,R,122,R,40,R,82,R,67,R,43,R,24,R,361,R,121,R,240,R,1,R,1,R,0,R,907,R,435,R,472,R,63,R,23,R,40,R,122,R,60,R,62,R,335,R,132,R,203,R,7,R,0,R,7,R,1977
146481,2,2,1,R,1954,R,843,R,1111,R,6,R,1,R,5,R,122,R,40,R,82,R,65,R,42,R,23,R,357,R,119,R,238,R,0,R,0,R,0,R,895,R,431,R,464,R,62,R,22,R,40,R,112,R,56,R,56,R,335,R,132,R,203,R,7,R,0,R,7,R,1947
146481,3,-2,1,R,1861,R,785,R,1076,R,6,R,1,R,5,R,117,R,36,R,81,R,64,R,42,R,22,R,352,R,117,R,235,R,0,R,0,R,0,R,865,R,411,R,454,R,62,R,22,R,40,R,60,R,24,R,36,R,335,R,132,R,203,A,,A,,A,,A,
146481,4,-2,1,R,433,R,192,R,241,R,1,R,1,R,0,R,26,R,2,R,24,R,16,R,13,R,3,R,64,R,25,R,39,R,0,R,0,R,0,R,194,R,84,R,110,R,16,R,11,R,5,R,9,R,5,R,4,R,107,R,51,R,56,A,,A,,A,,A,
146481,5,-2,1,R,1428,R,593,R,835,R,5,R,0,R,5,R,91,R,34,R,57,R,48,R,29,R,19,R,288,R,92,R,196,R,0,R,0,R,0,R,671,R,327,R,344,R,46,R,11,R,35,R,51,R,19,R,32,R,228,R,81,R,147,A,,A,,A,,A,
146481,11,-2,1,R,93,R,58,R,35,R,0,R,0,R,0,R,5,R,4,R,1,R,1,R,0,R,1,R,5,R,2,R,3,R,0,R,0,R,0,R,30,R,20,R,10,R,0,R,0,R,0,R,52,R,32,R,20,R,0,R,0,R,0,A,,A,,A,,A,
146481,12,4,3,R,30,R,13,R,17,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,4,R,2,R,2,R,1,R,1,Z,0,R,12,R,4,R,8,R,1,R,1,Z,0,R,10,R,4,R,6,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,30
146481,19,-2,1,R,118,R,47,R,71,R,0,R,0,R,0,R,4,R,0,R,4,R,3,R,2,R,1,R,35,R,13,R,22,R,0,R,0,R,0,R,66,R,30,R,36,R,4,R,0,R,4,R,1,R,1,R,0,R,5,R,1,R,4,A,,A,,A,,A,
146481,20,-2,1,R,1310,R,546,R,764,R,5,R,0,R,5,R,87,R,34,R,53,R,45,R,27,R,18,R,253,R,79,R,174,R,0,R,0,R,0,R,605,R,297,R,308,R,42,R,11,R,31,R,50,R,18,R,32,R,223,R,80,R,143,A,,A,,A,,A,
146481,21,-2,999,R,1904,R,810,R,1094,R,6,R,1,R,5,R,119,R,38,R,81,R,66,R,42,R,24,R,353,R,118,R,235,R,1,R,1,R,0,R,883,R,420,R,463,R,61,R,22,R,39,R,81,R,37,R,44,R,334,R,131,R,203,A,,A,,A,,A,
146481,22,-2,1,R,1884,R,802,R,1082,R,6,R,1,R,5,R,119,R,38,R,81,R,64,R,41,R,23,R,350,R,117,R,233,R,0,R,0,R,0,R,872,R,417,R,455,R,60,R,21,R,39,R,79,R,36,R,43,R,334,R,131,R,203,A,,A,,A,,A,
146481,23,-2,1,R,1834,R,770,R,1064,R,6,R,1,R,5,R,116,R,36,R,80,R,63,R,41,R,22,R,347,R,115,R,232,R,0,R,0,R,0,R,852,R,402,R,450,R,60,R,21,R,39,R,56,R,23,R,33,R,334,R,131,R,203,A,,A,,A,,A,
146481,24,-2,1,R,433,R,192,R,241,R,1,R,1,R,0,R,26,R,2,R,24,R,16,R,13,R,3,R,64,R,25,R,39,R,0,R,0,R,0,R,194,R,84,R,110,R,16,R,11,R,5,R,9,R,5,R,4,R,107,R,51,R,56,A,,A,,A,,A,
146481,25,-2,1,R,1401,R,578,R,823,R,5,R,0,R,5,R,90,R,34,R,56,R,47,R,28,R,19,R,283,R,90,R,193,R,0,R,0,R,0,R,658,R,318,R,340,R,44,R,10,R,34,R,47,R,18,R,29,R,227,R,80,R,147,A,,A,,A,,A,
146481,31,-2,1,R,50,R,32,R,18,R,0,R,0,R,0,R,3,R,2,R,1,R,1,R,0,R,1,R,3,R,2,R,1,R,0,R,0,R,0,R,20,R,15,R,5,R,0,R,0,R,0,R,23,R,13,R,10,R,0,R,0,R,0,A,,A,,A,,A,
146481,32,-2,3,R,20,R,8,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,3,R,1,R,2,R,1,R,1,Z,0,R,11,R,3,R,8,R,1,R,1,Z,0,R,2,R,1,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
146481,39,-2,1,R,116,R,46,R,70,R,0,R,0,R,0,R,4,R,0,R,4,R,3,R,2,R,1,R,34,R,13,R,21,R,0,R,0,R,0,R,65,R,29,R,36,R,4,R,0,R,4,R,1,R,1,R,0,R,5,R,1,R,4,A,,A,,A,,A,
146481,40,-2,1,R,1285,R,532,R,753,R,5,R,0,R,5,R,86,R,34,R,52,R,44,R,26,R,18,R,249,R,77,R,172,R,0,R,0,R,0,R,593,R,289,R,304,R,40,R,10,R,30,R,46,R,17,R,29,R,222,R,79,R,143,A,,A,,A,,A,
146481,41,-2,999,R,80,R,46,R,34,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,1,R,1,Z,0,R,8,R,3,R,5,Z,0,Z,0,Z,0,R,24,R,15,R,9,R,2,R,1,R,1,R,41,R,23,R,18,R,1,R,1,Z,0,A,,A,,A,,A,
146481,42,-2,1,R,70,R,41,R,29,Z,0,Z,0,Z,0,R,3,R,2,R,1,R,1,R,1,Z,0,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,23,R,14,R,9,R,2,R,1,R,1,R,33,R,20,R,13,R,1,R,1,Z,0,A,,A,,A,,A,
146481,43,-2,1,R,27,R,15,R,12,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,13,R,9,R,4,R,2,R,1,R,1,R,4,R,1,R,3,R,1,R,1,Z,0,A,,A,,A,,A,
146481,45,-2,1,R,27,R,15,R,12,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,13,R,9,R,4,R,2,R,1,R,1,R,4,R,1,R,3,R,1,R,1,Z,0,A,,A,,A,,A,
146481,51,-2,1,R,43,R,26,R,17,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,10,R,5,R,5,Z,0,Z,0,Z,0,R,29,R,19,R,10,Z,0,Z,0,Z,0,A,,A,,A,,A,
146481,52,-2,3,R,10,R,5,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,8,R,3,R,5,Z,0,Z,0,Z,0,A,,A,,A,,A,
146481,59,-2,1,R,2,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
146481,60,-2,1,R,25,R,14,R,11,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,R,12,R,8,R,4,R,2,R,1,R,1,R,4,R,1,R,3,R,1,R,1,Z,0,A,,A,,A,,A,
146490,1,1,999,R,324,R,133,R,191,R,1,R,0,R,1,R,66,R,26,R,40,R,34,R,10,R,24,R,30,R,8,R,22,R,3,R,1,R,2,R,161,R,72,R,89,R,10,R,4,R,6,R,6,R,4,R,2,R,13,R,8,R,5,R,0,A,,R,0,R,324
146490,12,4,3,R,324,R,133,R,191,R,1,R,0,R,1,R,66,R,26,R,40,R,34,R,10,R,24,R,30,R,8,R,22,R,3,R,1,R,2,R,161,R,72,R,89,R,10,R,4,R,6,R,6,R,4,R,2,R,13,R,8,R,5,R,0,A,,R,0,R,324
146490,41,-2,999,R,324,R,133,R,191,R,1,R,0,R,1,R,66,R,26,R,40,R,34,R,10,R,24,R,30,R,8,R,22,R,3,R,1,R,2,R,161,R,72,R,89,R,10,R,4,R,6,R,6,R,4,R,2,R,13,R,8,R,5,A,,A,,A,,A,
146490,52,-2,3,R,324,R,133,R,191,R,1,R,0,R,1,R,66,R,26,R,40,R,34,R,10,R,24,R,30,R,8,R,22,R,3,R,1,R,2,R,161,R,72,R,89,R,10,R,4,R,6,R,6,R,4,R,2,R,13,R,8,R,5,A,,A,,A,,A,
