UNITID,EFBAGE,LINE,LSTUDY,XEFAGE01,EFAGE01,XEFAGE02,EFAGE02,XEFAGE03,EFAGE03,XEFAGE04,EFAGE04,XEFAGE05,EFAGE05,XEFAGE06,EFAGE06,XEFAGE07,EFAGE07,XEFAGE08,EFAGE08,XEFAGE09,EFAGE09
100760,4,2,1,R,152,R,173,R,89,R,90,R,325,R,179,R,241,R,263,R,504
100760,4,2,2,R,152,R,173,R,89,R,90,R,325,R,179,R,241,R,263,R,504
100760,5,3,1,R,50,R,48,R,50,R,72,R,98,R,122,R,100,R,120,R,220
100760,5,3,2,R,50,R,48,R,50,R,72,R,98,R,122,R,100,R,120,R,220
100760,6,4,1,R,14,R,24,R,33,R,77,R,38,R,110,R,47,R,101,R,148
100760,6,4,2,R,14,R,24,R,33,R,77,R,38,R,110,R,47,R,101,R,148
100760,7,999,1,R,16,R,77,R,46,R,259,R,93,R,305,R,62,R,336,R,398
100760,7,999,2,R,16,R,77,R,46,R,259,R,93,R,305,R,62,R,336,R,398
100760,8,5,1,R,6,R,26,R,14,R,80,R,32,R,94,R,20,R,106,R,126
100760,8,5,2,R,6,R,26,R,14,R,80,R,32,R,94,R,20,R,106,R,126
100760,9,6,1,R,4,R,22,R,13,R,61,R,26,R,74,R,17,R,83,R,100
100760,9,6,2,R,4,R,22,R,13,R,61,R,26,R,74,R,17,R,83,R,100
100760,10,7,1,R,3,R,16,R,2,R,52,R,19,R,54,R,5,R,68,R,73
100760,10,7,2,R,3,R,16,R,2,R,52,R,19,R,54,R,5,R,68,R,73
100760,11,8,1,R,3,R,10,R,9,R,47,R,13,R,56,R,12,R,57,R,69
100760,11,8,2,R,3,R,10,R,9,R,47,R,13,R,56,R,12,R,57,R,69
100760,12,9,1,R,0,R,3,R,6,R,19,R,3,R,25,R,6,R,22,R,28
100760,12,9,2,R,0,R,3,R,6,R,19,R,3,R,25,R,6,R,22,R,28
100760,13,10,1,R,0,R,0,R,2,R,0,R,0,R,2,R,2,R,0,R,2
100760,13,10,2,R,0,R,0,R,2,R,0,R,0,R,2,R,2,R,0,R,2
100812,1,412,1,R,328,R,868,R,537,R,1253,R,1196,R,1790,R,865,R,2121,R,2986
100812,1,112,2,R,309,R,808,R,397,R,1021,R,1117,R,1418,R,706,R,1829,R,2535
100812,1,312,5,R,19,R,60,R,140,R,232,R,79,R,372,R,159,R,292,R,451
100812,2,999,1,R,186,R,460,R,142,R,318,R,646,R,460,R,328,R,778,R,1106
100812,2,999,2,R,185,R,447,R,133,R,299,R,632,R,432,R,318,R,746,R,1064
100812,2,999,5,R,1,R,13,R,9,R,19,R,14,R,28,R,10,R,32,R,42
100812,3,1,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,1
100812,3,1,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,1
100812,4,2,1,R,10,R,31,R,3,R,6,R,41,R,9,R,13,R,37,R,50
100812,4,2,2,R,10,R,31,R,3,R,6,R,41,R,9,R,13,R,37,R,50
100812,5,3,1,R,89,R,249,R,29,R,88,R,338,R,117,R,118,R,337,R,455
100812,5,3,2,R,89,R,247,R,29,R,88,R,336,R,117,R,118,R,335,R,453
100812,5,3,5,R,0,R,2,R,0,R,0,R,2,R,0,R,0,R,2,R,2
100812,6,4,1,R,87,R,180,R,110,R,223,R,267,R,333,R,197,R,403,R,600
100812,6,4,2,R,86,R,169,R,101,R,204,R,255,R,305,R,187,R,373,R,560
100812,6,4,5,R,1,R,11,R,9,R,19,R,12,R,28,R,10,R,30,R,40
100812,7,999,1,R,142,R,408,R,395,R,935,R,550,R,1330,R,537,R,1343,R,1880
100812,7,999,2,R,124,R,361,R,264,R,722,R,485,R,986,R,388,R,1083,R,1471
100812,7,999,5,R,18,R,47,R,131,R,213,R,65,R,344,R,149,R,260,R,409
100812,8,5,1,R,55,R,126,R,123,R,251,R,181,R,374,R,178,R,377,R,555
100812,8,5,2,R,53,R,108,R,94,R,204,R,161,R,298,R,147,R,312,R,459
100812,8,5,5,R,2,R,18,R,29,R,47,R,20,R,76,R,31,R,65,R,96
100812,9,6,1,R,34,R,100,R,93,R,189,R,134,R,282,R,127,R,289,R,416
100812,9,6,2,R,30,R,89,R,56,R,153,R,119,R,209,R,86,R,242,R,328
100812,9,6,5,R,4,R,11,R,37,R,36,R,15,R,73,R,41,R,47,R,88
100812,10,7,1,R,23,R,64,R,56,R,137,R,87,R,193,R,79,R,201,R,280
100812,10,7,2,R,17,R,63,R,38,R,105,R,80,R,143,R,55,R,168,R,223
100812,10,7,5,R,6,R,1,R,18,R,32,R,7,R,50,R,24,R,33,R,57
100812,11,8,1,R,24,R,92,R,84,R,246,R,116,R,330,R,108,R,338,R,446
100812,11,8,2,R,19,R,81,R,50,R,188,R,100,R,238,R,69,R,269,R,338
100812,11,8,5,R,5,R,11,R,34,R,58,R,16,R,92,R,39,R,69,R,108
100812,12,9,1,R,6,R,26,R,37,R,106,R,32,R,143,R,43,R,132,R,175
100812,12,9,2,R,5,R,20,R,25,R,68,R,25,R,93,R,30,R,88,R,118
100812,12,9,5,R,1,R,6,R,12,R,38,R,7,R,50,R,13,R,44,R,57
100812,13,10,1,R,0,R,0,R,2,R,6,R,0,R,8,R,2,R,6,R,8
100812,13,10,2,R,0,R,0,R,1,R,4,R,0,R,5,R,1,R,4,R,5
100812,13,10,5,R,0,R,0,R,1,R,2,R,0,R,3,R,1,R,2,R,3
100830,1,412,1,R,1017,R,1706,R,1072,R,1422,R,2723,R,2494,R,2089,R,3128,R,5217
100830,1,112,2,R,770,R,1454,R,383,R,718,R,2224,R,1101,R,1153,R,2172,R,3325
100830,1,312,5,R,247,R,252,R,689,R,704,R,499,R,1393,R,936,R,956,R,1892
100830,2,999,1,R,785,R,1332,R,567,R,725,R,2117,R,1292,R,1352,R,2057,R,3409
100830,2,999,2,R,663,R,1227,R,272,R,485,R,1890,R,757,R,935,R,1712,R,2647
100830,2,999,5,R,122,R,105,R,295,R,240,R,227,R,535,R,417,R,345,R,762
100830,3,1,1,R,11,R,22,R,164,R,314,R,33,R,478,R,175,R,336,R,511
100830,3,1,2,R,11,R,22,R,164,R,314,R,33,R,478,R,175,R,336,R,511
100830,4,2,1,R,245,R,423,R,22,R,30,R,668,R,52,R,267,R,453,R,720
100830,4,2,2,R,245,R,423,R,22,R,30,R,668,R,52,R,267,R,453,R,720
100830,5,3,1,R,236,R,462,R,41,R,62,R,698,R,103,R,277,R,524,R,801
100830,5,3,2,R,231,R,460,R,28,R,54,R,691,R,82,R,259,R,514,R,773
100830,5,3,5,R,5,R,2,R,13,R,8,R,7,R,21,R,18,R,10,R,28
100830,6,4,1,R,293,R,425,R,340,R,319,R,718,R,659,R,633,R,744,R,1377
100830,6,4,2,R,176,R,322,R,58,R,87,R,498,R,145,R,234,R,409,R,643
100830,6,4,5,R,117,R,103,R,282,R,232,R,220,R,514,R,399,R,335,R,734
100830,7,999,1,R,232,R,374,R,505,R,695,R,606,R,1200,R,737,R,1069,R,1806
100830,7,999,2,R,107,R,227,R,111,R,232,R,334,R,343,R,218,R,459,R,677
100830,7,999,5,R,125,R,147,R,394,R,463,R,272,R,857,R,519,R,610,R,1129
100830,8,5,1,R,154,R,188,R,341,R,291,R,342,R,632,R,495,R,479,R,974
100830,8,5,2,R,66,R,106,R,52,R,99,R,172,R,151,R,118,R,205,R,323
100830,8,5,5,R,88,R,82,R,289,R,192,R,170,R,481,R,377,R,274,R,651
100830,9,6,1,R,34,R,70,R,62,R,130,R,104,R,192,R,96,R,200,R,296
100830,9,6,2,R,16,R,48,R,26,R,40,R,64,R,66,R,42,R,88,R,130
100830,9,6,5,R,18,R,22,R,36,R,90,R,40,R,126,R,54,R,112,R,166
100830,10,7,1,R,24,R,51,R,37,R,83,R,75,R,120,R,61,R,134,R,195
100830,10,7,2,R,12,R,33,R,13,R,28,R,45,R,41,R,25,R,61,R,86
100830,10,7,5,R,12,R,18,R,24,R,55,R,30,R,79,R,36,R,73,R,109
100830,11,8,1,R,13,R,51,R,43,R,124,R,64,R,167,R,56,R,175,R,231
100830,11,8,2,R,7,R,32,R,13,R,47,R,39,R,60,R,20,R,79,R,99
100830,11,8,5,R,6,R,19,R,30,R,77,R,25,R,107,R,36,R,96,R,132
100830,12,9,1,R,6,R,14,R,21,R,65,R,20,R,86,R,27,R,79,R,106
100830,12,9,2,R,5,R,8,R,6,R,17,R,13,R,23,R,11,R,25,R,36
100830,12,9,5,R,1,R,6,R,15,R,48,R,7,R,63,R,16,R,54,R,70
100830,13,10,1,R,1,R,0,R,1,R,2,R,1,R,3,R,2,R,2,R,4
100830,13,10,2,R,1,R,0,R,1,R,1,R,1,R,2,R,2,R,1,R,3
100830,13,10,5,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,1
100830,14,11,1,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,2,R,2
100830,14,11,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,1
100830,14,11,5,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,1
100858,1,412,1,R,13900,R,14956,R,2771,R,2518,R,28856,R,5289,R,16671,R,17474,R,34145
100858,1,112,2,R,12345,R,12859,R,1373,R,1330,R,25204,R,2703,R,13718,R,14189,R,27907
100858,1,312,5,R,1555,R,2097,R,1398,R,1188,R,3652,R,2586,R,2953,R,3285,R,6238
100858,2,999,1,R,12564,R,13819,R,1378,R,1388,R,26383,R,2766,R,13942,R,15207,R,29149
100858,2,999,2,R,12017,R,12728,R,1160,R,1157,R,24745,R,2317,R,13177,R,13885,R,27062
100858,2,999,5,R,547,R,1091,R,218,R,231,R,1638,R,449,R,765,R,1322,R,2087
100858,3,1,1,R,43,R,73,R,264,R,496,R,116,R,760,R,307,R,569,R,876
100858,3,1,2,R,43,R,73,R,264,R,496,R,116,R,760,R,307,R,569,R,876
100858,4,2,1,R,5117,R,6123,R,203,R,162,R,11240,R,365,R,5320,R,6285,R,11605
100858,4,2,2,R,5116,R,6122,R,203,R,162,R,11238,R,365,R,5319,R,6284,R,11603
100858,4,2,5,R,1,R,1,R,0,R,0,R,2,R,0,R,1,R,1,R,2
100858,5,3,1,R,5146,R,5707,R,314,R,262,R,10853,R,576,R,5460,R,5969,R,11429
100858,5,3,2,R,5096,R,5588,R,309,R,247,R,10684,R,556,R,5405,R,5835,R,11240
100858,5,3,5,R,50,R,119,R,5,R,15,R,169,R,20,R,55,R,134,R,189
100858,6,4,1,R,2258,R,1916,R,597,R,468,R,4174,R,1065,R,2855,R,2384,R,5239
100858,6,4,2,R,1762,R,945,R,384,R,252,R,2707,R,636,R,2146,R,1197,R,3343
100858,6,4,5,R,496,R,971,R,213,R,216,R,1467,R,429,R,709,R,1187,R,1896
100858,7,999,1,R,1336,R,1137,R,1393,R,1130,R,2473,R,2523,R,2729,R,2267,R,4996
100858,7,999,2,R,328,R,131,R,213,R,173,R,459,R,386,R,541,R,304,R,845
100858,7,999,5,R,1008,R,1006,R,1180,R,957,R,2014,R,2137,R,2188,R,1963,R,4151
100858,8,5,1,R,720,R,679,R,525,R,451,R,1399,R,976,R,1245,R,1130,R,2375
100858,8,5,2,R,222,R,84,R,119,R,83,R,306,R,202,R,341,R,167,R,508
100858,8,5,5,R,498,R,595,R,406,R,368,R,1093,R,774,R,904,R,963,R,1867
100858,9,6,1,R,371,R,221,R,335,R,218,R,592,R,553,R,706,R,439,R,1145
100858,9,6,2,R,65,R,19,R,41,R,29,R,84,R,70,R,106,R,48,R,154
100858,9,6,5,R,306,R,202,R,294,R,189,R,508,R,483,R,600,R,391,R,991
100858,10,7,1,R,121,R,107,R,207,R,143,R,228,R,350,R,328,R,250,R,578
100858,10,7,2,R,20,R,15,R,17,R,18,R,35,R,35,R,37,R,33,R,70
100858,10,7,5,R,101,R,92,R,190,R,125,R,193,R,315,R,291,R,217,R,508
100858,11,8,1,R,89,R,96,R,218,R,221,R,185,R,439,R,307,R,317,R,624
100858,11,8,2,R,15,R,10,R,18,R,28,R,25,R,46,R,33,R,38,R,71
100858,11,8,5,R,74,R,86,R,200,R,193,R,160,R,393,R,274,R,279,R,553
100858,12,9,1,R,33,R,32,R,103,R,94,R,65,R,197,R,136,R,126,R,262
100858,12,9,2,R,5,R,3,R,18,R,15,R,8,R,33,R,23,R,18,R,41
100858,12,9,5,R,28,R,29,R,85,R,79,R,57,R,164,R,113,R,108,R,221
100858,13,10,1,R,2,R,2,R,5,R,3,R,4,R,8,R,7,R,5,R,12
100858,13,10,2,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1
100858,13,10,5,R,1,R,2,R,5,R,3,R,3,R,8,R,6,R,5,R,11
101028,1,412,1,R,226,R,329,R,341,R,809,R,555,R,1150,R,567,R,1138,R,1705
