UNITID,EFBAGE,LINE,LSTUDY,XEFAGE01,EFAGE01,XEFAGE02,EFAGE02,XEFAGE03,EFAGE03,XEFAGE04,EFAGE04,XEFAGE05,EFAGE05,XEFAGE06,EFAGE06,XEFAGE07,EFAGE07,XEFAGE08,EFAGE08,XEFAGE09,EFAGE09
100654,1,412,1,R,2282,R,3378,R,389,R,565,R,5660,R,954,R,2671,R,3943,R,6614
100654,1,112,2,R,2142,R,3079,R,275,R,349,R,5221,R,624,R,2417,R,3428,R,5845
100654,1,312,5,R,140,R,299,R,114,R,216,R,439,R,330,R,254,R,515,R,769
100654,2,999,1,R,2083,R,3053,R,192,R,270,R,5136,R,462,R,2275,R,3323,R,5598
100654,2,999,2,R,2040,R,2936,R,184,R,234,R,4976,R,418,R,2224,R,3170,R,5394
100654,2,999,5,R,43,R,117,R,8,R,36,R,160,R,44,R,51,R,153,R,204
100654,3,1,1,R,13,R,17,R,15,R,34,R,30,R,49,R,28,R,51,R,79
100654,3,1,2,R,13,R,17,R,15,R,34,R,30,R,49,R,28,R,51,R,79
100654,4,2,1,R,950,R,1423,R,26,R,41,R,2373,R,67,R,976,R,1464,R,2440
100654,4,2,2,R,950,R,1423,R,26,R,41,R,2373,R,67,R,976,R,1464,R,2440
100654,5,3,1,R,621,R,930,R,47,R,52,R,1551,R,99,R,668,R,982,R,1650
100654,5,3,2,R,621,R,925,R,47,R,52,R,1546,R,99,R,668,R,977,R,1645
100654,5,3,5,R,0,R,5,R,0,R,0,R,5,R,0,R,0,R,5,R,5
100654,6,4,1,R,499,R,683,R,104,R,143,R,1182,R,247,R,603,R,826,R,1429
100654,6,4,2,R,456,R,571,R,96,R,107,R,1027,R,203,R,552,R,678,R,1230
100654,6,4,5,R,43,R,112,R,8,R,36,R,155,R,44,R,51,R,148,R,199
100654,7,999,1,R,199,R,318,R,197,R,257,R,517,R,454,R,396,R,575,R,971
100654,7,999,2,R,102,R,140,R,91,R,80,R,242,R,171,R,193,R,220,R,413
100654,7,999,5,R,97,R,178,R,106,R,177,R,275,R,283,R,203,R,355,R,558
100654,8,5,1,R,130,R,190,R,120,R,126,R,320,R,246,R,250,R,316,R,566
100654,8,5,2,R,71,R,89,R,67,R,36,R,160,R,103,R,138,R,125,R,263
100654,8,5,5,R,59,R,101,R,53,R,90,R,160,R,143,R,112,R,191,R,303
100654,9,6,1,R,34,R,57,R,23,R,45,R,91,R,68,R,57,R,102,R,159
100654,9,6,2,R,14,R,18,R,12,R,17,R,32,R,29,R,26,R,35,R,61
100654,9,6,5,R,20,R,39,R,11,R,28,R,59,R,39,R,31,R,67,R,98
100654,10,7,1,R,12,R,27,R,21,R,26,R,39,R,47,R,33,R,53,R,86
100654,10,7,2,R,7,R,13,R,4,R,7,R,20,R,11,R,11,R,20,R,31
100654,10,7,5,R,5,R,14,R,17,R,19,R,19,R,36,R,22,R,33,R,55
100654,11,8,1,R,14,R,31,R,19,R,32,R,45,R,51,R,33,R,63,R,96
100654,11,8,2,R,5,R,12,R,1,R,13,R,17,R,14,R,6,R,25,R,31
100654,11,8,5,R,9,R,19,R,18,R,19,R,28,R,37,R,27,R,38,R,65
100654,12,9,1,R,9,R,13,R,14,R,27,R,22,R,41,R,23,R,40,R,63
100654,12,9,2,R,5,R,8,R,7,R,7,R,13,R,14,R,12,R,15,R,27
100654,12,9,5,R,4,R,5,R,7,R,20,R,9,R,27,R,11,R,25,R,36
100654,13,10,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,1
100654,13,10,5,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,1
100654,14,11,1,R,0,R,7,R,0,R,38,R,7,R,38,R,0,R,45,R,45
100654,14,11,2,R,0,R,3,R,0,R,35,R,3,R,35,R,0,R,38,R,38
100654,14,11,5,R,0,R,4,R,0,R,3,R,4,R,3,R,0,R,7,R,7
100663,1,412,1,R,5616,R,9199,R,2187,R,4158,R,14815,R,6345,R,7803,R,13357,R,21160
100663,1,112,2,R,3641,R,6200,R,989,R,1552,R,9841,R,2541,R,4630,R,7752,R,12382
100663,1,312,5,R,1975,R,2999,R,1198,R,2606,R,4974,R,3804,R,3173,R,5605,R,8778
100663,2,999,1,R,4233,R,7179,R,663,R,1055,R,11412,R,1718,R,4896,R,8234,R,13130
100663,2,999,2,R,3353,R,5841,R,476,R,661,R,9194,R,1137,R,3829,R,6502,R,10331
100663,2,999,5,R,880,R,1338,R,187,R,394,R,2218,R,581,R,1067,R,1732,R,2799
100663,3,1,1,R,22,R,70,R,20,R,57,R,92,R,77,R,42,R,127,R,169
100663,3,1,2,R,22,R,70,R,20,R,57,R,92,R,77,R,42,R,127,R,169
100663,4,2,1,R,1258,R,2562,R,36,R,60,R,3820,R,96,R,1294,R,2622,R,3916
100663,4,2,2,R,1258,R,2561,R,36,R,60,R,3819,R,96,R,1294,R,2621,R,3915
100663,4,2,5,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,1,R,1
100663,5,3,1,R,1443,R,2543,R,119,R,169,R,3986,R,288,R,1562,R,2712,R,4274
100663,5,3,2,R,1410,R,2493,R,114,R,163,R,3903,R,277,R,1524,R,2656,R,4180
100663,5,3,5,R,33,R,50,R,5,R,6,R,83,R,11,R,38,R,56,R,94
100663,6,4,1,R,1510,R,2004,R,488,R,769,R,3514,R,1257,R,1998,R,2773,R,4771
100663,6,4,2,R,663,R,717,R,306,R,381,R,1380,R,687,R,969,R,1098,R,2067
100663,6,4,5,R,847,R,1287,R,182,R,388,R,2134,R,570,R,1029,R,1675,R,2704
100663,7,999,1,R,1383,R,2020,R,1524,R,3103,R,3403,R,4627,R,2907,R,5123,R,8030
100663,7,999,2,R,288,R,359,R,513,R,891,R,647,R,1404,R,801,R,1250,R,2051
100663,7,999,5,R,1095,R,1661,R,1011,R,2212,R,2756,R,3223,R,2106,R,3873,R,5979
100663,8,5,1,R,904,R,1290,R,552,R,1151,R,2194,R,1703,R,1456,R,2441,R,3897
100663,8,5,2,R,191,R,178,R,196,R,318,R,369,R,514,R,387,R,496,R,883
100663,8,5,5,R,713,R,1112,R,356,R,833,R,1825,R,1189,R,1069,R,1945,R,3014
100663,9,6,1,R,283,R,370,R,316,R,645,R,653,R,961,R,599,R,1015,R,1614
100663,9,6,2,R,55,R,77,R,131,R,188,R,132,R,319,R,186,R,265,R,451
100663,9,6,5,R,228,R,293,R,185,R,457,R,521,R,642,R,413,R,750,R,1163
100663,10,7,1,R,106,R,145,R,242,R,429,R,251,R,671,R,348,R,574,R,922
100663,10,7,2,R,20,R,40,R,72,R,132,R,60,R,204,R,92,R,172,R,264
100663,10,7,5,R,86,R,105,R,170,R,297,R,191,R,467,R,256,R,402,R,658
100663,11,8,1,R,65,R,150,R,274,R,582,R,215,R,856,R,339,R,732,R,1071
100663,11,8,2,R,17,R,45,R,81,R,160,R,62,R,241,R,98,R,205,R,303
100663,11,8,5,R,48,R,105,R,193,R,422,R,153,R,615,R,241,R,527,R,768
100663,12,9,1,R,24,R,62,R,131,R,286,R,86,R,417,R,155,R,348,R,503
100663,12,9,2,R,5,R,19,R,32,R,90,R,24,R,122,R,37,R,109,R,146
100663,12,9,5,R,19,R,43,R,99,R,196,R,62,R,295,R,118,R,239,R,357
100663,13,10,1,R,1,R,3,R,9,R,10,R,4,R,19,R,10,R,13,R,23
100663,13,10,2,R,0,R,0,R,1,R,3,R,0,R,4,R,1,R,3,R,4
100663,13,10,5,R,1,R,3,R,8,R,7,R,4,R,15,R,9,R,10,R,19
100690,1,412,1,R,116,R,145,R,159,R,216,R,261,R,375,R,275,R,361,R,636
100690,1,112,2,R,50,R,79,R,34,R,63,R,129,R,97,R,84,R,142,R,226
100690,1,312,5,R,66,R,66,R,125,R,153,R,132,R,278,R,191,R,219,R,410
100690,2,999,1,R,14,R,13,R,4,R,4,R,27,R,8,R,18,R,17,R,35
100690,2,999,2,R,12,R,12,R,3,R,4,R,24,R,7,R,15,R,16,R,31
100690,2,999,5,R,2,R,1,R,1,Z,0,R,3,R,1,R,3,R,1,R,4
100690,4,2,1,Z,0,R,2,Z,0,Z,0,R,2,Z,0,Z,0,R,2,R,2
100690,4,2,2,Z,0,R,2,Z,0,Z,0,R,2,Z,0,Z,0,R,2,R,2
100690,5,3,1,R,4,R,2,R,2,R,1,R,6,R,3,R,6,R,3,R,9
100690,5,3,2,R,4,R,2,R,2,R,1,R,6,R,3,R,6,R,3,R,9
100690,6,4,1,R,10,R,9,R,2,R,3,R,19,R,5,R,12,R,12,R,24
100690,6,4,2,R,8,R,8,R,1,R,3,R,16,R,4,R,9,R,11,R,20
100690,6,4,5,R,2,R,1,R,1,Z,0,R,3,R,1,R,3,R,1,R,4
100690,7,999,1,R,102,R,132,R,155,R,212,R,234,R,367,R,257,R,344,R,601
100690,7,999,2,R,38,R,67,R,31,R,59,R,105,R,90,R,69,R,126,R,195
100690,7,999,5,R,64,R,65,R,124,R,153,R,129,R,277,R,188,R,218,R,406
100690,8,5,1,R,14,R,24,R,11,R,26,R,38,R,37,R,25,R,50,R,75
100690,8,5,2,R,6,R,14,R,2,R,10,R,20,R,12,R,8,R,24,R,32
100690,8,5,5,R,8,R,10,R,9,R,16,R,18,R,25,R,17,R,26,R,43
100690,9,6,1,R,28,R,31,R,22,R,36,R,59,R,58,R,50,R,67,R,117
100690,9,6,2,R,15,R,16,R,6,R,16,R,31,R,22,R,21,R,32,R,53
100690,9,6,5,R,13,R,15,R,16,R,20,R,28,R,36,R,29,R,35,R,64
100690,10,7,1,R,12,R,23,R,29,R,35,R,35,R,64,R,41,R,58,R,99
100690,10,7,2,R,6,R,12,R,11,R,14,R,18,R,25,R,17,R,26,R,43
100690,10,7,5,R,6,R,11,R,18,R,21,R,17,R,39,R,24,R,32,R,56
100690,11,8,1,R,29,R,27,R,41,R,48,R,56,R,89,R,70,R,75,R,145
100690,11,8,2,R,7,R,15,R,5,R,10,R,22,R,15,R,12,R,25,R,37
100690,11,8,5,R,22,R,12,R,36,R,38,R,34,R,74,R,58,R,50,R,108
100690,12,9,1,R,17,R,26,R,43,R,57,R,43,R,100,R,60,R,83,R,143
100690,12,9,2,R,2,R,9,R,5,R,8,R,11,R,13,R,7,R,17,R,24
100690,12,9,5,R,15,R,17,R,38,R,49,R,32,R,87,R,53,R,66,R,119
100690,13,10,1,R,2,R,1,R,9,R,10,R,3,R,19,R,11,R,11,R,22
100690,13,10,2,R,2,R,1,R,2,R,1,R,3,R,3,R,4,R,2,R,6
100690,13,10,5,Z,0,Z,0,R,7,R,9,Z,0,R,16,R,7,R,9,R,16
100706,1,412,1,R,3825,R,2450,R,1353,R,1115,R,6275,R,2468,R,5178,R,3565,R,8743
100706,1,112,2,R,3474,R,2170,R,682,R,525,R,5644,R,1207,R,4156,R,2695,R,6851
100706,1,312,5,R,351,R,280,R,671,R,590,R,631,R,1261,R,1022,R,870,R,1892
100706,2,999,1,R,3338,R,2058,R,528,R,378,R,5396,R,906,R,3866,R,2436,R,6302
100706,2,999,2,R,3197,R,1953,R,373,R,293,R,5150,R,666,R,3570,R,2246,R,5816
100706,2,999,5,R,141,R,105,R,155,R,85,R,246,R,240,R,296,R,190,R,486
100706,3,1,1,R,34,R,32,R,72,R,75,R,66,R,147,R,106,R,107,R,213
100706,3,1,2,R,34,R,32,R,72,R,75,R,66,R,147,R,106,R,107,R,213
100706,4,2,1,R,1279,R,753,R,31,R,17,R,2032,R,48,R,1310,R,770,R,2080
100706,4,2,2,R,1279,R,753,R,31,R,17,R,2032,R,48,R,1310,R,770,R,2080
100706,5,3,1,R,1312,R,838,R,61,R,55,R,2150,R,116,R,1373,R,893,R,2266
100706,5,3,2,R,1297,R,829,R,57,R,50,R,2126,R,107,R,1354,R,879,R,2233
100706,5,3,5,R,15,R,9,R,4,R,5,R,24,R,9,R,19,R,14,R,33
100706,6,4,1,R,713,R,435,R,364,R,231,R,1148,R,595,R,1077,R,666,R,1743
100706,6,4,2,R,587,R,339,R,213,R,151,R,926,R,364,R,800,R,490,R,1290
100706,6,4,5,R,126,R,96,R,151,R,80,R,222,R,231,R,277,R,176,R,453
100706,7,999,1,R,487,R,392,R,825,R,737,R,879,R,1562,R,1312,R,1129,R,2441
100706,7,999,2,R,277,R,217,R,309,R,232,R,494,R,541,R,586,R,449,R,1035
100706,7,999,5,R,210,R,175,R,516,R,505,R,385,R,1021,R,726,R,680,R,1406
100706,8,5,1,R,276,R,208,R,397,R,256,R,484,R,653,R,673,R,464,R,1137
100706,8,5,2,R,158,R,113,R,149,R,90,R,271,R,239,R,307,R,203,R,510
100706,8,5,5,R,118,R,95,R,248,R,166,R,213,R,414,R,366,R,261,R,627
100706,9,6,1,R,123,R,82,R,164,R,132,R,205,R,296,R,287,R,214,R,501
100706,9,6,2,R,68,R,53,R,74,R,50,R,121,R,124,R,142,R,103,R,245
100706,9,6,5,R,55,R,29,R,90,R,82,R,84,R,172,R,145,R,111,R,256
100706,10,7,1,R,57,R,36,R,104,R,111,R,93,R,215,R,161,R,147,R,308
100706,10,7,2,R,36,R,21,R,38,R,29,R,57,R,67,R,74,R,50,R,124
100706,10,7,5,R,21,R,15,R,66,R,82,R,36,R,148,R,87,R,97,R,184
100706,11,8,1,R,22,R,48,R,99,R,154,R,70,R,253,R,121,R,202,R,323
100706,11,8,2,R,12,R,22,R,30,R,41,R,34,R,71,R,42,R,63,R,105
100706,11,8,5,R,10,R,26,R,69,R,113,R,36,R,182,R,79,R,139,R,218
100706,12,9,1,R,8,R,18,R,50,R,80,R,26,R,130,R,58,R,98,R,156
100706,12,9,2,R,3,R,8,R,14,R,21,R,11,R,35,R,17,R,29,R,46
100706,12,9,5,R,5,R,10,R,36,R,59,R,15,R,95,R,41,R,69,R,110
100706,13,10,1,R,1,Z,0,R,11,R,4,R,1,R,15,R,12,R,4,R,16
100706,13,10,2,Z,0,Z,0,R,4,R,1,Z,0,R,5,R,4,R,1,R,5
100706,13,10,5,R,1,Z,0,R,7,R,3,R,1,R,10,R,8,R,3,R,11
100724,1,412,1,R,1190,R,2147,R,183,R,350,R,3337,R,533,R,1373,R,2497,R,3870
100724,1,112,2,R,1076,R,1883,R,128,R,235,R,2959,R,363,R,1204,R,2118,R,3322
100724,1,312,5,R,114,R,264,R,55,R,115,R,378,R,170,R,169,R,379,R,548
100724,2,999,1,R,1069,R,1930,R,107,R,182,R,2999,R,289,R,1176,R,2112,R,3288
100724,2,999,2,R,1020,R,1798,R,96,R,175,R,2818,R,271,R,1116,R,1973,R,3089
100724,2,999,5,R,49,R,132,R,11,R,7,R,181,R,18,R,60,R,139,R,199
100724,3,1,1,R,12,R,48,R,0,R,6,R,60,R,6,R,12,R,54,R,66
100724,3,1,2,R,12,R,48,R,0,R,6,R,60,R,6,R,12,R,54,R,66
100724,4,2,1,R,494,R,862,R,31,R,60,R,1356,R,91,R,525,R,922,R,1447
100724,4,2,2,R,494,R,861,R,31,R,60,R,1355,R,91,R,525,R,921,R,1446
100724,4,2,5,R,0,R,1,R,0,R,0,R,1,R,0,R,0,R,1,R,1
100724,5,3,1,R,312,R,616,R,31,R,44,R,928,R,75,R,343,R,660,R,1003
100724,5,3,2,R,310,R,611,R,31,R,44,R,921,R,75,R,341,R,655,R,996
100724,5,3,5,R,2,R,5,R,0,R,0,R,7,R,0,R,2,R,5,R,7
100724,6,4,1,R,251,R,404,R,45,R,72,R,655,R,117,R,296,R,476,R,772
100724,6,4,2,R,204,R,278,R,34,R,65,R,482,R,99,R,238,R,343,R,581
100724,6,4,5,R,47,R,126,R,11,R,7,R,173,R,18,R,58,R,133,R,191
100724,7,999,1,R,120,R,217,R,75,R,167,R,337,R,242,R,195,R,384,R,579
100724,7,999,2,R,55,R,85,R,31,R,59,R,140,R,90,R,86,R,144,R,230
100724,7,999,5,R,65,R,132,R,44,R,108,R,197,R,152,R,109,R,240,R,349
100724,8,5,1,R,74,R,110,R,24,R,56,R,184,R,80,R,98,R,166,R,264
100724,8,5,2,R,42,R,44,R,18,R,30,R,86,R,48,R,60,R,74,R,134
100724,8,5,5,R,32,R,66,R,6,R,26,R,98,R,32,R,38,R,92,R,130
100724,9,6,1,R,22,R,29,R,18,R,34,R,51,R,52,R,40,R,63,R,103
100724,9,6,2,R,6,R,11,R,8,R,12,R,17,R,20,R,14,R,23,R,37
100724,9,6,5,R,16,R,18,R,10,R,22,R,34,R,32,R,26,R,40,R,66
100724,10,7,1,R,10,R,23,R,5,R,24,R,33,R,29,R,15,R,47,R,62
100724,10,7,2,R,4,R,11,R,1,R,4,R,15,R,5,R,5,R,15,R,20
100724,10,7,5,R,6,R,12,R,4,R,20,R,18,R,24,R,10,R,32,R,42
100724,11,8,1,R,7,R,41,R,14,R,29,R,48,R,43,R,21,R,70,R,91
100724,11,8,2,R,0,R,11,R,2,R,8,R,11,R,10,R,2,R,19,R,21
100724,11,8,5,R,7,R,30,R,12,R,21,R,37,R,33,R,19,R,51,R,70
100724,12,9,1,R,5,R,14,R,14,R,23,R,19,R,37,R,19,R,37,R,56
100724,12,9,2,R,2,R,8,R,2,R,5,R,10,R,7,R,4,R,13,R,17
100724,12,9,5,R,3,R,6,R,12,R,18,R,9,R,30,R,15,R,24,R,39
100724,13,10,1,R,2,R,0,R,0,R,1,R,2,R,1,R,2,R,1,R,3
100724,13,10,2,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1
100724,13,10,5,R,1,R,0,R,0,R,1,R,1,R,1,R,1,R,1,R,2
100724,14,11,1,R,1,R,0,R,1,R,1,R,1,R,2,R,2,R,1,R,3
100724,14,11,2,R,1,R,0,R,1,R,1,R,1,R,2,R,2,R,1,R,3
100751,1,412,1,R,14709,R,18954,R,2232,R,3727,R,33663,R,5959,R,16941,R,22681,R,39622
100751,1,112,2,R,13159,R,16844,R,1428,R,2004,R,30003,R,3432,R,14587,R,18848,R,33435
100751,1,312,5,R,1550,R,2110,R,804,R,1723,R,3660,R,2527,R,2354,R,3833,R,6187
100751,2,999,1,R,13459,R,17483,R,950,R,1432,R,30942,R,2382,R,14409,R,18915,R,33324
100751,2,999,2,R,12838,R,16484,R,862,R,1240,R,29322,R,2102,R,13700,R,17724,R,31424
100751,2,999,5,R,621,R,999,R,88,R,192,R,1620,R,280,R,709,R,1191,R,1900
100751,3,1,1,R,90,R,193,R,297,R,651,R,283,R,948,R,387,R,844,R,1231
100751,3,1,2,R,90,R,192,R,297,R,651,R,282,R,948,R,387,R,843,R,1230
100751,3,1,5,Z,0,R,1,Z,0,Z,0,R,1,Z,0,Z,0,R,1,R,1
100751,4,2,1,R,5858,R,8319,R,83,R,95,R,14177,R,178,R,5941,R,8414,R,14355
100751,4,2,2,R,5858,R,8319,R,83,R,95,R,14177,R,178,R,5941,R,8414,R,14355
100751,5,3,1,R,5397,R,6999,R,152,R,188,R,12396,R,340,R,5549,R,7187,R,12736
100751,5,3,2,R,5352,R,6905,R,149,R,184,R,12257,R,333,R,5501,R,7089,R,12590
100751,5,3,5,R,45,R,94,R,3,R,4,R,139,R,7,R,48,R,98,R,146
100751,6,4,1,R,2114,R,1972,R,418,R,498,R,4086,R,916,R,2532,R,2470,R,5002
100751,6,4,2,R,1538,R,1068,R,333,R,310,R,2606,R,643,R,1871,R,1378,R,3249
100751,6,4,5,R,576,R,904,R,85,R,188,R,1480,R,273,R,661,R,1092,R,1753
100751,7,999,1,R,1250,R,1471,R,1282,R,2295,R,2721,R,3577,R,2532,R,3766,R,6298
100751,7,999,2,R,321,R,360,R,566,R,764,R,681,R,1330,R,887,R,1124,R,2011
100751,7,999,5,R,929,R,1111,R,716,R,1531,R,2040,R,2247,R,1645,R,2642,R,4287
100751,8,5,1,R,672,R,712,R,370,R,539,R,1384,R,909,R,1042,R,1251,R,2293
100751,8,5,2,R,193,R,176,R,183,R,182,R,369,R,365,R,376,R,358,R,734
100751,8,5,5,R,479,R,536,R,187,R,357,R,1015,R,544,R,666,R,893,R,1559
100751,9,6,1,R,323,R,306,R,277,R,466,R,629,R,743,R,600,R,772,R,1372
100751,9,6,2,R,59,R,82,R,117,R,181,R,141,R,298,R,176,R,263,R,439
100751,9,6,5,R,264,R,224,R,160,R,285,R,488,R,445,R,424,R,509,R,933
100751,10,7,1,R,132,R,180,R,219,R,394,R,312,R,613,R,351,R,574,R,925
100751,10,7,2,R,29,R,37,R,93,R,124,R,66,R,217,R,122,R,161,R,283
100751,10,7,5,R,103,R,143,R,126,R,270,R,246,R,396,R,229,R,413,R,642
100751,11,8,1,R,91,R,195,R,258,R,572,R,286,R,830,R,349,R,767,R,1116
100751,11,8,2,R,30,R,48,R,104,R,179,R,78,R,283,R,134,R,227,R,361
100751,11,8,5,R,61,R,147,R,154,R,393,R,208,R,547,R,215,R,540,R,755
100751,12,9,1,R,31,R,75,R,145,R,312,R,106,R,457,R,176,R,387,R,563
100751,12,9,2,R,10,R,16,R,65,R,89,R,26,R,154,R,75,R,105,R,180
100751,12,9,5,R,21,R,59,R,80,R,223,R,80,R,303,R,101,R,282,R,383
100751,13,10,1,R,1,R,3,R,13,R,12,R,4,R,25,R,14,R,15,R,29
100751,13,10,2,Z,0,R,1,R,4,R,9,R,1,R,13,R,4,R,10,R,14
100751,13,10,5,R,1,R,2,R,9,R,3,R,3,R,12,R,10,R,5,R,15
100760,1,412,1,R,250,R,311,R,521,R,828,R,561,R,1349,R,771,R,1139,R,1910
100760,1,112,2,R,250,R,311,R,521,R,828,R,561,R,1349,R,771,R,1139,R,1910
100760,2,999,1,R,234,R,255,R,470,R,609,R,489,R,1079,R,704,R,864,R,1568
100760,2,999,2,R,234,R,255,R,470,R,609,R,489,R,1079,R,704,R,864,R,1568
100760,3,1,1,R,5,R,10,R,299,R,396,R,15,R,695,R,304,R,406,R,710
100760,3,1,2,R,5,R,10,R,299,R,396,R,15,R,695,R,304,R,406,R,710
100760,4,2,1,R,166,R,161,R,89,R,79,R,327,R,168,R,255,R,240,R,495
100760,4,2,2,R,166,R,161,R,89,R,79,R,327,R,168,R,255,R,240,R,495
100760,5,3,1,R,48,R,59,R,49,R,69,R,107,R,118,R,97,R,128,R,225
100760,5,3,2,R,48,R,59,R,49,R,69,R,107,R,118,R,97,R,128,R,225
100760,6,4,1,R,15,R,25,R,33,R,65,R,40,R,98,R,48,R,90,R,138
100760,6,4,2,R,15,R,25,R,33,R,65,R,40,R,98,R,48,R,90,R,138
100760,7,999,1,R,16,R,56,R,51,R,219,R,72,R,270,R,67,R,275,R,342
100760,7,999,2,R,16,R,56,R,51,R,219,R,72,R,270,R,67,R,275,R,342
100760,8,5,1,R,8,R,23,R,17,R,66,R,31,R,83,R,25,R,89,R,114
100760,8,5,2,R,8,R,23,R,17,R,66,R,31,R,83,R,25,R,89,R,114
100760,9,6,1,R,3,R,16,R,13,R,59,R,19,R,72,R,16,R,75,R,91
100760,9,6,2,R,3,R,16,R,13,R,59,R,19,R,72,R,16,R,75,R,91
100760,10,7,1,R,3,R,9,R,2,R,34,R,12,R,36,R,5,R,43,R,48
100760,10,7,2,R,3,R,9,R,2,R,34,R,12,R,36,R,5,R,43,R,48
100760,11,8,1,R,2,R,6,R,8,R,44,R,8,R,52,R,10,R,50,R,60
100760,11,8,2,R,2,R,6,R,8,R,44,R,8,R,52,R,10,R,50,R,60
100760,12,9,1,R,0,R,2,R,10,R,15,R,2,R,25,R,10,R,17,R,27
100760,12,9,2,R,0,R,2,R,10,R,15,R,2,R,25,R,10,R,17,R,27
100760,13,10,1,R,0,R,0,R,1,R,1,R,0,R,2,R,1,R,1,R,2
100760,13,10,2,R,0,R,0,R,1,R,1,R,0,R,2,R,1,R,1,R,2
100812,1,412,1,R,318,R,866,R,582,R,1189,R,1184,R,1771,R,900,R,2055,R,2955
100812,1,112,2,R,299,R,822,R,452,R,958,R,1121,R,1410,R,751,R,1780,R,2531
100812,1,312,5,R,19,R,44,R,130,R,231,R,63,R,361,R,149,R,275,R,424
100812,2,999,1,R,168,R,494,R,180,R,328,R,662,R,508,R,348,R,822,R,1170
100812,2,999,2,R,166,R,487,R,170,R,298,R,653,R,468,R,336,R,785,R,1121
100812,2,999,5,R,2,R,7,R,10,R,30,R,9,R,40,R,12,R,37,R,49
100812,3,1,1,R,0,R,0,R,11,R,7,R,0,R,18,R,11,R,7,R,18
100812,3,1,2,R,0,R,0,R,11,R,7,R,0,R,18,R,11,R,7,R,18
100812,4,2,1,R,8,R,32,R,25,R,9,R,40,R,34,R,33,R,41,R,74
100812,4,2,2,R,8,R,32,R,25,R,9,R,40,R,34,R,33,R,41,R,74
100812,5,3,1,R,62,R,258,R,33,R,69,R,320,R,102,R,95,R,327,R,422
100812,5,3,2,R,62,R,257,R,32,R,68,R,319,R,100,R,94,R,325,R,419
100812,5,3,5,R,0,R,1,R,1,R,1,R,1,R,2,R,1,R,2,R,3
100812,6,4,1,R,98,R,204,R,111,R,243,R,302,R,354,R,209,R,447,R,656
100812,6,4,2,R,96,R,198,R,102,R,214,R,294,R,316,R,198,R,412,R,610
100812,6,4,5,R,2,R,6,R,9,R,29,R,8,R,38,R,11,R,35,R,46
100812,7,999,1,R,150,R,372,R,402,R,861,R,522,R,1263,R,552,R,1233,R,1785
100812,7,999,2,R,133,R,335,R,282,R,660,R,468,R,942,R,415,R,995,R,1410
100812,7,999,5,R,17,R,37,R,120,R,201,R,54,R,321,R,137,R,238,R,375
100812,8,5,1,R,58,R,136,R,116,R,236,R,194,R,352,R,174,R,372,R,546
100812,8,5,2,R,52,R,126,R,90,R,197,R,178,R,287,R,142,R,323,R,465
100812,8,5,5,R,6,R,10,R,26,R,39,R,16,R,65,R,32,R,49,R,81
100812,9,6,1,R,41,R,74,R,82,R,183,R,115,R,265,R,123,R,257,R,380
100812,9,6,2,R,38,R,69,R,55,R,146,R,107,R,201,R,93,R,215,R,308
100812,9,6,5,R,3,R,5,R,27,R,37,R,8,R,64,R,30,R,42,R,72
100812,10,7,1,R,26,R,68,R,72,R,136,R,94,R,208,R,98,R,204,R,302
100812,10,7,2,R,24,R,60,R,47,R,99,R,84,R,146,R,71,R,159,R,230
100812,10,7,5,R,2,R,8,R,25,R,37,R,10,R,62,R,27,R,45,R,72
100812,11,8,1,R,24,R,72,R,91,R,202,R,96,R,293,R,115,R,274,R,389
100812,11,8,2,R,18,R,63,R,60,R,156,R,81,R,216,R,78,R,219,R,297
100812,11,8,5,R,6,R,9,R,31,R,46,R,15,R,77,R,37,R,55,R,92
100812,12,9,1,R,1,R,22,R,39,R,100,R,23,R,139,R,40,R,122,R,162
100812,12,9,2,R,1,R,17,R,28,R,59,R,18,R,87,R,29,R,76,R,105
100812,12,9,5,R,0,R,5,R,11,R,41,R,5,R,52,R,11,R,46,R,57
100812,13,10,1,R,0,R,0,R,2,R,4,R,0,R,6,R,2,R,4,R,6
100812,13,10,2,R,0,R,0,R,2,R,3,R,0,R,5,R,2,R,3,R,5
100812,13,10,5,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,1,R,1
100830,1,412,1,R,1306,R,1927,R,808,R,1148,R,3233,R,1956,R,2114,R,3075,R,5189
100830,1,112,2,R,811,R,1611,R,331,R,654,R,2422,R,985,R,1142,R,2265,R,3407
100830,1,312,5,R,495,R,316,R,477,R,494,R,811,R,971,R,972,R,810,R,1782
100830,2,999,1,R,969,R,1540,R,425,R,563,R,2509,R,988,R,1394,R,2103,R,3497
100830,2,999,2,R,701,R,1365,R,221,R,422,R,2066,R,643,R,922,R,1787,R,2709
100830,2,999,5,R,268,R,175,R,204,R,141,R,443,R,345,R,472,R,316,R,788
100830,3,1,1,R,9,R,19,R,110,R,210,R,28,R,320,R,119,R,229,R,348
100830,3,1,2,R,9,R,19,R,110,R,210,R,28,R,320,R,119,R,229,R,348
